A	whereas the Commission communication voices concerns about the long-term sustainability of public finances in the context of high deficit and debt levels, especially in the light of population ageing, and whereas the effect of ageing on the sustainability gap is calculated in most Member States to be five to 20 times higher than the effects of the current economic crisis,
B	whereas the Stability and Growth Pact (SGP), despite its revision in 2005, was not enough to prevent the current crisis,
C	whereas there is an urgent need to look in greater depth at the phenomenon of the falling birth rate in the European Union and its causes and implications, with a view to reversing this worrying trend,
D	whereas fiscal policy is not sustainable if it implies an excessive accumulation of government debt over time,
E	whereas, given the projections underpinning the communication and the fact that the ageing population will have serious impacts on the long-term sustainability of European countries' public finances, a policy horizon through 2060 is an appropriate one,
F	whereas the debt and deficit increases suffered by the Member States during the crisis and projected demographic developments will make fiscal sustainability an acute challenge,
G	whereas long-term demographic changes, in particular an ageing population, across the EU Member States have implications for the funding of national pension schemes,
H	whereas some Member States have not taken enough steps to reduce their administrative expenditure, bring their healthcare spending under control and reform their health and retirement systems, and whereas all the Member States should adopt the best practice in this area,
I	whereas all the Member States saw their deficits and debt ratios increase in 2009 as a result of the fall in tax revenue caused by the crisis and the implementation of special recovery measures,
J	whereas, in response to the first signs of a recovery, the European Council recommended in September 2009 that fiscal policies should be ‘reoriented towards the long-term sustainability of public finances’, and pointed out that ‘exit strategies need to be designed in a coordinated manner as soon as the recovery takes hold, taking into account the specific situation of individual countries’,
K	whereas in recent times it has been possible to see a positive correlation between sound public finances and the resilience of a country's economy,
L	whereas increasing government debt places a severe burden on future generations,
M	whereas government debt in some Member States has increased in a way that undermines stability and results in high government expenditure on interest payments at the expense of the increasingly important spending on health and pension systems,
N	whereas increased public borrowing distorts financial markets by pushing interest rates higher, with negative consequences for households as well as for investments in new jobs,
O	whereas a lack of effective statistical governance or independent statistical institutions in Member States is undermining the integrity and sustainability of public finances,
P	whereas other parts of the world which until recently were competing by producing low- quality goods are now entering the high-quality segments; whereas these competitors use advanced technology, whilst still paying moderate hourly wages and not having to grapple with adverse demographic trends, and against a background of individuals totalling a high number of working hours in their lifetimes; whereas in Europe full employment was last reached before the oil crisis of 1973, whereas full employment nevertheless remains an objective towards which the EU has to strive, in conformity with the spirit of the Treaties, without turning its back on its high level of social protection and human development,
Q	whereas there are various means to reduce the sustainability gap, such as increasing general productivity, and, most importantly increasing the productivity of the welfare services, raising the retirement age, increasing the birth rate or increasing the numbers of immigrants,
R	whereas population trends are shaped by changes in the fertility rate, which are to a large degree dependent on maternity incentives and benefits and migration flows,
S	whereas the current debt and deficit levels threaten the very existence of the welfare state,
T	whereas a failure to implement structural reforms and consolidate public finances will have an adverse effect on expenditure on health care, pensions and employment,
