A	whereas the EU is not only an economic union but also a community of shared values as a consequence of which any reform of labour law and the labour market should reflect those values, and whereas the basic principles of labour law which have developed within Europe remain valid; whereasflexicurity should reflect the dialogue among all social partners and reflect a good balance between the interests of both employers and workers on the one hand and between flexibility and security on the other; whereas labour law provides legal certainty and protection for workers and employers by way of either legislation or collective agreement, or a combination of the two and whereas the success of any changes in labour law would be greater if workers feel more secure; whereas it is necessary to increase the level of security of both workers and enterprises, especially in the case of small and medium-sized enterprises (SMEs); whereas such security also depends on how easy it is to find a new job; whereas global competition and rapidly developing technology mean that enterprises have to adapt ever more quickly,
B	"whereas flexicurity, should therefore be seen as an important component of the European Social Model fostering competitive and adaptable businesses and workforces; whereas the term ""flexicurity"" arouses strong concerns among some European workers, who fear increased job insecurity; and whereas that term and the firm principles it covers, should therefore be defined as precisely as possible,"
C	whereas 16 % of Europeans remain at risk of poverty, and 10 % live in jobless households and that it is therefore essential that any reform under on the basis of flexicurity is based on a detailed impact assessment as regards vulnerable groups and that any such reform should aim at furthering social inclusion while not putting new groups at risk,
D	whereas unemployment in the European Union could be related to limited sustainable job creation which, inter alia, depends on dynamic, innovative and competitive companies and on investment in research and development and lifelong learning, which can also contribute to a dynamic labour market,
E	whereas a cutting-edge, innovative, knowledge-based economy should aim at being competitive at the top-end of the value chain and, in order to achieve this, long-term employment and a highly skilled, highly motivated workforce is required,
F	whereas one of the aims of flexicurity is to expand the supply of jobs on the labour market and, at the same time, to enable individuals and companies to manage change and increase mobility on the European labour market and whereas flexicurity must be combined with a policy of creating stable and sustainable employment and income,
G	whereas mobile workers still run the risk of losing social security benefits,
H	whereas, in order to avoid unfair competition in the internal market, the EU and Member States need to make sure that a common level of standards in their respective labour laws are respected, while at the same time making sure that this does not prevent Member States from improving standards should they wish to do so,
I	whereas flexicurity implies a balancing of rights and responsibilities for employers, workers, job seekers and public authorities and requires a climate of trust and transparent dialogue between public authorities, social partners and other stakeholders, in which all are prepared to take responsibility for change and produce balanced policy packages with a view to supporting the process of creating more and better jobs for all, to ensure gender equality and to fight discriminatory practices against vulnerable groups of workers such as migrants, younger and older workers and disabled people,
J	whereas while the Commission communication on flexicurity sets out the principle of equality between women and men , its formulation is weak as it does not challenge the fundamental inequality between women and men  encountered with regard to access to and participation in the labour market and equal sharing of unpaid work,
K	whereas high unemployment and labour market segmentation need to be overcome by removing inequalities affecting certain groups of insufficiently covered workers, fostering job creation and by protecting a broad core of rights for all workers and access to lifelong learning,
L	whereas part-time working, lower pay and fixed-term contracts – the main risk factors for in-work poverty – are characteristic first and foremost of the employment situation of women, 
M	whereas the Commission communication on flexicurity should be used as a basis for starting a more balanced debate on flexicurity; whereas OECD and ILO studies endorse a policy strategy that incorporates a high level of social security with a positive effect on replacement rates and productivity and whereas the European Union's concept of 'good work' includes rights and participation of employees, fair wages, protection of safety and health at work as well as a family-friendly work organisation; whereas those rights are indispensable for the acceptance of the European Union by its citizens,
N	whereas the European Social Fund (ESF) has a vital role to play in promoting social dialogue and active labour market policies in order a ensure a strong European Social Model with more and better jobs,
O	whereas the OECD recently stated that employment protection legislation has no significant impact on the total employment rate and that high replacement rates in unemployment benefits have a positive effect on productivity; whereas, furthermore, the ILO has demonstrated that there is a positive relationship between tenure and productivity,
1	Believes that the rationale for an integrated approach to flexicurity is the need to achieve the objectives of the renewed Lisbon Strategy, in particular more and better jobs, and at the same time to modernise the European social models, which requires policies that address, simultaneously, the flexibility of labour markets, work organisation and labour relations, and security: employment security and social security;
2	Recognises that, in order to succeed in the 21st century, Europe needs a well- educated workforce as well as companies that are quick to seize opportunities that arise in a fast-moving world to increase productivity and enhance innovation;
3	Strongly endorses the conclusion that flexibility can be in the interests of the employee as well as the employer, and that this can be achieved through promoting adaptable and reliable contractual arrangements;
4	Emphasises, however, that flexicurity can be a policy strategy for the reform of the labour market and, as such, must be comprehensive by including all the existing facets of employment and social policy at both national and EU level;
5	Considers that, in view of the changes in national social security systems and labour law, the interpretation of the Commission's flexicurity options is too one-sided, since it takes no account of the costs the measures involve; calls, therefore, calls on the Commission to carry out a cost-benefit analysis on those options; recalls that a flexicurity concept can be put into practice only in the long term; 
6	Stresses that Europe's flexicurity strategy should examine more closely the demands of the modern economy, what sort of workforce European firms need in order to succeed, and what are the main obstacles; stresses the need to take into consideration the specific nature of one-person-companies, micro-enterprises and small enterprises producing goods and services in European and national strategies; regrets that the Commission communication envisages flexicurity solely in the context of employment relationships; calls, therefore, for public policies linked to flexicurity to set up adequate conditions for creation of this kind of enterprises, for their development and their transfer;
