A	"	whereas the 23 million small and medium-sized enterprises (SMEs) in the EU, accounting for around 99% of all enterprises and providing over 100 million jobs, play a fundamental role in contributing to economic growth, social cohesion and job creation, are a major source of innovation and are vital for sustaining and expanding employment,"
B	"	whereas SMEs have to be placed at the heart of all Community policies to enable them to develop and adapt to the demands of globalisation, to participate in the knowledge triangle and to adapt to environmental and energy challenges,"
C	"	whereas despite previous European Union initiatives, there has been little or no tangible improvement in the business environment for SMEs since 2000,"
D	"	whereas the overwhelming majority of SMEs are micro enterprises, craft businesses, family businesses and cooperatives which are the natural incubators of entrepreneurial culture and therefore play an important role in enhancing social inclusion and self-employment,"
E	"	whereas SMEs are not provided with sufficient support to defend themselves against unfair commercial practices that are conducted cross-border, such as those of misleading business directory companies,"
F	"	whereas, despite their differences, Europe's SMEs face many of the same challenges in realising their full potential, in areas such as relatively higher administration and compliance costs than larger enterprises, access to finance and markets, innovation and the environment,"
G	"	whereas, as a key contribution to achieving an SME-friendly environment, the perception of the role of entrepreneurs and risk-taking has to change: entrepreneurship and the associated willingness to take risk should be applauded by political leaders and the media, and supported by administrations,"
H	"	whereas SMEs, when initiating their processes of internationalisation, have to deal with specific problems, such as lack of international experience, scarcity of experienced human resources, a highly complex international regulatory framework, and the need to introduce changes in organisation and business culture,"
I	"	whereas Parliament has frequently noted with regret the lack of binding legal force of the European Charter for Small Enterprises which has undermined its genuine implementation and that of its 10 recommendations which have, for the most part, gone unheeded; whereas it consequently requested the Council to look into that matter, in its above-mentioned resolution of 19 January 2006,"
1	"Supports warmly the above-mentioned Commission Communication of 25 June 2008, which aims to drive an ambitious policy agenda to promote SMEs"" growth through the 10 guiding principles and to anchor the ""Think Small First"" approach in policy-making at all levels;"
2	"Regrets, however, that the Small Business Act (SBA) is not a legally binding instrument; considers that its truly innovative aspect is its intention to place the ""Think Small First"" principle at the heart of Community policies; calls on the Council and the Commission to join Parliament in the effort to establish this principle as a binding rule, in a form to be determined, in order to ensure that it is properly applied in all future Community legislation;"
3	Emphasises the absolute necessity of implementing the 10 guiding principles at European, national and regional level; calls therefore on the Council and the Commission to make a strong political commitment to ensure proper implementation; urges the Commission and the Member States and to work in close cooperation with all relevant stakeholders to define the priorities and urgently implement, in particular at national level, the SBA Action Plan adopted by the Competitiveness Council on 1 December 2008, ensuring that all parties involved gain effective ownership of the guiding principles;
4	Calls on the Commission to further enhance the visibility and awareness of SME-related policy actions through the bundling of existing Community instruments and funds for SMEs under a separate heading in the EU budget;
5	Is strongly convinced that it is vital to introduce a follow-up mechanism to monitor the proper and speedy implementation of those policy initiatives which have already been launched; therefore calls on the Council to embed the actions to be taken at the level of Member States in the Lisbon process and to inform Parliament annually on the progress made;
6	Calls on the Commission to set up a screening system for the monitoring of the progress achieved following implementation of the 10 guiding principles by the Commission and Member States; calls on the Commission to establish standard evaluation criteria for assessing the progress made; calls on the Member States to incorporate their first progress reports in their upcoming annual reports on the national reform programmes;
7	Stresses the need to place particular emphasis on craft, family, micro- and individual enterprises at EU, national and regional level and urges the Commission and the Member States to take regulatory, administrative, fiscal and life-long learning measures specifically targeted at these enterprises
8	Considers that the Commission's proposals lack a clear strategy for self-employed persons to improve their legal status and rights, particularly if their position is comparable with salaried employees; calls on the Commission to guarantee self-employed persons the right to agree standard tariffs, to organise themselves, and to conclude collective agreements, if their counterpart is a large principal with a dominant position, provided that this does not harm less powerful potential clients and does not cause market distortions;
9	Urges the Commission and the Member States to provide targeted promotion measures and individual support such as information, advice and opportunities to access venture capital for business start-ups in the SME sector;
10	Emphasises the need to develop a social and economic model that creates an appropriate security network for small and medium-sized entrepreneurs in the creative sector, where unstable working conditions are often encountered.
11	Notes with regret that women face difficulties in establishing and maintaining businesses owing to factors such as information gaps, lack of contacts and access to networking, gender discrimination and stereotyping, weak and inflexible supply of childcare facilities, difficulties in reconciling business and family obligations, as well as differences in the way women and men approach entrepreneurship;
