A	 whereas the primary role of the media is the dissemination of information, a process through which they provide citizens with an effective circulation of news, policies and activities of governments,
B	 whereas the media are the most important vehicle for public participation in the decision-making process,
C	 whereas the media have a particularly important role to play in consciousness-shaping and in imparting information,
D	 whereas the media can help a country's development, because people's quality of life can be affected by ICT; the media can have a positive influence on people's mentality, culture, and the socio-political framework; and the shaping of the civil and political consciousness of citizens could lead to more representative government,
E	 whereas improving information flows and communication services is a necessary condition by which to eliminate poverty and whereas freedom of expression, including access to information and a free press, is a fundamental human right that allows people to demand the right to health, to a clean environment and to the effective implementation of poverty-reduction strategies,
F	 whereas a lack of information or inappropriate communication strategies by governments and inter-governmental agencies can lead to mistrust, misrepresentation and disinformation,
G	 whereas in 2005, 63 journalists were killed and in 2006, to date, 27 journalists and 12 media assistants have been killed, while 135 remain imprisoned, according to the statistics of professional organisations,
H	 whereas radio and television are important information tools that are much more widespread in developing countries than telephones or the Internet and much more effective than newspapers,
I	 whereas rural radio represents a fundamental tool for agricultural extension and rural development,
J	 whereas a well-informed and independent civil society (non-governmental organisations (NGOs), professional associations, independent media, research institutions, etc) can play a crucial role in breaking the circle of violence and corruption by encouraging open debate and demanding more accountable government,
K	 whereas a free press is a central condition for the development and maintenance of a transparent and honest government, durable economic growth and progress in social and political development and stability,
L	 whereas more than 20 countries in Africa have only one newspaper (while in 2004, there were 1456 daily papers in the 25 Member States), which is not surprising, given the high rate of illiteracy,
M	 whereas in regions where illiteracy is very extensive, radio is the most appropriate communications technology, because it is available to the majority of people, and particularly to disenfranchised rural communities, women and the young,
N	 whereas fewer than 30% of broadcast television programmes in developing countries are own productions and the level of investment in the field of television communication is particularly low,
O	" whereas the cinema has registered very high records in developing countries"" audiences in recent years,"
P	 whereas ICT can be used in many ways in support of education in developing countries and as a way out of isolation (particularly thanks to satellite links) while more traditional ICT (radio and television) can lay claim to numerous successes in distance education at competitive costs,
Q	" whereas computerisation has substantially improved journalists"" work and the networking of computers between different departments has saved a considerable amount of time; whereas Internet connections also facilitate journalists"" work, enabling them to draw on more varied sources and complementary information as well as reporting in the field,"
1	Recognises the important role of the media on government transparency, accountability and the public scrutiny of decision-makers in power, by highlighting policy failures, maladministration by public officials, corruption in the judiciary and scandals in the corporate sector;
2	Calls on the European Union (EU), Member States, the acceding countries and the ACP countries to involve civil society organisations, including private enterprises, and particularly the media, in attaining their objectives for development;
3	Considers it important to further improve the dialogue and consultation between local non-State players and national authorities in developing countries in crucial areas, such as the media, in order to strengthen the abilities, accountability and transparency of public institutions and to increase public sector effectiveness in applying the principles of respect for human rights and good governance and in fighting corruption;
4	Affirms the importance of ensuring a more systematic integration of freedom of expression and communication within the strategies and funding policies of the development agenda;
5	Underlines the importance of the media in fostering respect for cultural diversity and promoting national and international cultural development;
6	Insists that the role of the media is not restricted to mainstream models, but that alternative media and informal communication networks should be strengthened and included in any infrastructure development plan;
7	Calls on the Commission to place further emphasis on and to support programmes in the area of the media that will help to:
8	Considers that funding programmes with a mandate on and for development should include a more systematic integration of State-independent media;
9	Calls for women's effective access to the media in order to achieve an increase in their participation in production and to contribute to economic development;
10	Underlines the importance of considering youth as the pivotal component in facilitating and organising information and communication mechanisms in developing countries;
11	Welcomes and supports events such as:
12	Supports all government policies that provide support for public service radio, commercial radio, community radio and rural radio, as it is widely seen as the most appropriate and cost-effective tool for promoting information and communication for development;
13	Appeals to the Commission, in emerging conflict situations, to direct more attention and to increase the most direct possible financial support to the independent media;
14	Underlines the role of the media in the education of people in developing countries, especially in terms of health care (sexual and reproductive health, malaria, etc.), employment, agriculture, trade, and environmental sustainability, such as the role played by the BBC World Service Trust for the use of communications for development;
15	"Understands the problem of the ""personalisation"" of news, which can manipulate both the audience of developing countries and the western public, and encourages the organisations that provide training to journalists to give particular importance to the achievement of a minimum salary for people working in the media, which will make them less vulnerable to corruption;"
16	Realises that independent and professional media play a key role in providing knowledge and in giving a voice to marginalised people, by developing a culture of criticism where people are less apprehensive about questioning government action;
17	Supports NGOs and trusts which invest in the education of journalists in developing countries and which improve the working conditions of media professionals so that they have a real chance to do their work in a secure and independent way;
18	Underlines the importance of strengthening the social and educational infrastructure by investing in better schoolbooks and funding media programmes which also offer educational content;
19	Encourages the role of the media in peace-process and post-conflict situations, by helping to inform the public about peace agreements and their implications and thereby facilitating public participation;
20	Stresses the decisive role of the media in promoting the protection of human rights in developing countries and in raising public awareness in countries in the West and, by extension, increasing their contribution to humanitarian aid;
21	Calls on governments and public authorities throughout the world to end in particular the culture of impunity regarding violence against journalists by investigating and punishing those responsible for attacks on media professionals, and by taking the necessary precautions that make it possible for journalists to continue to provide citizens with the essential knowledge and objective information that flow from a free and independent press;
22	Instructs its President to forward this resolution to the Council and the Commission, to the governments and parliaments of the Member States and of the acceding countries, to the ACP-EU Council of Ministers, to the Secretary-General of the United Nations and to the President of the World Bank.
