A	whereas the macro-regional strategy for the Baltic Sea was adopted in 2009 and whereas the Commission (report of 22 June 2011 – 
B	whereas on 13 April 2011
C	whereas the macro-regional strategy aims to open up a new area for cohesion policy in Europe, with the goal being territorial-based development;
D	whereas the budget line ‘technical assistance on the European Union Strategy for the Baltic Sea Region’, which was created on Parliament's initiative when the European Union's 2011 budget was adopted, has demonstrated the value of such appropriations for the successful development of a macro-regional strategy;
E	whereas the Commission is proposing that the transnational strand of territorial cooperation policy should be enhanced in order to support further macro-regional policies (
F	whereas several macro-region projects are at an advanced stage, and whereas the Commission, in its capacity as coordinator, should help to put in place sustainable governance, and to set out common criteria and measureable indicators for assessing their relevance;
G	whereas the Mediterranean has played a major geopolitical role in European history;
H	whereas the so-called ‘Arab Spring’ has highlighted the strategic potential of the geographic, political and economic links between the two sides of the Mediterranean;
I	noting the success of cooperation within the framework of the Barcelona Process and the Union for the Mediterranean and the multilateral and bilateral cooperation initiatives taken under EU instruments and programmes such as the MED and ENPI in the context of the European Neighbourhood Policy;
J	noting the current development of the Union for the Mediterranean and given that its potential as a catalyst in the region will increase;
K	whereas a macro-regional approach would enable an overall project to be set out in this area vital to the EU's future, with a view to emerging from the present crisis and responding to the expectations of all its neighbours, particularly those in the Southern Mediterranean;
L	whereas the Mediterranean is a coherent whole, constituting a single cultural and environmental area, and sharing very many characteristics and priorities common to the ‘Mediterranean climate’: the same crops, abundant renewable energy sources, particularly solar energy, the importance of tourism, the same natural disaster risks (fires, floods, earthquakes, water shortages) and the risks from human activity, particularly maritime pollution;
M	whereas the Mediterranean is a very large area stretching nearly 4 000 km from east to west, with numerous islands and with territories with land and sea borders with North Africa, and whereas a huge network of maritime routes should be promoted therein, enabling increased trade whilst reducing related CO
N	whereas, notwithstanding Article 174 of the TFEU, the European institutions have not yet adopted a permanent strategy that takes into account the specific needs of the islands, and whereas the full accessibility of Mediterranean insular regions and their better integration within the European single market could best be ensured through the allocation of appropriate resources and the adoption of an integrated approach on the insularity issue, acknowledging the structural disadvantage faced by island populations in the fields of transport and energy;
O	whereas the proposal for an Adriatic-Ionian macro-regional strategy is progressing, taking place in the context of longstanding cooperation and solidarity in a contiguous territory around the Adriatic and Ionian Seas, and supported by the eight participating states of the Adriatic-Ionian Initiative (AII), as repeatedly demonstrated in the statements made by the eight foreign ministers who signed up to the Initiative in Ancona (2010), Brussels (2011) and Belgrade (2012);
P	whereas there have been meetings with numerous involved regions, with the Union for the Mediterranean and with the various bodies involved in European Union territorial cooperation policy, as part of the drafting process for this report;
1	Endorses the macro-regional approach to territorial cooperation policies between territories belonging to a services and working area: maritime area, mountain range or river basin; believes that macro-regional strategies opened a new chapter in European territorial cooperation by applying a bottom-up approach and spreading cooperation to more and more areas via the better use of available resources; recommends that, in view of their clear European added value, macro-regional strategies should receive more attention in the framework of European territorial cooperation, to be reinforced as of 2013;
2	Considers that this type of territorial cooperation strategy is useful, particularly when these territories have historically been divided by borders, and can further the integration of new Member States and their regions;
3	Takes the view that the overview provided by a macro-regional strategy would make territorial cooperation projects and the EGTC more beneficial, and that this would enhance synergies with the major EU strategies, such as the trans-European transport network or the Integrated Maritime Policy; considers that it would also be easier to involve other European policy instruments, such as those proposed by the EIB; considers that these steps would improve the coordination of EU policies at a transnational and inter-regional level;
4	Recommends basing macro-regional strategies on multilevel governance, ensuring the involvement of local and regional authorities and of the greatest possible number of partners and stakeholders, such as representatives of civil society, universities and research centres, in both the elaboration and the implementation of macro-regional strategies in order to increase their ownership at local and regional level;
5	Stresses that macro-regions provide an environment conducive to the involvement of local political stakeholders and non-governmental stakeholders, as these regions foster the development of effective coordination systems which facilitate bottom-up approaches, with a view to ensuring the meaningful involvement of civil society in political decision-making, and to pooling existing initiatives in order to optimise resources and bring together the actors involved;
6	Takes the view that the macro-regional strategy could steer the European Neighbourhood Policy and/or pre-accession policy towards being more effective;
7	Welcomes the evidence that the macro-regional strategy for the Baltic Sea is of major benefit to Europe; it has set out an action plan with clearly identified priorities, and is endorsed by the Council, supported by the Commission and shared by all national, regional and local stakeholders;
8	Calls for this strategy to be the subject of a complete evaluation based on objective criteria and measurable indicators for each of the priority areas;
9	Considers it necessary, if this strategy is to be fully successful, to retain the governance structure in the long term, extending it to include local and regional authorities, by including it in the upcoming programming period 2014–2020;
10	Calls on the Commission and the Council to support fully the approach taken with the Danube basin, which should also be evaluated and regularly monitored;
11	Suggests that the Commission coordinate a consultation and dialogue process for future macro-regional strategies; takes the view that lack of cooperation or the need to strengthen existing cooperation between European territories belonging to different Member States but the same services and working area should be the basis for identifying priority areas; considers that the result of this dialogue should be a ‘projected European macro-regions map’, mainly coordinated with the Member States and the regions concerned, which would not be binding and could change depending on local dynamics;
12	Takes the view that the macro-regional strategies need better alignment of funding, more efficient utilisation of existing resources and coordination of instruments; considers that, although such strategies do not require further funding, institutional instruments or regulation, funding for the monitoring thereof in the form of technical assistance appropriations and appropriations for preliminary evaluation and data-collection and for any start-up is justified, and that the macro-regional strategy should promote structural projects, taking the multi-annual financial framework 2014-2020 into account;
13	Calls on the Commission and the Council to take into account EU macro-regional strategies when deciding on budgetary envelopes such as cohesion and structural funds, research and development, and in particular regional cooperation;
14	Calls for the operational programmes to be closely geared to the corresponding priorities of the macro-regional strategies in order to ensure the best possible coordination of objectives and means;
15	Supports the implementation of a macro-regional strategy for the Mediterranean basin, so as to offer an action plan for addressing the common and problematic challenges facing the Mediterranean countries and regions and to give structure to this key area for Europe's development and integration, and calls on the Council and the Commission to act quickly on this matter;
16	Takes the view that a Mediterranean macro-regional strategy that involves European, national, regional and local authorities, regional organisations, financial institutions, and NGOs from the European side of the Mediterranean basin and the Union for the Mediterranean, and that is open to neighbouring countries and/or countries at the pre-accession stage, would significantly improve territorial cooperation in this area in political and operational terms; stresses the importance of drawing on the experience, existing resources and achievements of existing regional organisations;
17	Emphasises that a Mediterranean macro-region could ensure that the EU's different programmes concerning the Mediterranean complement each other and that existing financing is used as efficiently as possible, and could bring real added value to the concrete projects of the Union for the Mediterranean and involve the relevant third countries and regions at the moment of defining the strategy, using the Neighbourhood and Partnership Instrument to this end, always in strict compliance with the rule of law and on the basis of respect for human rights, fundamental freedoms and democracy, promoting where necessary the principle of ‘more for more’;
18	Emphasises the importance of the Mediterranean as a decentralised area of cooperation – that goes beyond strict geographical borders – for strengthening cross-regional decision-making and the sharing of good practices, not least concerning democracy, human rights, the rule of law, ecology, economic development, ecotourism, as well as cultural, research, educational, youth and sport partnerships; underlines the specific importance of education as a catalyst for democratic transition;
19	Considers that the Mediterranean macro-region must develop in accordance with international standards on economic, social and cultural rights, in particular the Universal Declaration of Human Rights and the Unesco Convention on the Protection and Promotion of the Diversity of Cultural Expressions;
