A	 whereas the Member States are responsible for organising, managing, delivering and financing health care systems, which are different in every Member State,
B	 whereas the Court of Justice has handed down a number of judgments, on issues such as access to health care and the settlement of criteria for prior authorisation procedures or for reimbursement of costs, which authorise EU citizens to move freely in order to find health care in another Member State,
C	 whereas, in its above mentioned Conclusions on Common values and principles in European Union Health Systems, the Council adopted a statement by the 25 health Ministers of the European Union about the common values and principles that underpin Europe's health systems,
1	Considers that cross-border mobility of patients and health professionals will increase in future, thus giving patients more choice; considers that, whatever their level of income or place of residence, all European citizens should be guaranteed equal and affordable access to health care in due time, in accordance with the principles of universality, quality, safety, continuity and solidarity, thus contributing to the social and territorial cohesion of the Union while ensuring the financial sustainability of national health care systems; considers that, in accordance with those principles, the mobility of patients and professionals may contribute to improving accessibility to and quality of health care;
2	"Notes that the Member States do not sufficiently promote health care, as a result of which patients"" rights are restricted;"
3	"Recalls that the Member States that have implemented the existing case law of the Court of Justice have not experienced any major increase in health care budgets as a result of patients"" increased mobility;"
4	Takes into account that Member States may only introduce a system of prior authorisation once it has been proven that cross-border movement of patients has a negative effect on the financial balance of the national health budget; urges Member States to take note of the possibility of making use of a test period during which no prior authorisation is required;
5	Stresses that patient mobility and professional mobility should not be an excuse for a Member State's failure to invest in its own health care system;
6	Stresses that access to cross-border care is required in order to ensure the free movement of citizens within the Community and that it helps to raise employment and competitiveness levels in Member States;
7	Stresses the need for cutting red tape connected with both the use and provision of cross-border health services;
8	Notes that, in order to cut the red tape relating to the use of cross-border health services, it is necessary to improve the electronic systems of patient identification and patient claims for reimbursement;
9	Invites the Commission to encourage the Member States to actively support the introduction of e-health and telemedicine;
10	Points out that, in accordance with the provisions of the Treaty, the Member States retain primary responsibility for providing efficient and high quality health care to their citizens; stresses that, to this end, they should be able to use the appropriate regulatory tools, at EU level as well as at multilateral and bilateral levels, to manage their national health care systems and health authorities and, in exercising that power, that they must always respect the provisions of the Treaties and the principle of subsidiarity;
11	Emphasises that Treaty rules, including the specific provisions on services of general economic interest, as well as the jurisprudence of the Court of Justice, apply to health services and stresses that health service providers are fully entitled to establish themselves and to provide services in any Member State, following national and EU rules; equally emphasises that patients are fully entitled to seek health care in any Member State;
12	Notes that, whilst health care systems are not a competence of the Community, issues relating to health care systems, such as access to medicines and treatments, patient information, and the movement of insurance companies and health professionals, have a cross-border character; notes that those issues need to be addressed by the Union;
13	Points out that in any case patients must be able to have equal access to appropriate treatment as close as possible to their home and in their own language; considers that Council Directive 89/105/EEC of 21 December 1988 relating to the transparency of measures regulating the prices of medicinal products for human use and their inclusion in the scope of national health insurance systems
