A	whereas it should be recalled that the pillars of EU energy policy are sustainability,  security of supply and competitiveness;
B	whereas the competitiveness of European industry needs to be taken into account by means of adequate policies and instruments and by adapting to a process that would re-industrialise the EU economy;
C	whereas it is in the interests of Member States to reduce their dependency on energy imports with volatile prices, and to diversify energy supplies;
D	whereas the challenge of energy security is to alleviate uncertainties that give rise to tensions between states and to reduce market inefficiencies that hamper the benefits of trade, both for suppliers and consumers;
E	whereas it is important to obtain an early indication of whether the challenging goals of the Roadmap can be achieved and to review the impact on the EU's economy, not least as regards global competitiveness, employment and social security;
F	whereas the Member States, energy companies and the general public need to have a clear view of the direction of the EU's energy policy, which must be backed by more certainty, including milestones and targets for 2030, with a view to incentivising and reducing the risk of long-term investments;
1	Recognises the benefits that Member States derive from working together for an energy system transformation; endorses, therefore, the Commission's Energy Roadmap 2050 as a basis for proposing legislative and other initiatives on energy policy with a view to developing a policy framework for 2030, including milestones and targets on greenhouse gas emissions, renewable energy and energy efficiency, with the aim of establishing an ambitious and stable legal and regulatory framework; notes that defining energy targets for 2050 and the intervening period assumes pan-European governance; proposes the adoption, within the spirit of solidarity, of a strategy that allows Member States to cooperate under the Roadmap in a spirit of solidarity – the creation of a European Energy Community; encourages work to define the 2030 policy framework within a timeframe that is appropriate for providing investor security;
2	Notes that the proposed scenarios for 2050 are not of a deterministic nature, but rather serve as a basis for constructive dialogue on how to transform Europe's energy system in order to meet the long-term goal of reducing greenhouse gas emissions by 80-95 % below 1990 levels by 2050; underlines that all future energy projections, including the Energy Roadmap, are based on certain assumptions as to technological and economic developments; calls, therefore, on the Commission to update the Roadmap regularly; points out that the impact assessment of the Commission does not analyse in more detail the possible trajectories for each different Member State, group of Member States or regional cluster up to 2050;
3	Welcomes the fact that the Commission's Energy Roadmap 2050 provides outlines of different scenarios; emphasises that both the scenarios based on current trends and those based on decarbonisation are no more than projections; notes that, as such, they certainly do not cover the full range of possibilities, and can therefore do no more than offer ideas for the future structure of Europe's energy supply;
4	Emphasises that the projections prepared for the Commission's Energy Roadmap 2050 need to be developed further, including on the basis of models other than the PRIMES energy system model, and that additional low-carbon scenarios need to be outlined in order to promote a better understanding of the alternative approaches to developing a secure, cost-effective, low-emission energy supply for Europe in the future;
5	Acknowledges the fact that electricity from low carbon sources are indispensable for decarbonisation, requiring an almost carbon free electricity sector in the EU by 2050;
6	Highlights the importance of the EU's energy policy amidst the economic and financial crisis; emphasises the role that energy plays in spurring growth and economic competitiveness and creating jobs in the EU; calls on the Commission to propose post-2020 strategies and to present, as soon as possible, a 2030 policy framework for a EU energy policy; believes that this policy framework should be consistent with the EU's 2050 decarbonisation agenda and that it should take into account the ‘no regrets’ options identified in the Roadmap; calls for action to be taken to minimise the energy sector's negative impact on the environment, while taking into account the effects of the action taken on the competitiveness of national economies and the EU economy, as well as on the citizens' security of energy supply;
7	Highlights the alarming situation during the first months of 2013 in Bulgaria and the need to ensure low electricity prices by an EU energy policy that guarantees the competitiveness of Member State economies on the global market; especially, during the economic crisis, this aspect must be taken into account.
8	Notes that implementing environmental and climate policies without taking account of challenges such as energy security cannot be a replacement for an energy policy conducted according to the principle of sustainable development, which guarantees current and future generations equitable, universal and competitive access to energy resources while respecting the natural environment;
9	Encourages the Member States to step up their ongoing efforts to reach the current 2020 targets in the area of EU energy policy, in particular the 20 % energy efficiency target which is currently not on track; stresses that the timely and full implementation of all provisions of the Directive on the promotion of the use of energy from renewable sources
10	Calls on the Commission to adopt the strategy of regional energy specialisation, allowing regions to develop those energy sources which provide the most efficient means of fulfilling the European 2050 goals, such as solar energy in South and wind in the North;
11	Believes that the transition to a low-carbon and energy-efficient economy is an opportunity not only for sustainability but also for the security of supply and for competitiveness in Europe, and that reducing greenhouse gas emissions can be a competitive advantage in the growing global market for energy-related goods and services; underlines that this is an opportunity for SMEs in the EU operating on the renewable energy market, giving an excellent impulse to the development of entrepreneurship and innovation and possibly providing a prime source of job creation;
