A	whereas absorption capacity is the extent to which a Member State and its regions are able to spend the financial resources allocated from the Structural and Cohesion Funds in an effective and efficient manner, and whereas this capacity is necessary for making a maximum contribution to economic, social and territorial cohesion with the resources available from the EU funds,
B	whereas the EU's cohesion policy is crucial for promoting the harmonious development of the EU and whereas, despite the progress achieved in reducing inequalities in development between regions, there remain major differences in terms of their level of economic, social and regional development,
C	whereas the most disadvantaged regions and microregions lack the financial and human resources and administrative support needed to make good use of the EU funds accessible to them,
D	whereas EU regional policy is a vital instrument in promoting economic and social cohesion, and whereas it enables the EU to take measures to reduce regional disparities, promote real convergence and stimulate development, quality employment and social progress, and also benefits less developed regions,
E	whereas absorption capacity is not a parameter but a variable and whereas it differs widely between and within the different Member States and regions, so that individual solutions are necessary to increase this capacity,
F	whereas aiming at absorbing as much financial support as possible requires continuous efforts by the Member States and management authorities and the involvement of the local and regional levels of administration at every stage of the process, as well as appropriate capacity within institutional structures and efficient management and control systems,
G	whereas administrative capacity, especially in terms of project planning and implementation, is a key issue for absorption capacity and needs to be strengthened, with particular emphasis on those Member States lagging behind and that have low absorption rates,
H	whereas the rules relating to Structural and Cohesion Funds are, by their very nature, complex and therefore difficult to transpose properly into national law and to comply with, and are liable to lead to errors, so that Member States and regions spend a disproportionate amount of time trying to manage and control these errors, and therefore these rules need to remain stable over time in order to promote a better sense of ownership; whereas, however, simplification of the implementation of financial instruments should be encouraged,
I	whereas, in spite of a reduction in the number of errors and in the misappropriation of structural funding, the measures taken by the Member States need to be reinforced to reduce the misappropriation of funding and recover sums unduly paid,
J	whereas the Member States that joined the EU in the current programming period in particular are facing substantial difficulties as regards absorption resulting from the significant increase in the amount of funds available in comparison with the pre-accession funds and the shortcomings of the administrative structures for setting up, supporting and evaluating projects,
K	whereas the lack of visibility regarding the levels of uptake of short- and medium-term funds is an obstacle to absorption capacity and whereas better transparency is needed at all levels of governance,
L	whereas the European Social Fund (ESF) provides vital support for labour market policies and plays an important role in promoting social inclusion, and whereas its funding needs to be considerably stepped up,
1	Points to the efforts made to ensure an acceleration in absorption capacities and budgetary implementation of cohesion policy during 2010, despite the aforementioned problems, and acknowledges the positive effect of the cohesion-policy-related interventions by the European Economic Recovery Plan in speeding up implementation of programmes and accelerating provision of financing to beneficiaries; asks the Commission to continue these interventions in the period 2014-2020;
2	Points out that absorption problems have been caused by the following main factors:
3	Considers that many of the problems identified could be avoided by involving, right from the start of the programming stage, all the relevant players at national, regional and local level, in order to match the proposals in future framework documents and operational programmes as closely as possible to their needs, hence enabling a greater and clearer contribution to be made to meeting EU objectives;
4	Reiterates the need for simplification and flexibility of rules and procedures at both EU and national level in order to facilitate access to EU funds for project organisers and to promote sound management of those funds by the administrative services, without creating major difficulties for the beneficiaries; believes that simplification will contribute to the speedy allocation of funds, higher absorption rates, increased efficiency and transparency, fewer implementation errors and reduced payment periods; considers that a balance needs to be struck between simplification and the stability of rules
5	Stresses that increasing the absorption rates can only lead to effective results if the Community regulatory framework is adhered to;
6	Takes the view that special emphasis should be placed on aspects relating to delivery of results and achievement of objectives, without detracting from the constant attention that should be awarded to checking inputs; believes, in line with existing provisions on the implementation, control and payment systems, that a better balance should be found between, on the one hand, the rules and procedures required for ensuring the legality and regularity of EU expenditure and, on the other, making cohesion policy more performance-oriented and cost-efficient;
7	Calls for programming, monitoring and evaluation of cohesion policy to be streamlined with a view to improving the advisory role of the Commission and decreasing the administrative burden related to control and audit;
8	Takes the view that a stronger focus should be placed on punishing fraud rather than formal irregularities; calls for a more flexible and differentiated approach depending on the seriousness of the irregularity identified;
9	Stresses that application of the proportionality principle to control procedures determined by the scale of the project should be strengthened by simplifying the requirements governing information to be supplied and monitoring when implementing small-scale projects and programmes; points out, however, that simplified rules must not have a negative impact on transparency and responsibility; calls for the coordination of audit activity to be reinforced and improved, for redundant controls to be removed in Member States which have an adequate fund management system and for the single audit principle to be adopted in the next programming period  and that, as with the ‘contract of confidence’ principle, it should be implemented as often as possible;
10	Stresses the paramount importance of timely adoption of the multiannual financial framework and of clear and definitive rules and guidance for the Member States, in order to avoid start-up difficulties and delays related to the drawing up of national rules and the implementation of the ex-ante conditionalities by the Member States at the beginning of the next programming period; considers it necessary for the Commission to provide technical support to ensure that these are also well understood at Member State level; stresses that the duration of the multiannual financial framework (MFF) is a key issue for cohesion policy and for absorption capacity, because an MFF that is too short creates obstacles for those projects that both run for a longer duration and are the most substantial from the development point of view;
11	Calls on the Member States to transpose Community legislation more rapidly into national law; stresses the importance of mobilising trained personnel in sufficient numbers to address challenges on the ground more effectively;
