A	whereas EU cohesion policy has contributed greatly to the increased productivity achieved by all regions of the Union during the previous and current funding periods; whereas it is striking that ex-post evaluations have also shown a significant reduction of economic, social and regional disparities; whereas these developments are having equally positive effects on social security and on investment in environmental protection,
B	whereas cohesion policy was intended to be a counterpart to the single market and to foster the development of an innovative and protective Europe based on solidarity in the face of the challenges associated with globalisation, demographic change and resource conservation, and whereas the intrinsic potential of all regions should be exploited to boost growth and regional and social cohesion,
C	whereas cohesion policy is an issue of genuine relevance to citizens, bringing Europe into people's daily lives and making it tangible and visible across the EU,
D	whereas the cohesion and structural policies have proved flexible in crisis situations and have made a crucial contribution to various national economic stimulus and training programmes, and whereas it is important to maintain this flexibility,
E	whereas European structural policy is making a major contribution towards overcoming the economic and financial crisis, as it tends to be oriented towards innovation and removing disparities, strongly encouraging European regions to upgrade infrastructure, increase regional innovation potential and boost environmentally sustainable development,
F	whereas gearing the Structural Funds to the Lisbon Strategy objectives has proved effective, as is evident from the impressive commitment rates for the Convergence and  Regional Competitiveness and Employment objectives, and whereas 20% of European Territorial Cooperation projects are in keeping with the Lisbon aims,
G	whereas territorial cooperation aims to help territories and regions work together in tackling their common challenges, reduce the physical, administrative and regulatory barriers to such cooperation and lessen the ‘border effect’,
H	whereas the partial failure of the Lisbon Strategy is due not to inadequate implementation of cohesion policy but rather to the lack of multi-level governance and of ownership of this strategy by the regional and local levels, the effects of the financial crisis, imperfect implementation of the single market, slack budgetary discipline and inadequate macroeconomic framework conditions in individual Member States,
I	whereas the error rates and misuse of funds has been significantly lower in the most recent funding periods; whereas, regrettably, structural policy nonetheless remains an area with a high level of irregularities in this respect, and some Member States still lack effective machinery for countering the misuse of funding and recovering money wrongly paid out; whereas irregularities may not be reported, either through negligence or deliberately, and whereas it must be noted that a significant part of the errors in the cohesion policy sphere may be attributed to legislative requirements outside cohesion policy, in areas such as public procurement, environment and state aids,
J	whereas the existing system of cohesion and structural policy objectives (Convergence, Regional Competitiveness and Employment, and European Territorial Cooperation), combined with a multi-level governance approach, horizontal objectives and security to plan on the basis of reliable funding and an agreed time frame (seven years), has, overall, proved its worth, but whereas there have been considerable delays in programme planning as a result of protracted financial and legislative negotiations in the EU decision-making process and substantial changes in the rules applying to cohesion policy,
K	whereas sustained support for and development of the convergence regions has a positive impact on the demand for goods and services on their markets and thus has demonstrably beneficial effects on the wealthier EU Member States as well,
L	whereas a comprehensive and well-funded EU cohesion policy in all European regions continues to be essential, given the imbalances between regional economies and in social terms and the geographical disadvantages of certain regions (particularly the outermost regions), as well as specific structural problems and the need to adapt to new challenges; whereas it is also a requirement under the Lisbon Treaty,
M	whereas, given its strategic importance for the future, cohesion policy must not become an adjustment variable in future budget negotiations,
1	Calls for cohesion and structural policy programmes to place more emphasis on European added value; deems such added value to be achieved where EU projects bring about a sustainable improvement in the economic, infrastructural, social and/or environmental status of disadvantaged, less-developed regions, and where that improvement would not have been achievable without the European stimulus;
2	Recognises, too, that European funding adds value where projects supported at national, regional and local level contribute to the achievement of pan-European objectives in the fields of European integration, economic growth, research, environmental protection, culture, resource management, sport, demographic change, sustainability of energy supply, social cohesion or cross-border development and this would not have been achieved without the European stimulus;
3	Sees the achievement of European objectives in accordance with a decentralised approach and the principle of multi-level governance and shared management as one of the major advantages of cohesion policy and thus as a form of added value in itself; considers multi-level governance with clearly-defined structures and responsibilities as an embodiment of the principle of subsidiarity as well as due recognition of the importance of regional authorities in implementing cohesion policy; calls for the partnership principle and the sense of ownership of the actors involved  to be further strengthened by introducing detailed binding provisions in a Territorial Pact to be decided in each Member State, in order to ensure more result-oriented planning and implementation;
4	Considers that transparency in respect of cohesion policy and its programming cycle, allocation of expenditure and access to information for potential beneficiaries of the Structural Funds are key prerequisites for achieving the overall objectives of cohesion policy, and that transparency should therefore be introduced as a guiding cross-sectoral principle in the cohesion programming and decision-making processes in the next funding period; underlines that disclosure of the list of beneficiaries should be continued, notably online, as it is an efficient means of improving transparency;
5	Considers that the transparency provisions (obligation to disclose the final beneficiary) are a necessary instrument for experts, the public and policy-makers to evaluate whether structural funding has been used in accordance with the objectives set and lawfully; calls for the description to be supplied not only in the relevant national language but also in one of the three working languages (English, French or German) and recommends further harmonisation of the information required;
