1	Welcomes the Commission's green paper on a European strategy for sustainable, competitive and secure energy, but emphasises the need to acknowledge the ever changing conditions in the broader global energy market and highlights the importance of extending the producer perspective to a systematic approach that takes account of production, distribution and consumption in order to develop a European energy policy securing affordable energy as far as possible from low-carbon sources in the short term and carbon free sources in the medium term and indigenous resources, respecting market mechanisms, whilst protecting the environment, combating climate change and promoting energy efficiency;
2	Stresses that the Commission stated in its green paper that EUR 1 trillion needs to be invested in the European energy market in order to secure energy supplies in Europe in the long term; also notes that it cannot be assumed that these resources can be funded from the public purse and that it is therefore important to involve energy industry operators in the European Union in the further development of the consensus on energy policy; 
3	Urges the 2007 Spring European Council to adopt an action plan, which should at least contain the following elements: for consumers to be placed at the centre of energy policy, a radical reform of the EU Emissions Trading Scheme (ETS) to guide the market into investment in a low carbon economy which should be driven by a set target for EU carbon emissions by 2020 including a target of 25% of energy from renewable sources by 2020 and a binding target for car emissions, a step change in energy efficiency, reinforced efforts to implement unbundling in letter and spirit, including full ownership unbundling of energy networks in the event that other measures do not prove effective, minimum binding guidelines set out for regulators, including a procedure for the nomination of regulators, independence, transparency and accountability, an ambitious R&D strategy on clean energy technologies, a common foreign energy policy strategy and full implementation of all current EU energy legislation;
4	"Recognises that climate change is causing serious environmental problems requiring immediate EU and international action; believes that by 2050 the overwhelming proportion of EU energy needs must come from carbon free sources or be produced with technologies which withhold greenhouse gas emissions, with a focus on energy saving, efficiency and renewable energies and that there is therefore a need to set out a clear roadmap for attaining this objective; urges EU leaders to agree by the end of next year on a binding 2020 CO2 target and an indicative 2050 CO2 target and further believes that: 
"
5	Calls for the 2007 Spring European Council to ensure that the future energy policy of Europe is backed up by an ambitious R & D strategy in the field of energy including more adequate public funding and strong incentives for increased private R & D funding, fulfilling corporate social responsibility obligations; encourages Member States to set out a strategy for increasing the budget for energy research, especially when there is a mid-term review of the budget for the Seventh Framework Programme for research, technological development and demonstration activities (FP7) and for the Intelligent Energy − Europe Programme; calls for a European strategic energy technology plan and hopes that its content will cover research fields focusing on new energy technologies in the medium and long term, including in particular energy storage;
6	Calls on the Commission to ensure that the contribution of hydrogen and fuel cells applications to accelerating the transition from fossil fuels to an efficient and CO2 lean energy and transport system is reflected in EU's short term energy and transport policy actions and by supporting bodies;
7	Recalls that the EU must remain a key player in initiatives such as the International Partnership for the Hydrogen Economy (IPHE)
8	Calls on the Commission and the Member States to create a road map for climate-friendly and environmentally-friendly innovation based not only on technological innovation but also on developing strategies to increase the market penetration of the best available technologies and organisational improvements, e.g	in the logistic sector;
9	Calls on the Commission to carry out an energy audit on existing technology platforms in order to improve coordination and the exchange of expertise;
10	Notes that research in the field of energy technologies is an important step to opening up export markets; therefore calls on the Commission to continue supporting research into all sources of energy (conventional, nuclear and renewable) so that Europe, as well as exploiting such research for its own purposes in the Member States, may also open up export markets;
11	"Recalls the need for significant investment in electricity and gas infrastructure in order to secure energy supply in Europe; requests the Commission to:
"
12	As electricity networks will have to adapt to the growing share of renewable energies and decentralised generation, calls upon the Commission and the Member States to further promote research into the necessary information and communication technologies;
13	Encourages the involvement of regional stakeholders in energy issues, as many problems find their solution through investment at regional and urban level, especially solutions favouring the use of diverse and renewable energy sources; emphasises the potential for SME entrepreneurship in energy investments and the role that sustainable energy investments (i.e	"in biomass, biofuels and district heating) can play in regional and urban development;
 therefore asks Member States and the Commission to involve regional and local authorities in these issues so as to commit even more strongly to the promotion of renewable energy sources within the overall energy mix;"
14	Draws attention to the problems that border regions encounter because of the differences in national energy policies, the lack of information-exchange between Member State energy providers and the lack of a harmonised EU energy policy;
15	Stresses the positive impact that the promotion and development of renewable energy technology has on the creation of new, long-term and highly-skilled jobs; 
16	Calls on the Council and Commission to adopt measures to make the EU the most energy efficient economy in the world by 2020 and to set energy efficiency measures as a horizontal priority for all policy sectors in the EU; calls on the Commission to ensure timely implementation of EC directives in the field and urges the Council to adopt the proposals in the energy efficiency action plan and Member States to use best practice as a basis for their national energy efficiency action plans, to be submitted by June 2007; urges the Commission to make available enough staff at all levels to transform the measures proposed in the action plan into concrete actions; recalls that if Member States were to fully implement existing EU legislation, 50% of the EU target to save 20% of energy by 2020 would already be met; calls on the President of the Commission to promote a global energy efficiency agreement;
17	Points to the fact that there are very promising technologies available for use in combined heat and power and cooling processes and that district heating also offers an infrastructure for future renewable energy sources; urges therefore national governments to fully implement the existing directive on combined heat and power and to put in place the necessary legal and financial conditions to fully use the potential for combined heat and power, as identified in the national potential studies;
18	Recalls that 40% of all EU energy is used in buildings and that there is a huge potential to reduce this consumption when planning new buildings and modernising existing buildings; urges the Commission to revise the existing buildings directive in order to include buildings below the 1000m² threshold; calls on the Commission to ensure that all EU institution buildings set an example by achieving carbon neutral status by 2012; believes that Member States should commit to ensuring that this is achieved also in all national government buildings and that this goal should be extended to local authority and regional buildings by 2015; urges the Commission to implement a programme aimed at the large scale deployment of passive and net positive energy houses and buildings in the EU; 
