A	whereas Eurostat has existed since 1953 and the need for safeguarding its independence is widely recognised;
B	whereas reliable and accurate statistics are essential to allow effective economic and budgetary policy making by Member States and at Union level; 
C	whereas the success of the Europe 2020 Strategy for Growth and Jobs and the economic governance package, including the European Semester, demands high-quality independent statistics;
D	whereas users of statistics should be supplied with relevant, timely and accurate data which are collected and compiled by national agencies in accordance with the principles of impartiality, objectivity and professional independence;
E	whereas statistics should be publicly accessible, easily understandable to both policy-makers and citizens and suitable for comparison on a year-to-year basis;
F	whereas the quality of European statistics is dependent on the integrity of the entire production process; whereas the ongoing modernisation of statistical production methods represents a vital public investment in streamlining the entire production chain, and requires continued commitment at EU and national level;
G	whereas the debt crisis in the eurozone has highlighted the dangers of statistical inaccuracy and statistical fraud arising from weaknesses in both the quality of upstream public-accounting data and the current statistical governance arrangement;
H	whereas statistical offices should not only be statutorily independent, but should also have mechanisms and ‘firewalls’ in place to ensure that statistical offices are separated from the political process and thus avoid systemic failures; at the same time, however, it is to be emphasised that the State is responsible for the correctness and authenticity of statistical data;
I	whereas the relation between Eurostat and the national courts of auditors should be strengthened;
J	whereas national statistical institutes should be reformed in the Member States to comply with the new European legislation as soon as possible;
K	whereas the approximately 350 statistical regulations applying to all Member States impose a proportionately higher statistical compliance burden on the smaller Member States;
L	whereas Eurostat will provide the economic indicators required for the surveillance of fiscal policies and for the scoreboard on macro-economic imbalances, together with new enforcement mechanisms; whereas recent legal reforms, most notably the economic governance ‘six pack’, have placed robust and reliable statistics at the core of economic governance at EU level;
1	Takes the view that a systemic approach to quality needs to be taken, which may require a reform of the method of producing European statistics and a gradual transition from a corrective approach to a preventive approach to the quality management of European statistics in general and public finance statistics in particular; welcomes the binding nature of the rules regarding  production, and verification of the accuracy, of European  statistics; considers that having independent statistical bodies is essential to maintaining the credibility of statistical data;
2	Calls on the Commission to provide assistance and expertise to Member States to help them tackle research constraints and major methodological obstacles, with a view to ensuring compliance and provision of high-quality data;
3	Supports the Commission's intention of proposing amendments to Regulation (EC) No 223/2009 (Statistical Regulation) in order to establish a proactive approach to monitoring and assessing public finance data at an early upstream stage in order to allow for corrective action at the earliest possible point; seconds the proposal to establish a legal framework aimed at reinforcing the governance framework, especially as regards the professional independence of national statistical authorities and Eurostat, and requiring all Member States to formally adopt a commitment to take all necessary measures at national level to maintain confidence in statistics and to allow for more rigorous enforcement of the European Statistics Code of Practice;
4	Urges the Commission to propose to the European Parliament and the Council proposals for legislation aimed at introducing elements of the revised European Statistics Code of Practice into EU law, with a view to distinguishing clearly between the responsibilities and competences of national statistical agencies and those of Member State governments and ensure more transparent and coordinated accountability for data quality; 
5	Urges Eurostat to pursue, in liaison with key data providers and data users, its efforts to modernise the European statistics production methods in order to maintain cost-effectiveness;
6	Calls on Eurostat to ensure that public accounting systems are established in all Member States in a standardised manner and that they are strengthened with both internal and external audit mechanisms, including the application of the recently revised legal framework of Regulation (EC) No 479/2009, as well as further legislative proposals as deemed appropriate; welcomes the European Commission's intention to give Eurostat greater investigative powers;
7	Emphasises that all Members States should make sure that statistics are accurate across all levels of government; encourages Eurostat to disclose publicly whether it has doubts concerning such accuracy across all types of statistics;
8	Considers that the recently adopted economic governance package requires standards regarding granular data on public-sector exposures related to guarantees and contingent liabilities, for example through public-sector guarantees and exposures to public-private partnerships (PPPs); these should be developed promptly and disclosed by Eurostat, taking all levels of government into account;
9	Welcomes the action of the European Statistical Governance Advisory Board (ESGAB) in delivering independent supervision of Eurostat and the European Statistical System; calls on Eurostat and other statistical offices to implement the recommendations the ESGAB put forward in its 2011 annual report;
10	Emphasises the need for Eurostat to ensure transparency with regards to its own staff by publishing information regarding its officials (who are civil servants) and contract agents, and to provide information about the way in which national experts are deployed;
11	Emphasises that the independence of the statistical services must be safeguarded at both national and European level from the threat of possible political interventions; 
