1	Recalls that an operational Common Security and Defence Policy needs a strong European defence technological and industrial base (EDTIB), constituting a key element for Europe's capacity to ensure the security of its citizens, protect its values and promote its interests; points out that the European defence sector is a major source of growth and innovation, key features for stability and security; believes that the establishment and development of a competitive EDTIB should be part of the strategic priorities of the EU;
2	Recalls the level of operational ambitions outlined in the Council Declaration on strengthening capabilities of 11 December 2008 and the civilian and military tasks outlined in Article 43(1) TEU; recalls the Member States’ commitment to improve their military capabilities; calls on the European Council to launch the development of a European capabilities and armaments policy (ECAP) to that end, as provided for in Article 42(3) TEU;
3	Notes that while some third countries such as China, India, Brazil and Russia are increasing their defence spending, EU defence budgets are being cut back; draws attention to the changing strategic global landscape, reduced defence budgets, caused especially by the economic and financial crisis, the quickening pace of technological development and the fact that European defence companies are adjusting to this situation by putting the emphasis on exports to third countries, at the cost of transferring sensitive technologies and intellectual property rights, and moving production outside the EU;
4	Is concerned about the reductions in defence investment, and calls on the Member States, the EDA and the Commission to take countermeasures in response to the increasing exposure of the EDTIB in the future to the risk of being controlled and constrained in its activities by third powers with different strategic interests; urges the Member States to reinforce European industrial cooperation with a view to ensuring, as far as possible, strategic autonomy by developing and producing efficient military and security capabilities using the most advanced technologies;
5	Stresses that with the entry into force of the Lisbon Treaty the EU’s industrial, space and research policies extend to the defence remit; points out that Union programmes in other areas such as internal and border security, disaster management and development offer a significant prospect of jointly developing capabilities relevant to those policies and to the conduct of CSDP missions;
6	Recalls the need to make progress in consolidating the EDTIB and notes that – in the face of the increasing sophistication and costs of technologies, growing international competition and decreasing defence budgets and production volumes, there is continued scope for multinational defence projects and that it is no longer possible in any of the Member States for the defence industry to be sustainable on a strictly national basis; regrets the fact that, while a certain level of concentration has been achieved in the European aerospace industries, the land and naval equipment sectors are still overwhelmingly fragmented along national lines;
7	Stresses that the construction of a European defence industry should be carried out in a sustainable manner, in all Member States, on the basis of existing industrial infrastructure and of the established norms of European industrial policies as referred to in Article 173 TFEU, and not solely according to the principle of free competition; 
8	Reminds the EU Member States, the VP/HR, the European Commission and the European Defence Agency that more than two decades after the Cold War and after having had the benefit of relatively high national defence budgets, the EU Member States were not able to fulfil the Helsinki Headline Goals and other joint military capability development objectives; 
9	Recalls that if Europe wishes to maintain a solid security and defence industry its Member States need to coordinate their defence budgets in order to avoid duplication and to strengthen their joint research programmes;
10	Notes that in spite of the crisis and the budget cuts, European citizens are still calling for European defence and industrial coordination and cooperation, which they perceive as a factor promoting security, efficiency and savings;
