A	 whereas climate change is one of the major challenges of the 21st century, having significant negative global environmental, economic and social repercussions with potentially catastrophic consequences, and whereas climate change differs from the other environmental problems facing the world,
B	 whereas current indications of climate change include e.g	the melting of polar ice and permafrost, and in all probability the increased frequency and intensity of extreme weather conditions; whereas economic losses related to weather-related natural disasters in the last decade have increased by a factor of six over the 1960s' level,
C	 whereas industrialised countries have a major responsibility for the accumulation of Greenhouse Gas (GHG) emissions in the atmosphere, both current and historical; whereas developing countries are likely to be the hardest hit by a more unstable climate and whereas industrialised countries must assume primary responsibility to assist low-income countries to adapt to climate change and to assist them technologically and financially as they adapt,
D	 whereas the Kyoto Protocol entered into force on 16 February 2005 following the ratification of 152 countries and regional economic integration organisations, representing 61.6% of 1990 Annex I GHG emissions and almost 90% of the world's population,
E	 whereas full implementation, by all Parties, of the UN Framework Convention on Climate Change and the Kyoto Protocol is fundamental in tackling climate change, even though the measures will not be truly effective until a global solution is found which includes the large economic blocs responsible for the bulk of polluting emissions,
F	 whereas the Kyoto Protocol establishes that negotiations for emission reduction commitments for the period after 2012 are to start in 2005; whereas consequently the eleventh Conference of the Parties (COP-11) and the first meeting of the Parties to the Protocol (COP/ MOP 1) in Montreal should give the highest priority to this task, 
G	 whereas further targets need to be set soon in order to provide investment certainty for low-carbon energy sources, low greenhouse-gas emitting technologies and renewable energy, and to avoid investing in incompatible energy infrastructure,
H	 whereas the main objective of the UNFCCC - to avoid dangerous climate change – according to recent scientific reports, may require a stabilisation of GHG concentration below 500 ppm CO2 equivalent - slightly above the present level -  and thus necessitating major cuts in emissions in the near future,
I	 whereas investing in energy efficiency is the most promising way to cut carbon emissions and whereas the potential for cost-effective energy savings in the EU is substantial,
J	 whereas climate impact can be reduced considerably by means of better community planning,
K	 whereas, before the existing arrangements for emissions trading are extended to other fields (for example aviation), an analysis must show that such an extension will help to combat climate change and that rich countries/areas will not be privileged at the expense of countries and businesses undergoing development,
L	 whereas greatly enhanced participation, at citizen level, in the overall efforts to curb emissions and develop more sustainable lifestyles is very much called for,
M	 whereas GHG emissions continue to increase in  many Member States, showing that swift action is needed for the EU to be able to meet its Kyoto obligations,
N	 whereas the cost of the measures to reduce GHG emissions will be offset by the benefits which will flow from restricting the increase in the Earth's temperature to a maximum of 2°C by comparison with levels during the pre-industrial era, since damage and losses which climate change might otherwise have caused throughout the world will be prevented,
O	 whereas moving beyond the fossil fuel-based economy represents a historic business opportunity; whereas the business opportunity is substantial also for developing countries that are rich in renewable energy resources but currently lack the technology to exploit them,
1	Stresses that the EU strategy on climate change mitigation should be based on a seven-pronged approach:
2	Calls on the EU to ensure that the COP11 and COP/MOP1 meeting in Montreal decide on a timetable for negotiating future climate commitments with a time limit of achieving agreement by the end of 2008;
3	Calls on the EU to present, at the COP-11 and COP/MOP1, proposals for a future climate regime, based on the overall objective to limit the average global temperature increase to 2°C above pre-industrialisation levels; 
4	Believes that a future regime should be based on common but differentiated responsibilities aiming at contraction and convergence, as well as on continued and progressively greater emission reductions and the involvement of more countries in the reduction effort; emphasises that any targets for emission cuts should be based on recent science and aim to not exceed a global average temperature increase of 2°C with reasonable certainty; further stresses that cost-effectiveness should be a characteristic of all measures considered and that, therefore, a long-term goal should be to develop a global carbon market, based on cap and trade; notes further that calculating cost-effectiveness must include the costs of inaction and the expected economic benefits from early action and innovation as well as from technological learning, which will drive down mitigation costs; 
5	Welcomes the conclusions by the Brussels European Council of 23 March 2005, in particular that emission reductions for developed countries for 2020 in the order of 15-30% should be striven for; insists, however, that emission reduction targets for the long-term are also needed and suggests a target of 60-80% for 2050; 
6	Deplores the non-implementation by the current US administration of the commitments under the UNFCCC to return to 1990 emission levels and avoid dangerous climate change, and regrets its decision not to proceed with ratification of the Kyoto Protocol; calls on the EU to ensure that the multilateral process is not paralysed by individual countries;
7	Recalls that the potential for energy savings is as high as 40% in the EU, but that to reach this goal binding targets must be set;
8	Notes that with a systemic approach it would be possible for renewable energies to cover 25% of EU energy consumption by 2020;
9	Underlines that effective climate change mitigation will require a major transformation of the energy and transportation systems and of the thermal design of buildings and that this transformation ought to become a driving force within the Lisbon Strategy, to boost growth and competitiveness; calls on the EU to develop a strategy to make Europe the most energy efficient economy in the world, by setting targets for annual reductions in energy intensity in the order of 2,5-3%;
10	In this connection calls on Member States to implement permanent monitoring systems for the assessment of the quantities of both materials and energy used in each economic sector in order to support adequate reduction policies;
11	Recognises that delayed action will increase the risk of adverse environmental effects and greater costs; further maintains that reducing global emissions must not lead to other threats;
12	Considers that combating climate change produces benefits both for society and the environment and contributes towards the achievement of the Lisbon objectives and the UN Millennium Development Goals; believes that investment in and the development of renewable energies gives rise to fresh possibilities for agriculture and forestry, more jobs, better health, increased regional growth, better exploitation of local and regional resources and of existing advanced technology, and less poverty; 
13	Demands that the EU put more effort into the development of promising technological solutions in co-operation with the other global players;
14	Emphasises that many of the technologies needed to reduce GHG emissions already exist; notes, however, that their market entry is hampered by numerous barriers, not least perverse incentives such as subsidies for fossil fuels; therefore, calls on the Commission to propose legislation to abolish all such subsidies and instead to put in place a positive incentive structure for the enhanced use of energy-efficient, low-carbon and carbon-free  technologies, and calls for the pro-active use of public procurement within the EU to help bring down the costs for such technologies; moreover, asks, in addition  to focusing the Seventh Framework Programme on research in areas relating to climate change mitigation, for a Crash Programme - similar to the US Apollo Programme in the 1960s - to promote research and innovation in support of sustainable energy and land-use management;
15	Invites the Commission, in the light of the fact that much, if not most, of the EU's energy infrastructure is due for replacement over the next decades, to bring forward proposals to ensure that all investments in energy infrastructure within the EU apply the best available technologies in terms of low- to zero-fossil fuel emissions;
16	Notes that investments in efficiency measures and renewable technologies are the main alternatives for climate change mitigation; points out at the same time that the development of carbon capture and storage techniques is important - not least in regions with ample supplies of coal;
17	Calls on the Commission and the Member States to make clear and concrete inputs to an eventual reform of the CDM and its institutions, with the aim of enhancing its implementation and promoting broader involvement of private sector actors and thus creating the momentum necessary to extend beyond 2012;
18	Points to the need to foster new technologies for space-based systems to analyse natural disasters from space and thereby foresee and mitigate their devastating consequences;
19	Takes the view that the complexity of research and technological development required by climate change and disaster prevention, as well as their cross-border dimension, make it necessary to seek European formulae which transcend the principle of regional and national subsidiarity;
20	Recognises that changes in approach and physical adaptations will be needed to enable society to prepare for the consequences of climate change;
21	Calls on the Member States that have not yet done so to contribute resources to the supplementary fund to ensure that the CDM Executive Board can fulfil its mandate to create a well functioning and effective mechanism;
