A	 whereas a balanced, rules-based multilateral trading system is crucial to the ability of developing countries to participate in, and benefit from, international trade,
B	 whereas, over the past 40 years, the share of world trade of the least developed countries (LDCs) has declined from 1.9% to less than 1% despite the expansion, over recent years, of bilateral duty free and quota free access schemes for their products (of which the Community's 'Everything But Arms' scheme is the largest),
C	 whereas economic growth and the integration of developing countries into the global economy is a major condition for attaining the objective of eradicating poverty in the context of sustainable development and the pursuit of the MDGs,
D	 whereas peace and the common and universal values of respect for, and promotion of, human rights, fundamental freedoms, good governance, democratisation and the rule of law are essential to enable developing countries to both reduce poverty and realise the benefits to be derived from greater trade opportunities,
E	" whereas, as noted in the ""European Consensus on Development"", the Community, drawing on its own experiences and exclusive competence in trade, has a comparative advantage in providing support to partner countries to integrate trade into national development strategies and in supporting regional co-operation,"
F	" whereas the Hong Kong Declaration of the Sixth Ministerial Conference of the WTO states that ""Aid for Trade should aim to help developing countries, particularly LDCs, to build the supply-side capacity and trade-related infrastructure that they need to assist them to implement and benefit from WTO Agreements and more broadly to expand their trade"","
G	 whereas globalisation is an ongoing and unstoppable process that presents opportunities and challenges but also raises the risk of marginalising countries, in particular the poorest countries, as well as marginalising the most vulnerable groups within those countries, notably where income gaps within and between countries remain wide and where there is an increasing number of people living in poverty,
1	Stresses that opening up trade is one of the most effective drivers of economic growth, which is indispensable for reducing poverty and promoting pro-poor economic growth and employment and it is also an important catalyst for sustainable development worldwide;
2	Insists, however, that trade openness alone is an insufficient condition for harnessing trade for development and reducing poverty, which is a complex and multidimensional problem without simple solutions;
3	"Emphasises that, in many developing countries, ""behind-the-border"" domestic policies and deficient economic and investment environments are powerful constraints on the ability to reap the benefits from greater trade opportunities; notes, therefore, that growth and trade cannot reduce poverty without the necessary flanking domestic policies, including redistribution and social policies, and a real improvement in the capacity for good governance;"
4	Considers that, without progress in governance, all other reforms may have only limited impact; stresses that effective states, namely those that can promote and protect human rights and can deliver services to their people and a climate favourable to entrepreneurship and growth are the foundation of development; considers that whilst improvements in governance, including democracy, are first and foremost the responsibility of the country concerned, AfT can be used to both support and avoid undermining good governance by supporting comprehensive national strategies for capacity building and broadening participation and by strengthening institutions that improve transparency and accountability;
5	Considers that accountability is reciprocal and that the principles of environmental sustainability, social and human rights protection and good governance apply to developed and developing countries alike and must therefore be mainstreamed into the EU's approach to AfT;
6	Concludes that if developing countries are to fulfil the potential of trade liberalisation, then market access, particularly in their most competitive sectors, must be complemented by both sound domestic policy reforms and a fair international trading system that includes substantially increased and more effective AfT;
7	Stresses that AfT is no panacea but is indeed necessary to both reap the potential gains from international trade and mitigate its potential costs; thinks that, for AfT to be considered a success, producers and traders in recipient countries must experience direct economic benefits;
8	Notes that trade, along with productive capacity more generally, has been somewhat neglected in aid programmes over the last 10 to 15 years in favour of an emphasis on essential efforts targeted directly at poverty reduction, which are not always the most effective means of achieving significant poverty reduction in the longer term; believes, therefore, that AfT initiatives offer a unique opportunity to work beyond the mutual distrust between trade and aid; considers therefore that, in order to restore the balance and find sustainable long-term patterns of production that can contribute to poverty reduction, it is imperative to pay special attention to the integration of trade and development strategies;
9	Acknowledges that development is not simply economic development but also development in areas such as health, education, human rights, environmental protection and political freedoms; considers, however, that these cannot be ensured in the absence of economic development, which generates the necessary resources; 
10	Hopes that AfT can be the means of developing the ability of recipient developing countries to launch a process of South-South economic integration, something which has been lacking until now;
11	Urges the EU to fulfil all the commitments it made in the Doha Round to the LDCs by frontloading the development package as well as eliminating its agricultural export subsidies by 2013; stresses that the EU must urge the other members of the WTO to also fulfil their commitments to the LDCs;
12	Welcomes and strongly supports the emerging consensus, reflected in the Conclusions of the General Affairs and External Relations Council of 16 and 17 October 2006, that increased and more effective AfT is needed to enable all developing countries, particularly the LDCs, to better integrate into the multilateral, rules-based trading system, and to use trade more effectively in promoting the overarching objective of poverty eradication in the context of sustainable development;
13	"Considers it of the utmost importance that, following the example of the ""European Consensus on Development"", Parliament be appropriately involved in the preparation and adoption of the 2007 Joint European Strategy on AfT;"
14	Notes that the referred Joint Strategy should, first, establish the general principles for the EU's AfT, second, set a work programme with specific recommendations for the EU to attain and eventually improve the EUR 2 billion target for trade-related assistance by 2010 and deliver more effective AfT, third, establish the modalities for coordination and actual implementation at the different levels of AfT in keeping with the WTO Task Force recommendations and, lastly, define mechanisms for improving transparency, monitoring and control;
15	Notes that one of the most contentious issues surrounding AfT relates to its very definition, since AfT is used to describe an extremely wide range of trade-related assistance measures provided to developing countries;
16	"Recalls that, as defined by the OECD and the Development Assistance Committee (DAC), and recorded in the Doha Development Agenda Trade Capacity Building Database
 (TCBDB), trade-related assistance has traditionally fallen into two basic categories: trade policy and regulation and trade development, the latter of which is interpreted as including private sector support and, to a lesser extent, supply-side constraints as well as some adjustment support;"
17	Stresses, however, that the WTO Aid for Trade Task Force (WTO AfT TF) has added three further categories of AfT to the two existing categories: trade-related adjustment, trade-related infrastructure, and productive capacity;
18	Notes that, as these three AfT categories overlap with the existing two, and therefore risk being indistinguishable from general development cooperation, they cannot form the subject of the existing quantitative targets set by the Commission or commitments undertaken by the Member States until there is an international consensus on their definition, since this wider AfT area would be at risk of unclear reporting and double counting;
19	Believes, however, that the extra three categories proposed in the broad and ambitious definition of the WTO AfT TF are valuable in that they accurately reflect the wide-ranging trade-related needs of developing countries and should therefore be used in countries' development and poverty reduction strategies in order to promote the effective inclusion of all relevant trade-related priorities; considers that the key challenge, and opportunity, now is to develop a coherent set of instruments that combine to channel assistance that helps developing countries to engage in more advantageous trade and thus promote economic growth and poverty reduction and drive development forward;
20	Recommends the creation of inclusive processes at country level, supported by appropriate institutional structures that bring together domestic agencies, relevant ministries, including the Ministries of Trade (which traditionally have only had limited domestic influence in policy development), parliamentarians, trade unions, non-governmental organisations (NGOs), donors and the private sector, such processes being the starting point for identifying the real needs and priorities of AfT and for information sharing and policy dialogue; 
21	Notes that AfT initiatives should pay greater attention to the crucial involvement of the private sector, especially small and medium-sized enterprises (SMEs), trade unions and civil society, both in the identification of needs and in the implementation of assistance, so as to allow AfT to better facilitate the creation and growth of enterprises, and the effective creation of decent jobs; in this regard, emphasises the need to allocate some AfT funding to Fair Trade, in accordance with paragraph 19 of its above-mentioned Resolution on Fair Trade and Development;
22	Stresses that independently of the precise definition of AfT, the EU must contribute significantly to the wider AfT agenda;
23	"Notes that, while trade adjustment is not expressly referred to in the above-mentioned Hong Kong Ministerial Declaration it should be included as an important element of the wider AfT agenda; recalls, in this regard, that the UN Millennium Project's Task Force on Trade proposed a temporary ""aid for trade fund"", while the EU Trade Commissioner himself proposed (on 4 February 2005) the establishment of a special Trade Adjustment Fund to ""help the poor to trade more effectively and ease the social costs of adjustment"";"
