A	whereas 116 million people in the EU are at risk of poverty and 42 million (8%) live ‘in conditions of severe material deprivation and can not afford a number of necessities considered essential in order to live a decent life in Europe’
B	whereas the Commission's new strategy for implementing the Charter of Fundamental Rights aims, inter alia, to improve access to fundamental rights for the most disadvantaged; whereas the Charter must be respected in its entirety, and whereas severe poverty represents a violation of human rights and a serious erosion of human dignity and encourages stigmatisation and injustice; whereas the key objective of income support schemes must be to lift people out of poverty and enable them to live in dignity;
C	whereas poverty and social exclusion increased and involved new social categories between 2000 and 2008 despite the undertakings given by the Union in relation to the target, set at the Lisbon summit of 23 and 24 March 2000, of eradicating poverty in the EU by 2010, and the progress which the Nice European Council of 7 and 9 December 2000 agreed should be made; whereas it is impossible to reduce poverty and social exclusion, or to boost inclusive growth, if nothing is done to combat inequality and discrimination, or if countries' economies do not develop and there is no solidarity with the weakest groups in society, that is, if national wealth is not shared fairly;
D	whereas the risk of poverty directly affects rural communities and especially small farms and young farmers threatened by the effects of the economic crisis and by excessive fluctuations in commodity prices;
E	whereas one of the five major objectives of the Europe 2020 strategy is the soft target – i.e	not coupled with sanctions – of reducing the number of people at risk of poverty by 20 million, on the basis of three indicators agreed upon by the Member States (the at-risk-of-poverty rate after social transfers, the severe material deprivation index and the percentage of people living in jobless households or households with very low work intensity); whereas, although this target acknowledges the importance of combating poverty and social exclusion, the figures of 116 million people at risk of poverty and 42 million living in conditions of severe material deprivation mean that, from the outset, it reflects the abandonment of millions of people in Europe, with the associated risk of generating threshold effects which exclude the most vulnerable people from the scope of policies geared to measurable results; whereas, if the most intractable situations are not addressed from the outset, the policies implemented will have no impact on them; whereas the European Platform against Poverty is one of the seven flagship initiatives of the Europe 2020 strategy;
F	whereas social inequality is increasing in some Member States, in particular as a result of economic inequality in terms of income and wealth distribution, labour market inequalities, social insecurity and unequal access to the social functions of the state, such as welfare, health, education and the legal system;
G	whereas poverty – which has been running at a high level in the EU Member States for many years – is having a steadily increasing impact on the economy, is detrimental to growth, increases public budget deficits and undermines the EU's competitiveness, and whereas these factors in themselves create poverty and unemployment, particularly long-term unemployment, which affects one-third of the jobless, and whereas this situation that is worse in the more economically vulnerable countries; whereas the preservation of social rights in the European Union is crucial to any attempt to address poverty;
H	whereas poverty can be classed as a human rights violation and is thus proof of the effort still needed to achieve the aims set out in Article 3(3) of the Treaty on European Union;
I	whereas any stringent budgetary policy needs to be intelligent, with scope for counter-cyclical investment in major policy priorities;
J	whereas structural reforms must be adopted in order to keep Europe competitive, create jobs and fight poverty;
K	whereas poverty is a multi-faceted problem requiring an integrated response which is tailored to different stages of life and to people's multidimensional needs, and which is also based on guaranteeing access to rights, resources and services, as reflected in the common objectives of the Open Method of Coordination for social protection and social inclusion (2006), in order to meet basic needs and prevent social exclusion;
L	whereas the 2010 European Year against Poverty and Social Exclusion was successful in raising public awareness and encouraging political commitment;
M	whereas growth and employment – even in a decent job – alone are not sufficient to lift people out of poverty, and whereas the labour market has become increasingly fragmented, working and living conditions have deteriorated considerably, particularly in the wake of the financial crisis, and work has become much less secure – a trend which must be combated; whereas the problem of the working poor has gained increasing recognition in recent years, but does not yet appear to be being addressed to an extent commensurate with the challenges it represents for our societies; whereas the number of working poor has grown considerably in recent years, with 8% of the working population living in poverty and 22% of those at risk of poverty holding jobs
N	whereas, nevertheless, people with few or no qualifications are more exposed to labour market hazards, insecure and poorly paid employment, and poverty;
O	whereas homelessness is one of the most extreme forms of poverty and deprivation, and a problem which remains unresolved in all the Member States; whereas, for various reasons, most of the Member States now have large numbers of homeless people, necessitating specific measures with a view to integrating them into society; whereas, according to Eurobarometer, almost one European in four regards the excessive cost of decent housing as one of the main causes of poverty, and almost nine Europeans in ten believe poverty makes it harder to gain access to decent housing; whereas public authorities may lose contact with their citizens if the latter lose their housing, and whereas this not only makes it much harder to help them, but is also indicative of an advanced stage in the process whereby an individual becomes excluded from society;
P	whereas the accessibility and quality of social services such as health care, cultural services, housing and education are additional factors that have an impact on poverty;
Q	whereas homelessness – or not having a decent home – severely erodes human dignity and has major consequences in relation to all other rights;
R	whereas the poverty threshold of 60% of median national income is a compelling, helpful and necessary indicator of relative poverty, but should be complemented by other indicators such as the concept and calculation of a ‘basket of basic goods and services’ at national level (which is merely a short-term response to the specific situation of people suffering from poverty) and those agreed by the Employment, Social Policy, Health and Consumer Affairs Council (EPSCO) in June 2010 (risk of poverty, material deprivation and households with very low work intensity) in response to public policy needs;
S	whereas social protection, including minimum income systems, is a basic element of modern democracies that substantially guarantees the human right to social, economic, political and cultural participation in society and plays a key role in stabilising the economy by limiting the impact of crises, and in redistributing resources at every stage of life, while also affording protection against social risks and preventing and alleviating poverty and social exclusion, throughout the life cycle;
T	whereas, according to the OECD, the proportion of social benefits unclaimed ranges from 20% to 40%;
