A	whereas knowledge of the marine environment is fundamental to promoting, developing and expanding the ‘Blue Economy’, which represents the maritime dimension of  the Europe 2020 strategy, linking knowledge and technical innovation, sustainable use of resources, competitiveness and job creation for smart, sustainable and inclusive growth;
B	whereas knowledge of the marine environment is essential in order to increase and improve information about ecosystems and anthropogenic impacts on the marine environment and permit proper environmental protection, a rational use of resources that is environmentally sustainable in the long term, and a balanced and sustainable growth of ocean-based human uses and activities;
C	whereas existing data on the marine environment is currently held by numerous different bodies in a dispersed and fragmented way; whereas it is fundamental to ensure availability of and ease of access to the vast reserve of data existing on the marine environment in Europe, in order to maximise resources and promote development, innovation and job creation in the marine and maritime sectors;
D	whereas  fisheries are one of the main human activities carried out in the marine environment, contributing to the availability of food supplies and having tremendous importance, especially for certain coastal communities, and are thus an essential element of the Integrated Maritime Policy; whereas it should be recalled that fishing activities often have significant adverse impacts on marine ecosystems, owing to the variety and quantity of the fish stocks exploited; whereas fisheries are  also the sector most affected by the many uses and activities taking place in the marine environment, such as maritime transport and tourism, or urban and coastal development, marine pollution, extractive industries and renewable energies, whose impacts may be cumulative with those resulting from fishing activities;
E	whereas European seas are highly diverse, with variations in the fishing fleets and types of fishing carried out by the different Member States; whereas the recognition and appreciation of  this diversity and specific characteristics depend heavily on the information available regarding fishing activity;
F	whereas there is an increasing trend not only towards use of information technologies linked to the fishing sector, a factor which has increased the accessibility and transparency of information, but also towards computerising data collection and transfer systems in national and regional administrations and in producer organisations; considers, therefore, that there is no doubt that increased availability of information on fishing activity can unleash a process of encouraging more sustainable fishing practices, not just in environmental terms but also economically and socially;
G	whereas there is a need to identify and define biogeographically sensitive areas and establish fish stock recovery areas and marine protected areas, in order to ensure the effective  protection and preservation of vulnerable marine ecosystems from high-impact fishing practices; recalling that the more and the better the information available on the marine environment and fishing activity, the greater will be the understanding, acceptance and application of better measures to protect ecosystems and  manage fisheries and maritime spatial planning; 
H	whereas the Marine Knowledge 2020 initiative opened an exchange of ideas on this topic and undertook a public consultation to sound out opinions regarding the opportunities and challenges provided by access to information on marine monitoring in Europe; whereas the Commission’s initiative in publishing the Green Paper ‘Marine Knowledge 2020: from seabed mapping to ocean forecasting’ is to be welcomed; 
I	whereas it is necessary to release, in line with the established rules, the potential of the huge amount of data on the marine environment which has been collected and stored by numerous public and private bodies at European level, and to make it available and accessible to potential users, highlighting the need for a paradigm shift in relation to data collection and use, in order to replace the current system under which multiple collections of data are made for specific and single uses by a model allowing data to be collected and made available for multiple purposes; 
J	whereas greater availability of and ease of access to data will promote the use of such data in multidisciplinary studies and encourage the creation of intersectoral partnerships, particularly between the public and private sectors, thus providing the mass of data with a capacity and usefulness far greater than the sum of its parts; 
