1	Welcomes the fact that the Commission's Strategy Paper advocates an outward looking Union which continues to present itself as a reliable partner for its neighbouring countries, committed to promoting stable democracies and prosperous economies;
2	Calls on the Member States and the Commission to work in close cooperation in drawing up a communication strategy so as to meet the legitimate concerns of the European public regarding European enlargement and integration;
3	Notes with satisfaction that the incentive offered by the European Union enlargement strategy has undeniably contributed to the commencement of reforms in Turkey, Croatia and the western Balkan countries;
4	Approves and supports the emphasis placed by the Commission on fair and rigorous conditionality, whereby the Commission will lay down clear and objective requirements for each phase of the accession process and will allow negotiations to proceed only if it is fully satisfied that all the relevant conditions have been met; reiterates, therefore, that the progress made by each candidate country will depend on that country's own merits;
5	Recalls that the capacity for absorption of the Union, as set out at the 1993 Copenhagen European Council, remains one of the conditions for the accession of new countries; believes that defining the nature of the European Union, including its geographical borders, is fundamental to understanding the concept of absorption capacity; requests the Commission to submit a report by 31 December 2006 setting out the principles which underpin this concept; invites the Commission to factor this element into the overall negotiation timetable; calls for the European Parliament's Foreign Affairs Committee, together with its Constitutional Affairs Committee, to be authorised to draw up an own-initiative report on this issue;
6	Is of the opinion that the stalemate in the ratification of the Treaty establishing a Constitution for Europe is preventing the Union from enhancing its absorption capacity;
7	Reminds the Council that, before taking a final decision on any new Member State joining the European Union, it must ensure that adequate budgetary resources are available to allow the proper financing of the European Union's policies;
8	Reiterates its call for an increase of EUR 2,5 billion and a redeployment of EUR 1,2 billion under Heading 4 (The EU as a global partner) as compared to the relevant Commission proposal in particular for Pre-accession (IPA) and Neighbourhood and Partnership (ENPI) instruments;
9	Recalls that the long-term European perspective remains the objective to be pursued on the basis of the criteria and conditions already referred to, including the absorption capacity of the Union, as well as on the basis of the commitments made by the Union, which must all form part of a possible negotiation timetable;
10	Therefore calls on the Commission and the Council, should this perspective require a broader spectrum of operational possibilities, to submit, for all European countries currently without membership prospects, proposals for a close multilateral relationship with the EU; underlines that it is up to all countries with recognised membership prospects to join this multilateral framework as an intermediate step towards full membership;
11	Is of the opinion that such an option would also offer the European perspective which is necessary in order to promote the many internal reforms required in the countries in question;
12	Reaffirms that the EU integration process cannot be guided by purely technocratic criteria but requires a wholehearted commitment to the fundamental principles of liberty, democracy, respect for human rights and fundamental freedoms, and the rule of law; will consider compliance with these values a decisive factor in assessing preparedness to join the Union;
13	Calls on the Member States of the European Union to respect their commitments regarding the possible accession of the countries concerned; points out that the effective application of political conditionality depends also on belief in the European Union adhering firmly to its decisions regarding European prospects for those countries;
14	Reminds candidate and potential candidate countries, however, that the rigorous implementation and enforcement of legislation adopted to comply with EC law is crucial; is convinced, in this context, that a truly independent, well-functioning public administration and judiciary system, endowed with the necessary logistical and financial resources, are essential pre-requisites; therefore calls on those countries, with the assistance of the Commission, to take concrete measures in this direction;
15	Considers that the candidate countries have to demonstrate their capability to protect the outside borders of the Union once they have become parties to the Schengen Agreement;
16	Reiterates the need to promote regional cooperation on crucial issues affecting the western Balkans, such as ethnic and religious reconciliation, cross-border cooperation and free movement of persons, fighting organised crime, facilitating refugee returns, establishing a free trade area capable of attracting foreign investment, sharing environmental resources and developing integrated trans-border networks; believes that the Commission should, in the different negotiating fora and via the different assistance programmes at its disposal, actively pursue this objective by providing real incentives; recalls the contribution made by the Stability Pact in this respect and supports its efforts to promote greater ownership, amongst western Balkan countries, of the regional integration process;
17	Considers that regional development and investment programmes, joint education and employment initiatives and common transport and tourism projects should result in the establishment of joint mechanisms, such as a Western Balkan Customs Union, well before all the countries concerned join the EU;
18	Urges the western Balkan countries to secure the rights of minorities and the right of members of those minorities to return to their place of origin;
19	Welcomes the declaration by Croatia, Bosnia-Herzegovina and Serbia-Montenegro on the return of refugees and property reparations, signed on 31 January 2005 in Sarajevo, as an important step towards tackling the legacy of some three million refugees and internally displaced persons; urges the Commission and the Member States not to further decrease their contributions to housing reconstruction and economic sustainability projects and, where possible, to make donations, loans and investments conditional on employment opportunities for returnees;
20	Notes that, despite economic growth, unemployment is still unacceptably high in the western Balkans; calls, therefore, on the Commission to include job creation as one of its priorities in its overall policy concerning the region;
21	Believes that a democratic and secular Turkey could play a constructive role in promoting understanding between civilisations;
