A	whereas the European Council has adopted the strategy of making Europe the most competitive and knowledge-based economy in the world,
B	"whereas the Commission has launched a policy of ""think small first"", and proposed new programmes for small and medium-sized enterprises (SMEs), notably an Entrepreneurship Action Plan,"
C	whereas the Commission communication of 2 February 2005 on a new start for the Lisbon Strategy overlooks small enterprises, even though the Lisbon European Council had declared that small enterprises were the backbone of the European economy and job creation,
D	whereas the European Charter for Small Enterprises has been adopted by the Member States of the European Union, the accession and candidate countries, associated states, and the Commission, raising to 35 the number of countries in which it applies; whereas the mechanisms for applying the Charter are based on the open method of coordination,
E	whereas the Commission outlined the key instructions for reforms at EU level by focusing on 8 main actions accompanied by around 100 regulatory, financing and policy development actions to be carried out prior to 2008,
F	whereas the European Council has called for faster implementation of the Charter,
G	"whereas professional organisations are playing an active role in applying the Charter and whereas they are anxious to increase their participation; whereas small businesses"" assessment of the Charter's content is positive,"
H	whereas there is still a shortage of relevant information on small and micro-businesses and whereas insufficient knowledge of such businesses is a brake on the development of effective entrepreneurial policies,
I	whereas, following a Council recommendation, the Commission's fifth implementation report on the Charter concerns three of its ten lines for action, education for entrepreneurship, better regulation and overcoming skills shortages,
J	whereas small enterprises and craft enterprises are two of the main engines for increasing employment in Europe; whereas they play a vital role in competitiveness and innovation, as well as in professional training, and are an essential element of social cohesion in urban and rural areas,
K	whereas the High Level Group, the Commission and the European Council proposed and determined a new start for the Lisbon process,
1	Welcomes the application of the Charter beyond the European Union; considers that it is playing a positive role in the preparation of the accession and candidate countries, and that the Charter's implementation should be encouraged in the pre-accession strategy;
2	Highlights the responsibility of the Member States and EURO-MED partner countries for more thorough implementation of the Charter and encourages them to learn from each other through the exchange of good practice in this area;
3	Highlights the importance of small enterprises in delivering the Lisbon objectives of stronger, lasting growth and more and better jobs;
4	Supports the principle of applying the Charter in the associated states; considers that it represents an excellent vehicle for the approximation of legislation between those states and the European Union; wishes the Charter to have a consistent place in the European Neighbourhood Policy's projects;
5	Considers that the open method of coordination between the states is relevant, but that it should not exonerate the Commission from active participation in implementing the Charter;
6	"Wishes the structure of small businesses"" professional organisations, especially at the regional level to be strengthened, and for those organisations to be better involved; considers that the annual conferences on the Charter should be complemented by other regular meetings to structure the exchange and dissemination of best practice; calls for the promotion of cooperation and collaboration projects involving small enterprises;"
7	Points out that the Charter concerns small businesses and this special purpose is what makes it worthwhile; nevertheless, with due regard for its special purpose, considers that the Charter's actions for small businesses should be incorporated in, and supplemented by, the general policy for SMEs based on binding measures not only at Community level but also within Member States, where sharing of best practice should be specifically encouraged; notes, in particular, that the tenth and final line for action on strengthening the representation of the interests of small enterprises requires a review to be completed of how the interests of small businesses are represented at European Union and national level, including through the social dialogue; stresses that this is a key requirement, given that the current composition of the social partners is primarily reflective of larger businesses and their employees; calls, while noting that the Commission's current implementation report focuses on three other key priority areas of the Charter, for early completion and publication of this review; in the meantime, calls on employers' representatives to represent the interests of small businesses without delay in their role as social partners;
8	Points out that the concept of 'small enterprise' includes businesses of different sizes, character and activity, whose situations and requirements vary; calls on the Commission to use the mechanisms of the Charter and to cooperate with professional organisations representing small enterprises to overcome the lack of available information and data on such enterprises and on their needs and potential; bearing in mind the specific nature of craft enterprises, reiterates its request that detailed and accurate economic and statistical analyses of such enterprises be carried out and that a fresh boost be given to work on craft enterprises;
9	Notes that the report does not give a consistent overview of the situation in all Member States; calls on the Commission, in future reports, not only to analyse individual countries but to carry out a critical, complete yet concise assessment of all Member States and associated states in order to make specific comparisons possible;
10	Is surprised at the rather complex presentation of the report, which varies in density depending on the version concerned; would have appreciated a more systematic and more critical review;
11	Notes that progress in the area of entrepreneurship is rather patchy and in many cases has little effect in terms of actual benefits for enterprises; considers that better coordination with the Entrepreneurship Action Plan is required; points out that the involvement of businesses in such actions is an essential condition for their success; stresses, in particular, the need to enhance the opportunities of small and micro-businesses to make use of European programmes given the difficulties they encounter in gaining access to such programmes;
12	Considers that the SME Envoy performs a useful function in externally connecting small enterprises with the Community environment, and calls therefore on the Commission to promote coordination between the Envoy and bodies representing small enterprises and craft enterprises in respect of all Community issues; considers that this role could be more effectively enhanced if the Envoy could also be more vocal internally, by being invited to attend and contribute to committee discussions in Parliament on proposed legislation so that the needs of SMEs can be more fully explored in due time;
13	Appreciates the very important role that international collaboration between Chambers of Commerce can play in improving the competitiveness of small enterprises, particularly at a time in which globalisation leads to more and more enterprises, concentrations and cartels expanding internationally;
14	Welcomes the Commission's willingness to improve SMEs' access to EU programmes; stresses that it is important to facilitate their access to structural funds and promote other initiatives to improve access to private capital flows for the benefit of small enterprises, including the creation of microfinancing facilities for flexible forms of women or family-run enterprises, by helping to cofinance projects and providing qualified and financially accessible information, in particular through the Euro Info Centres and the Innovation Relay Centres;
15	Points out that undertakings in outlying and rural areas are predominantly small in size; stresses therefore the need for increased funding in the form of special measures and investment programmes and extension of the innovation network to encompass outlying small businesses, for which access to innovation is of vital importance; recommends simplified procedures for the creation of regional and local funds of risk capital in cooperation with institutions dealing with technological development and innovation such as technological incubator centres, high-tech centres, technological parks etc.;
16	Stresses that the purpose of the report is to strengthen the small-enterprise dimension in Community policy by drawing up best practices and streamlining the existing policy instruments; given that small enterprises are recognised as a major motor for creating and increasing employment and innovation in Europe as well as fostering social and regional development; regards it as vital that both the role and the needs of SMEs be generally considered when any legislative proposal is being developed, not just proposals specifically concerning small enterprises;
17	Notes that small and craft enterprises are an irreplaceable source of technological innovation; requests that the Competitiveness and Innovation Programme and other research and innovation programmes, as well as regional policy, should facilitate the development of such innovation and support the initiatives taken by these enterprises; stresses that innovation should not be confined to technology, but that it also concerns the modernisation of the activities and services of small and craft enterprises, including modernisation for social and job creation purposes;
