A	 whereas a single learning environment and a single employment market at European level are essential requirements if the objectives of the Lisbon Strategy are to be attained, 
B	 whereas it is necessary to establish a European system for the recognition of qualifications and skills while at the same time respecting the rich diversity and special strengths of Europe's constituent territories,
C	 whereas the creation of an EQF based, inter alia, on the existing qualifications structures of the Bologna and Copenhagen processes, should be welcomed as an appropriate instrument by which to support the transparency, transferability, recognition and use of acquired qualifications and competences between different Member States and at different levels, as well as a means to facilitate access to lifelong learning opportunities for all citizens,
D	 whereas a common reference framework, based on skills, levels and learning outcomes, the EQF, could encourage the adoption of instruments to identify skills requirements,
E	 whereas the term 'qualification' should be taken to mean all the titles, qualifications, certificates and professional experience recognised in the European Union,
F	 whereas, taking account of the new challenges of the knowledge society and of demographic change, the development of an EQF would be crucial, notably in terms of both supporting employability and geographical mobility of the labour force in the EU and promoting competitiveness and social cohesion, in accordance with the Lisbon Strategy,
G	 whereas increasing professional mobility (the mobility of employees and undertakings) within the Union implies that certificates obtained in one Member State must be recognised and applicable in other Member States at the appropriate level,
H	" whereas continual updating and expansion of knowledge, skills and personal and professional competence and the EQF should contribute to modernising the education and training system and thus improve people's chances of finding a job and the prospects for mobility within the European area and create a climate of greater security at the workplace, in which the EQF should contribute to greater transparency in the recognition of qualifications gained and the equivalence of qualifications sought, thereby providing incentives for the improvement of the general and occupational training systems, which may also contribute to trainees"" chances of employment,"
I	 whereas the lack of suitable mechanisms, networks and cooperation between education and training providers and national authorities, the inadequacy of existing statutory provisions and in many cases the budgetary restrictions in Member States, are  obstacles to the effective implementation of lifelong learning, the linkage between university education and employment and the more rapid imparting of the most up-to-date scientific and technological knowledge to workers, as well as to the efficient use of acquired knowledge and competences, 
J	 whereas there is a lack of transparency in qualifications and a low recognition rate of foreign qualifications,
K	 whereas the common aim of the 32 states participating in the EQF consists in showing students and teachers the main routes to particular qualifications; and whereas it is important to show them how the reference levels match up with each other, to what extent transfers are possible and on what basis decisions are made on recognition of qualifications, 
L	 whereas, in principle, the EQF should initially be implemented on a voluntary basis, and it involves no legal obligations, nevertheless it will provide an impetus for change by supporting reforms at the relevant levels, but must serve to promote transparency and equivalence as regards certificates issued at national and sectoral level,
M	 whereas the EQF will not replace but will complement national qualifications frameworks, and whereas the EQF should provide a broader framework to facilitate cooperation between Member States, social partners and other stakeholders at international level, 
N	 convinced that the application of the EQF can be successful only if there is cooperation on a basis of trust and transparency when national qualifications are given an EQF reference level, and if the particularities and needs of the individual Member States are properly assessed, as well as if the EQF is created as an instrument for users and stakeholders, in order to give a picture of qualifications gained and sought to those applying it, while preserving self-sufficiency and autonomy of learning,
1	Welcomes the Commission's initiative on modernising, continually improving and reinforcing European education and training systems and of opening consultations with a view to laying down a common reference framework for European certification systems;
2	Welcomes the fact that EQF is built on learning outcomes, reflects the complexity of lifelong learning and stimulates national and sectoral reform processes;
3	Considers that the EQF is a useful means by which to enhance and consolidate mutual trust in the various systems and fully supports its objectives, namely the achievement at European level of transparency in relation to qualifications, mobility for members of the professions and lifelong learning; 
4	Approves the establishment of a system based on common levels, instruments and principles which is both flexible and, at the same time, rooted in the principle of lifelong learning, but calls on the Commission to clarify the relationship between qualification levels, Directive 2005/36/EC, and the provisions for the certification of formal and informal learning, which already exist or are currently being established at national and regional level;
5	Points out that one of the main tasks of the EQF must be to facilitate and promote the transfer of qualifications between different education and training systems, in order to make transnational professional mobility possible and better to meet the requirements of supply and demand in the European labour market; also points out that the EQF represents a suitable broader framework to provide an appropriate translation and communication instrument for establishing a common qualifications framework within Europe;
6	On this basis, notes that the Commission proposal is a correct and necessary approach, even if it does not entirely meet the requirement of a transparent qualifications framework; calls for the eight proposed reference levels of the EQF to be revised and improved; takes the view that their descriptors should be expressed more concisely and comprehensibly and that it is important to distinguish clearly between the various reference levels, so that there can be a clear hierarchy of qualifications; 
7	Stresses that the competences set out in the eight-level descriptors should include knowledge not only of social and ethical, but also of cultural issues;
8	Considers that the organisation and validation of lifelong learning are a matter for the Member States and cannot easily be brought within the purview of the EQF;
9	"Considers that the three horizontal areas (""knowledge"", ""skills"" and ""personal and professional competence"") should also be revised to make them clearer and more comprehensible;"
