A	whereas the Earth's temperature has already increased over the last century and will continue to increase and whereas the economic, social and ecological repercussions of global warming are assuming worrying proportions and it is vital to limit this warming to less than 2°C,
B	whereas the agreement reached at the UN climate summit in Copenhagen in December 2009 is inadequate; whereas the European Union did not manage to play a leading role,
C	whereas the agreement reached at the UN climate summit in Copenhagen in December 2009 is inadequate and disappointing,
D	whereas the Cancun Summit provides a unique opportunity for a substantive dialogue, should adopt legally binding instruments and much stronger verification procedures and should be a key step towards a comprehensive and legally binding operational agreement to help keep global warming well below 2°C,
E	whereas combating climate change is a factor in competitiveness, with Europe's priorities being energy savings and renewable energies that help improve EU energy security and offer major potential in terms of industrial development, innovation, regional development and job creation,
F	whereas subsidised energy and unrestricted CO2 emission in certain countries create a comparative advantage,
G	whereas trade rules are therefore crucial in combating climate change and the EU can influence these considerably as the world's largest trading power,
1	Welcomes the European Council's goal of reducing European greenhouse gas emissions by 80 to 95% by 2050 compared to their 1990 levels, this target being necessary for the EU to regain its leading role in international climate initiatives as other countries have made strong commitments to develop a green economy, notably through their economic recovery plans; strongly supports the objective to cut European emissions by 30% by 2020, which should stimulate other countries to enter into more ambitious commitments;
2	Calls for the conclusion of an internationally binding agreement on climate protection and strongly supports the objective of a 30% reduction in CO2 emissions in the EU by 2020, and the long-term EU objective of reducing emissions of CO2 and other greenhouse gases by at least 85% by 2050;
3	Stresses that developed countries must take the lead in reducing CO2 emissions; believes that the setting-up of standards, labelling and certification are instruments with a huge potential for reducing energy use and thereby addressing climate change; deems that the Clean Development Mechanism (CDM) has failed to address the needs of most vulnerable countries;
4	Advocates stepping up the promotion of renewable energies and that Member State governments follow a consistent policy and establish a binding legal framework enabling the adoption, in the long term, of a phased programme of aid contributing to market opening and to the creation of minimal infrastructures, an element which is essential at a time of crisis and business uncertainty;
