A	whereas the exceptional circumstances of the last two years' financial and economic crisis have called for exceptional measures; whereas the Commission's efforts have helped to stabilise financial markets while at the same time protecting the integrity of the Single Market,
B	whereas in times of crisis it is essential to ensure financial stability, re-establish credit flows and reform the financial system in order for markets to function well, and whereas competition rules should therefore be applied flexibly but strictly,
C	whereas protectionism and non-enforcement of competition rules would only deepen and prolong the crisis,
D	whereas competition policy is an essential tool to enable the EU to have a dynamic, efficient and innovative internal market and to be competitive on the global stage, as well as to overcome the financial crisis,
E	whereas the growing budget deficits and increased levels of public debt in many Member States may slow down economic recovery and economic growth for years to come,
F	whereas Member States' governments, as a response to the financial crisis, have granted a sizable amount of State aid in the form, for example, of guarantee schemes, recapitalisation schemes and complementary forms of liquidity support on bank funding; whereas these measures have provided banks with a significant source of funding and insurance against the risks usually faced by the financial sector,
G	whereas empirical analyses suggest that this State aid has generated a number of effects and distortions, such as a reduction of the spread of private bonds, which need to be taken into account when considering extending the aid or prolonging the exceptional rules currently in force,
H	whereas tax governance is an important factor in maintaining favourable conditions for competition and in enhancing the functioning of the internal market,
I	whereas competition is still imperfect in the energy sector, agricultural production and other sectors,
J	whereas the successful development of SMEs under conditions of free competition is one of the most essential preconditions for overcoming the financial crisis effectively,
1	Welcomes the Report on Competition Policy 2009;
2	Is pleased to note that the Commission was quick to react to the crisis; congratulates the Commission on its effective use of competition policy measures in exceptional circumstances;
3	Continues to support a more active role for Parliament in the shaping of competition policy through the introduction of a co-legislative role; asks for Parliament to be informed regularly of any initiatives in this field;
4	Calls once again on the Commission, as the sole EU-wide competent competition authority, to report to Parliament in detail and annually about the follow-up to Parliament's recommendations and to explain any departure from Parliament's recommendations; notes that the response by the Commission to Parliament's 2008 Competition Report is a mere summary of actions taken and does not provide any insight into the effectiveness of the measures;
5	Stresses that an EU competition policy based on the principles of open markets and a level playing field in all sectors is a cornerstone of a successful internal market and a precondition for the creation of sustainable and knowledge-based jobs;
6	Underlines its calls for consistency between all EU policies and the priorities set out in the EU 2020 strategy for growth and jobs; underscores that this is of special importance as regards competition policy;
7	Stresses the importance of services of general interest in meeting the basic needs of the public; requests the Commission to consider the framework provided by the Lisbon Treaty when concluding its work on applying EU competition rules on services of general economic interest and asks to be closely involved in the Commission's follow-up to the open consultation on State aid rules on Services of general economic interest;
8	Stresses the need to draft clear competition rules that are helpful and useful for SMEs;
9	Points out that SMEs are particularly important for the whole European economy; stresses, furthermore, the major innovation potential of SMEs and reiterates its previous request to the Commission to include a dedicated chapter with a focus on fair and non-discriminatory competition conditions for SMEs;
10	Calls on the Commission to make use of independent, reliable expertise for the evaluations and studies required for the development of competition policy; urges it to publish the results;
11	Asks the Commission to ensure that Article 12 of the Treaty on the Functioning of the European Union, which stipulates that ‘consumer protection requirements shall be taken into account in defining and implementing other Union policies and activities’, is implemented under future internal market legislation;
12	Calls on the Commission, in its annual report on competition policy, to give greater emphasis to the advantages of competition for consumers;
13	Welcomes with interest the Report on the functioning of Council Regulation (EC) No 1/2003 submitted by the Commission five years after its entry into force and, while agreeing that it constitutes a keystone in the process of modernising competition rules and coordinating action by the EU and national authorities, notes the need to overcome differences of opinion concerning the establishment of priorities, important aspects of the development of competition policy and the functioning of cooperation systems in order to ensure more effective implementation;
14	Stresses the need for developing synergies between competition and consumer protection policies, including creating a European form of collective redress for individual victims of competition law violations, based on the opt-in principle and taking into account the criteria laid down in Parliament's resolution of 26 March 2009, stipulating that compensation should be paid to the identified group of people or their nominee only for the damage actually suffered; calls on the Commission to consider the ways in which such a mechanism could be incorporated into existing national legal system
15	Recalls its resolution of 25 April 2007 on the Green Paper on damages actions for breach of the EC antitrust rules
16	Underlines that it has supported the Commission's request for more resources to be allocated to Commission staff in the area of competition in the 2011 budget; asks to be informed about how the additional resources have been used; recalls its request to reassign current Commission staff to the core competences of the Commission;
17	Stresses that the implementation of a successful competition policy and the unrestricted functioning of the internal market are essential preconditions for sustainable economic growth in the European Union;
18	Underlines that the current drive for fiscal consolidation and sustainable recovery should be used by Member States in order to progress towards a more level fiscal playing field;
19	Considers that competition policy should contribute to promoting and enforcing open standards and interoperability in order to prevent technological lock-in of consumers and clients by a minority of market players;
20	Welcomes the temporary State aid rules established in response to the financial and economic crisis, namely the four Communications for the financial sector and the Temporary Framework directed at the other sectors; notes the extension for one additional year of the application of the temporary State aid measures;
21	Is concerned that these measures, which are temporary in nature, might ultimately not be that temporary; emphasises the need to discontinue temporary measures and exemptions as soon as possible, particularly in the automotive sector; urges the Commission to provide clarity on the phasing out criteria that will be used to decide on their possible extension;
22	Calls on the Commission to reconsider whether the existing temporary framework is making an effective contribution to ensuring a level playing field throughout the Union and whether discretionary application of the framework produces an optimal outcome in this respect;
23	Urges the Commission to prepare a detailed evaluation of decisions adopted within the framework of the application of the temporary State aid measures in response to the economic and financial crisis, taking into account the scope, degree of transparency and consistency of the different measures which are based on the framework, and to annex that evaluation to its next annual competition report;
24	Reiterates its request to the Commission to publish, during the course of 2010, a comprehensive report on the effectiveness of State aid granted for ‘green recovery’ and State aid for environmental protection;
25	Stresses the need to restore the competitive position of financial institutions which did not have recourse to the temporary rules on State aid;
26	Calls on the Commission to ensure that banks reimburse State aid as soon as the financial sector has recovered, ensuring fair competition within the internal market and a level playing field with regard to exit conditions;
27	Urges the Commission to clarify the binding restructuring measures related to potential distortive effects resulting in differences in repayment conditions between Member States;
28	Stresses, however, that the ongoing consolidation in the banking sector has actually increased the market share of several major financial institutions and therefore urges the Commission to maintain a close watch on the sector in order to enhance competition in European banking markets, including restructuring plans that require the separation of banking activities in cases where retail deposits have been used to cross-subsidise riskier investment banking activities;
29	Urges the Commission to produce a study which demonstrates the impact of the State aid measures on the economy;
30	Urges the Commission to provide Parliament with a thorough analysis of the impacts on competition of State aid during the crisis;
31	Urges the Commission, following such a comprehensive impact assessment, to implement corrective measures whenever required in order to ensure a level playing field within the single market;
32	Calls on the Commission to undertake a thorough analysis of the consequences of the revised State aid mechanisms adopted in response to the crisis, as regards competition and maintaining a level playing field in the EU, financial reform and job creation;
33	Calls on the Member States to cooperate actively with the Commission in developing and evaluating the temporary rules established in response to the financial and economic crisis by providing timely, detailed reports on their implementation and effectiveness; urges the Commission to conduct an assessment of how they work and to draw up a study on the impact of measures taken by third countries on the European Union;
34	Calls on the Commission to ensure maximum transparency and adhere strictly to the non-discrimination principle in approving State aid and prescribing divestment measures;
35	Asks the Commission to produce a study looking into ECB liquidity support's possible impact in terms of distortion of competition;
36	Calls on the Commission to closely monitor the M3 money supply with regard to State aid that has been approved in order to prevent an unintended overcapitalisation of companies which would subsequently distort competition;
37	Notes that State aid policy is an integral part of competition policy and that State aid control reflects the need to maintain a level playing field for all undertakings carrying out activities in the single market;
38	Stresses that it is important for the Commission to monitor the use of State aid carefully in order to ensure that these support arrangements are not used to protect national industries in a manner detrimental to the internal market and European consumers;
39	Considers it essential, when assessing whether State aid is compatible with the Treaty, to find the right balance between the negative effects of State aid on competition and public finances and its positive effects in terms of common interests;
40	Calls for the establishment of clear criteria for divestments, taking into account the medium-term impact of divestments on the firms involved, namely on growth, innovation and employment as well as in terms of the reduction of those firms' role in the global market;
41	Urges the Commission to carefully inspect fiscal State aid regimes in force in certain Member States to check their non-discriminatory and transparent nature;
42	Calls on the Commission to re-establish and enhance its fiscal State aid unit;
43	Considers that in order to enable the Commission to better identify harmful tax competition regimes, it is essential that the decision on automatic notification of tax rulings taken by the EU code of conduct for business taxation working group in 2002 (Council doc	11077/02) is fully implemented by Member States;
44	Notes with concern that the recovery of illegal State aid remains a lengthy and cumbersome process; encourages the Commission to tighten up procedures further and to keep up the pressure on Member States, in particular on repeat offenders;
45	Urges the Commission to examine the extent to which a too generous allocation of free EUA (European Union Allowances) permits in certain sectors may distort competition, given that these permits, whose efficiency has diminished since the slowdown of economic activity, have generated windfall profits for certain companies while reducing their incentives to play their part in the transition to an eco-efficient economy;
46	Underlines that State aid should be channelled primarily into promoting common-interest projects within the Union, such as the deployment of broadband and energy infrastructures;
47	Welcomes the adoption of the Guidelines for broadband networks which cover State aid for basic broadband networks (ADSL, cable, mobile, wireless or satellite broadband services) and support for very high speed NGA networks (fibre-based or advanced upgraded cable networks at the current stage), and asks the Commission and Member States to disseminate and promote best practices and increase competition;
48	Calls on the Commission – bearing in mind that completion of the internal market for all transport modes is needed – to publish a report with an overview of all State aid offered to the public transport sector;
49	Reiterates its support for the Commission guidelines on State aid for environmental protection in the field of transport, with a view to bolstering sustainability in the European transport sector; encourages the Commission to enhance the incentive-based nature of the State aid authorised in the field of transport;
50	Welcomes the firm stance the Commission has taken on anti-competitive behaviour in recent years;
51	Welcomes the extension of the Vertical Block Exemption Regulation, since this ensures a balance between manufacturers and distributors; points out, however that the Commission has failed to take sufficient account of the specific circumstances relating to online sales,  particularly with regard to the Digital Agenda and in view of its current efforts to complete the internal market for e-commerce;
52	Points out in particular that, in the light of the market monitoring measures currently being followed by the Commission, the admissibility under antitrust legislation of joint purchases by large distributors operating at international level is debatable;
53	Points out, however, that non-compliance with the binding duration of competition clauses is in fact not at all uncommon, and calls on the Commission to pay particular attention to such inadmissible practices;
54	Invites the Commission to consider, within the integrated regulatory framework on the protection of intellectual property rights, the use of competition legislation as a tool for preventing any abuse of IPRs;
55	Urges the Commission, in order to ensure the proper functioning of the internal market and the uniform application of competition rules in the EU, to take due notice of the rulings of the national courts in the application of competition law and to this end to adopt any measures necessary to achieve this objective;
56	Recalls that cartels represent some of the most serious violations of competition law; believes that such infringements of competition law run counter to the interests of EU citizens since they do not allow consumers to benefit from lower prices;
57	Reiterates its call on the Commission to improve coordination between the competition law approach and the consumer law approach in its initiatives;
