A	whereas the economic crisis – and its consequences in terms of the imposition of austerity measures and budget cutbacks –, demographic changes, rapid technological change and the resulting demand for new skills pose serious challenges to, and call for far-reaching reforms in, Europe's higher education systems, which must not have a detrimental effect on the quality of education;
B	whereas, in a knowledge-based society, the future hinges on education, research and innovation;
C	whereas individuals must be supported in re-thinking their careers and need to widen as well as update their skills and knowledge at an ever faster rate in order to meet the challenges of the labour market, bearing in mind that there is a difference between vocational study programmes, where European harmonisation is feasible and desirable, and humanities courses, where there should continue to be substantial freedom and autonomy in study and research programmes with regard both to the historical and cultural differences among the Member States of the European Union and to the diversity of higher education institutions in terms of teaching and of their specific missions;
D	whereas the Europe 2020 Strategy states that, by 2020, 40 % of 30-34-year-olds in Europe should complete higher education or equivalent studies, given the estimate that 35 % of all jobs in the EU will require such qualifications; notes, however, that in 2010 only 26 % of the workforce in the EU had attained this qualification level;
E	whereas more than 21 % of young people in the EU are unemployed;
F	whereas in the EU in 2010, 16,5 % of young people were not in education or the labour market;
G	whereas in the EU in 2010, unemployment of tertiary education graduates stood at 5,4 % compared with more than 15 % among those with only lower secondary education; whereas, on the other hand, it is taking longer and longer for the majority of those graduates to find secure employment;
H	whereas over 60 % of university graduates are women, but the majority of senior positions in universities (e.g	postdoctoral positions and professorships) are still held by men; 
I	whereas only 13 % of institutions in the higher education sector are headed by women and only 9 % of universities have a female head of staff, and whereas women therefore have considerably less influence with regard to research decision-making;
J	whereas 75 of the top 200 universities worldwide are to be found in the EU Member States;
K	whereas only 200 of Europe's 4 000 higher education institutions rank among the top 500 in the world;
L	whereas universities have been an important resource in Europe for almost a millennium, whereas the importance of their role in the progress of society should not be reduced to their contribution to the economy, and whereas their development should not depend solely on their ability to adapt to the economic needs of the current economic model;
M	whereas equal access for all young people to higher education and training should be encouraged;
N	whereas universities encourage individual autonomy and creativity and play a very important role in the promotion of knowledge, and whereas the Member States should therefore make every effort to ensure that higher education is widely accessible without discrimination, particularly on social, economic, cultural, racial or political grounds;
O	whereas education, especially higher and tertiary education, is responsible for shaping the attitudes and values that underlie civil society;
P	whereas the national legislation of the respective Member States considers higher education to be a fundamental tool for determining the future of EU citizens;
Q	whereas education is the responsibility of the Member States, and whereas it is important to ensure that higher education institutions receive financial support, first and foremost through the provision of adequate public funding;
R	whereas the creation of a European Higher Education Area (EHEA) is a significant development that could contribute to European integration while respecting the diversity of education in the various EU Member States and the goals of higher education in relation to society;
S	whereas the European Union has an important role to play in strengthening this area while drawing on the efforts and cooperation of the Member States in this regard;
1	Calls on higher education institutions to integrate lifelong learning into their curricula, with the help of economic assistance and different study programmes, and to adapt to a student base that includes adults, elderly people, non-traditional learners, full-time students who have to work while studying and people with disabilities, and therefore calls on higher education institutions to implement programmes aimed at removing existing obstacles and barriers;
