A	whereas European transport policy directly affects EU citizens in many situations in daily life, and whereas a genuine Single European Transport Area eliminating all barriers between transport modes and national systems and free of distortions of competition and social dumping would benefit them considerably;
B	whereas the transport sector is of major importance for the development of the European Union, its regions and its towns, as it accounts for some 5% of GDP and provides some 10 million jobs; whereas it is crucial to maintain the EU's capacity to develop and innovate in areas, such as mobility, transport and logistics, which  are  decisive for Europe's position as an industrial and economic centre and its global competitive position; whereas small and medium-sized enterprises play a particularly important role in the transport sector;
C	whereas the future European transport and mobility policy should integrate the 20-20-20 targets for the period to 2020 as a primary basis for decision-making in this field, 
D	whereas transport can make a significant contribution to the EU 2020 Strategy, particularly with regard to employment, sustainable economic growth, research, energy, innovation and the environment, bearing in mind that safety and environmental protection must be promoted more consistently and should be coordinated more closely;
E	whereas certain goals of the last White Paper were not reached, and the goals set should therefore be regularly checked and assessed;
F	whereas carriers should not be competitors, but should complement one another in a context of efficient co-modality, under the guiding principle of an efficient modal distribution of carriers;
G	whereas the targets for modal transfers cannot be achieved by means of legislation, but only by exploiting a functioning infrastructure, intrinsic advantages and strengths and incentives;
H	whereas it is essential to ensure the successful development of the Trans-European Transport Network (TEN-T), effectively link the transport networks of all EU regions and eliminate disparities between the levels of infrastructure development in the EU Member States, 
I	whereas the transport sector and cross-border infrastructure continue to face many historical and geographical obstacles (different track gauges or impregnable barriers in the form of mountain ranges such as the Alps, the Pyrenees or the Carpathians) that produce ‘frontier effects’, which can often be easily remedied and should therefore be reduced;
J	whereas differences among regions in Europe (peripheral situation, infrastructure, landscape, population density, socio-economic situation) give rise to widely differing problems which need flexible solutions;
K	whereas the opening-up of transport markets should be made conditional on the development of all the regulatory safeguards needed to guarantee that it will result in better quality services, training and employment conditions;
L	whereas the EU should set consistent standards for all carriers, with particular regard to safety, technology, environmental protection and working conditions, while taking into account the fact that, in sectors where global rules apply de facto, effective regulation can be achieved through the relevant international fora;
M	"	whereas the legislation adopted in the field of transport must be correctly, consistently and rapidly transposed, implemented and enforced;"
1	Welcomes the 2011 White Paper, but notes that major goals of the 2001 White Paper were achieved either only in part or not at all, and proposes:
2	Calls on the Commission to put forward, by 2013, a proposal on social and working conditions in order to facilitate the creation of a genuinely integrated European transport market and, at the same time, enhance the attractiveness of the sector for workers; this proposal should be based on an in-depth analysis of the current situation with regard to social and working conditions in all transport modes and the degree of harmonisation between the laws of the Member States, and on an assessment of the impact of developments on the transport labour market over the period to 2020; this proposal should increase employment and improve the situation of workers throughout the transport sector and take account of new technologies and logistical services which can be used to improve transport services in general and for disabled people in particular;  
3	Asks the Commission to submit, by 2013, on the basis of the information provided by the Member States, a coherent, quantitative analysis of the current situation with regard to the level of infrastructure, the density of the transport network and the quality of transport services in all EU Member States; this will provide an overview of the current situation in the EU27, highlight inequalities in the development of transport infrastructure between the Member States and their regions and outline the way transport infrastructure across all modes is currently funded and future investment priorities;
4	Is aware of the major contribution made by the transport sector to industrial policy, competitiveness and the EU's trade balance; notes that in 2009 exports of machinery and equipment in the transport sector totalled EUR 454,7 billion, accounting for 41,5% of all exports from the EU27; notes, further, that in 2009 the EU registered its biggest trade surpluses in the areas of machinery and equipment in the transport sector (EUR 112,6 billion) and transport services (EUR 21,5 billion);
5	Approves the 10 goals for a competitive and resource-efficient transport system and the targets set in the White Paper for 2050 and 2030, but considers that more specific provisions are required for the period to 2020 with regard to funding – in view of the economic situation of individual Member States – and the general challenges facing transport in the field of energy and the environment, and therefore calls on the Commission to draw up legal rules to achieve a 20% reduction in emissions of CO
6	Stresses that the aim should be to complete the European internal transport market by further opening-up transport networks and markets, taking into account economic, employment, environmental, social and territorial aspects, and calls on the Commission to ensure that proposals on the opening-up of services in all transport markets do not lead to social dumping, poorer-quality services, monopolies or oligopolies; stresses that guidelines on state aid for seaports are still urgently needed;
7	Highlights the as yet insufficiently explored potential of transport in many areas, and insists on the importance of a single European transport area, with interconnection and interoperability, based on genuinely European management of transport infrastructure and systems achieved by eliminating ‘border-effects’ between Member States in all transport modes, in order to enhance the competitiveness and attractiveness of the entire European Union; stresses the importance of territorial cohesion and, in particular, the accessibility problems facing the outermost regions, islands, landlocked and peripheral regions and good connections between Member States and their neighbouring countries; 
8	Stresses that efficient co-modality in passenger mobility and goods transport throughout the entire chain of transport and logistics services – measured in terms of economic efficiency, environmental protection, energy security, social, health and employment conditions, safety and security, and taking account of territorial cohesion and the geographical environment in individual countries and regions – should be the guiding idea for future transport policy; takes the view that transport modes must complement one another and interact and that the parameters outlined above should be used to determine the current and future modal distribution in countries and regions, according to their individual possibilities; considers, further, that use of sustainable means of transport should be systematically promoted, also for short and medium distances;
9	Notes the Union's high degree of dependence on imported fossil fuels, whose supply from outside the Union entails significant risks in terms of the Union's economic security and in terms of the flexibility of its external policy options, and calls on the Commission to define and regularly measure the Union's security of external energy supply ;
10	Highlights the importance of developing the transport infrastructure of new Member States, including the road infrastructure, in order to establish a single European transport area and of connecting their transport networks with those of neighbouring states; calls on the Commission to include the transport infrastructure development needs of new Member States in its future multiannual financial framework, so that, by 2025, the transport infrastructure of the new Member States reaches the level of the other Member States; 
11	Welcomes and supports the Commission's proposal on the ‘Connecting Europe Facility’ and the Project Bonds Initiative, and calls on the Member States to implement the core network, since the TEN-T concept should provide for a limited number of sustainable projects with European added value and with greater and realistic funding; urges that: 
12	Stresses that establishing good transport infrastructure and good levels of access to it will make all regions economically stronger and more attractive to direct investment, thereby enhancing both their own competitiveness and the competitive position of the EU as a whole in the longer term and ensuring that the internal market develops properly and the goal of territorial cohesion is achieved;
13	Points out that transport networks play a leading role in spatial planning policies; stresses the particular importance of major transport infrastructure, such as high-speed railways, in boosting local development; considers that the macro-regions and the strategies for their development have the potential to play a more active role in the implementation of a coordinated, effective and sustainable transport policy; recalls the importance of drawing up, planning and implementing joint transport infrastructure strategies, as well as the need to disseminate best practices in the field of transport; stresses that EU citizens and enterprises will be direct beneficiaries of a single European transport area which has as its goals a reduction in the time and resources taken up by freight and passenger transport and closer integration of the markets; 
14	Notes that the same risk-appropriate security standards, harmonised at European level, should apply to all forms of passenger and goods transport, and calls for a proposal to fund compliance with this requirement; takes the view that, in the case of maritime and air transport, international coordination should be a prerequisite, and that existing rules should be reviewed and, if necessary, revised by 2015 and progressively integrated into agreements with third countries;
15	Stresses the importance of a coherent strategy for making the transition to alternative and renewable energies for transport, and highlights the fact that the goals set could be achieved using an energy mix and existing methods for saving energy; points out that this transition requires specific infrastructure and corresponding incentives and that the reduction goals should be formulated in a technology-neutral manner;
