1	Points out that the European Union needs to develop its strategic autonomy through a strong and effective foreign, security and defence policy in order to promote peace and international security, to defend its interests in the world, to protect the security of its own citizens, to contribute to effective multilateralism, to advance respect for human rights and democratic values worldwide, and to safeguard world peace;
2	Recognises the need for the EU to pursue these objectives through multilateral cooperation in international organisations, above all the United Nations, and through partnerships with other key players in accordance with the United Nations Charter, the principles of the Helsinki Final Act and the objectives of the Paris Charter;
3	Reiterates the need for a reform of the United Nations Organization in order to make it capable of fully meeting its responsibilities and acting effectively in providing solutions to global challenges and responding to key threats;
4	Reiterates the importance of the transatlantic relationship and recognises the need for coordination of actions between the ESDP and NATO, but at the same time stresses the need for a more balanced partnership, without competition and with respect for each others' autonomy and mutual understanding where there are diverging strategic considerations;
5	Considers that many of the new threats are not simply military and cannot be tackled by military means alone;
6	Notes that this policy has to combine the use of both civilian and military assets and capabilities, and that it requires close and seamless cooperation between all stakeholders;
7	"Embraces the concept of the ""responsibility to protect"", adopted by the UN in 2005, and the concept of ""human security"", which is based on the primacy of the individual and not of the state; underlines that these concepts entail both practical consequences and strong political guidelines for the strategic orientation of European security policy in order to be able to act effectively in crises; highlights, nevertheless, that there is neither an automatic obligation nor the means available for the EU to deploy ESDP missions, be they civilian or military, in all crisis situations;"
8	Stresses that the pooling of efforts and capabilities at the EU level is crucial in overcoming the combined effects of the increasing costs of defence equipment and the existing limits on defence spending;
9	Notes that a common defence policy in Europe requires an integrated European Armed Force which consequently needs to be equipped with common weapon systems so as to guarantee commonality and interoperability;
10	Stresses that transparency and cost-efficiency, as well as parliamentary accountability and observance of international human rights law and humanitarian law, are crucial in order to ensure public support for European defence; stresses in this connection the particular importance of effective parliamentary scrutiny of the ESDP in the form of close cooperation between the European Parliament and the parliaments of EU Member States;
11	Considers that the updated ESS and the future new NATO Strategic Concept should be mutually coherent and that this should be reflected in the Declaration which will be adopted on the occasion of the summit marking the 60th anniversary of NATO, to be held in Strasbourg and Kehl on 3 and 4 April 2009;
12	Stresses that full and timely implementation of the ESS is of key importance;
13	Welcomes the Council's report on the implementation of the ESS; notes, however, that because many of the goals of the ESS in 2003 remain largely unfulfilled, the EU – reinforced by the Treaty of Lisbon – should play a more decisive role in boosting the legitimacy, transparency and effectiveness of the institutions of global governance;
14	Welcomes the launch of the above-mentioned ESDP operation Atalanta against piracy off the Somali coast; reminds the Council, the Commission and the EU Member States, however, that the reasons for the problem of piracy in that region are deeper rooted, including as they do poverty in a failed state, and demands more profound European actions to tackle those problems;
15	In relation to the kidnapping and murder of hostages by Islamic terrorists, underlines the need for enhanced cooperation and coordination of anti-terrorist policy as between EU Member States, the USA and NATO, aiming in particular at improving the effectiveness of rescue operations launched with a view to saving hostages' lives;
