A	whereas the Lisbon Treaty marks a new period for the Union which calls for the adjustment of our goals and strategies and of the EU budget in order to fully implement the Treaty,
B	whereas the inclusion in the Lisbon Treaty of a specific chapter on energy now means that there is a firm legal basis for developing energy initiatives based on sustainability, security of supply, the interconnection of networks and solidarity,
C	whereas the Union faces the problem of delayed or incomplete implementation of energy legislation and a lack of coordinated energy strategies, which calls for strong leadership from the Commission to bridge this gap, alongside a visible and convincing demonstration of Member State determination and support,
D	whereas Europe continues to become more dependent on imports of foreign sources of energy, notably fossil fuels, whereas dependence on oil is particularly high and will increase in the future, and whereas the EU's energy policy must therefore have an international dimension,
E	whereas living standards and economic competitiveness depend on the price and availability of energy,
F	whereas the EU's energy policy should help it honour its commitment to reduce greenhouse gas emissions,
G	whereas major energy investments are needed, notably in new power plants, interconnections and grids, within the next decade, and whereas, given that these investments will shape the energy mix for an even longer period, steps should be taken to ensure that they allow for the transformation to a sustainable economy; whereas this will require a further diversification of financing instruments or, potentially, new market arrangements, especially in those regions most isolated in energy terms,
H	whereas there are substantial biomass resources available in the EU27 to manufacture significant quantities of second-generation biofuels,
I	whereas coal will continue to be an important primary source of energy supply for the public and the economy,
J	whereas investments in the energy sector are very capital intensive, and there is a need to create a stable long-term regulatory framework which enables companies to take environmentally and economically sound investment decisions, and whereas this should on no account entail distortions of competition,
K	whereas the EU's ambitious long-term emissions reduction goal should be set in the context of a global deal on climate change, in order to maximise the EU's positive contribution to the international negotiations and to minimise the risks of carbon leakage and loss of competitiveness for European industries,
L	whereas energy network infrastructure needs to be financed first and foremost from energy tariffs; whereas, however, EU funding and support might also be needed where markets alone cannot finance such investments, in order to establish properly functioning networks and open up European energy markets, mainly in the least developed regions,
M	whereas the economic downturn following the financial crisis has delayed investment in the energy sector; whereas, however, the crisis can also offer an opportunity for Europe to reform,
N	whereas a sustainable and dynamic economy should strive to decouple economic growth from energy consumption, notably by increasing energy efficiency per unit of output,
O	whereas the Commission also stated its intention to assess in 2009 the global LNG situation and identify gaps with a view to proposing an LNG action plan,
1	Welcomes the Commission stocktaking document entitled ‘Towards a new Energy Strategy for Europe 2011-2020’ as a first step towards a comprehensive EU energy policy in the context of the EU's 2020 strategy;
