A	whereas companies should not be considered a substitute for public authorities when these fail to exercise control over compliance with social and environmental standards,
1	Is convinced that increasing social and environmental responsibility by business, linked to the principle of corporate accountability, represents an essential element of the European social model, Europe's strategy for sustainable development, and for the purposes of meeting the social challenges of economic globalisation;
2	Welcomes the fact that the Commission communication on CSR enables new impetus to be given to the EU debate on corporate social responsibility (CSR) but notes the concerns expressed by some key stakeholders about the lack of transparency and balance of the consultation procedure undertaken before adoption;
3	Recognises that a debate remains open among different stakeholder groups on an appropriate definition of CSR and that the concept of 'beyond compliance' may enable some companies to claim social responsibility while at the same time not respecting local or international laws; believes that EU assistance to the governments of third countries in implementing social and environmental regulation consistent with international conventions, together with effective inspection regimes, are a necessary complement to advancing the CSR of European business worldwide;
4	Recognises the Commission definition that CSR is the voluntary integration of environmental and social considerations into business operations, over and above legal requirements and contractual obligations; believes that CSR policies should be promoted on their own merits and should represent neither a substitute for appropriate regulation in relevant fields, nor a covert approach to introducing such legislation;
5	Notes that the variety of voluntary CSR initiatives could be perceived as an obstacle to the adoption of CSR policies as well as a disincentive for companies to pursue more credible CSR actions or more ambitious CSR policies, though it could be argued that such variety provides companies with further inspiration; calls on the Commission to encourage the dissemination of good practices resulting from voluntary CSR initiatives; believes that the Commission should also consider establishing a list of criteria for enterprises to respect if they claim to be responsible;
6	Believes that the credibility of voluntary CSR initiatives is further dependent on a commitment to incorporate existing internationally agreed standards and principles, and on a multi-stakeholder approach, as recommended by the MSF, as well as on the application of independent monitoring and verification;
7	Believes that the EU debate on CSR has approached the point where emphasis should be shifted from 'processes' to 'outcomes', leading to a measurable and transparent contribution from business in combating social exclusion and environmental degradation in Europe and around the world;
8	Recognises that many companies already make a considerable and increasing effort to meet their social responsibilities;
9	Notes that markets and companies are at different stages of development across Europe; considers, therefore, that a one-size-fits-all method for corporate behaviour is not appropriate and will not lead to a meaningful uptake of CSR by companies; considers, furthermore, that emphasis should be placed upon the development of civil society and in particular consumer awareness about responsible production to promote the uptake of corporate responsibility which is both long-lasting and of relevance to the particular national or regional context;
10	Points out that CSR should tackle new areas such as lifelong learning, the organisation of work, equal opportunities, social inclusion, sustainable development and ethics, so as to operate as an additional instrument for managing industrial change and restructuring;
11	Notes the Commission's decision to set up a European Alliance for Corporate Social Responsibility in partnership with several business networks (Alliance); recommends that the Commission itself ensure a single point of coordination to maintain awareness of the Alliance's membership and activities, as well as agree clear objectives, timetables and strategic vision to inform the work of the Alliance; encourages European companies and third-country companies operating in Europe, large and small, to embrace that initiative, and the Alliance to be enhanced through the participation of other stakeholders;
12	Believes that social dialogue has been an effective means of promoting CSR initiatives and that European works councils have also played a constructive role in developing best practices in relation to CSR;
13	Suggests that a substantial increase in the uptake of CSR practices amongst EU companies, the development of new models of best practices by genuine leaders among companies and trade union bodies regarding different aspects of CSR, the identification and promotion of specific EU action and regulation to support CSR, and the assessment of the impact of such initiatives on the environment and on human and social rights could comprise the Alliance's core benchmarks of success; suggests also that a deadline of two years be set for completion of the work of the 'laboratories' set up under its umbrella as suggested by CSR Europe;
14	"Notes that reconvening the MSF was a late addition to the Commission communication on CSR and that measures need to be taken to build the confidence of different stakeholders in the fact that a genuine dialogue will take place leading to a real impact of EU policies and programmes to incentivise and apply CSR in EU business; believes that lessons should be learnt in relation to the two years during which the MSF previously operated, which were positive in terms of the ""no fame, no shame"" rule and in particular the use of independent rapporteurs; points out, however, that improvements are needed in relation to consensus-building; also urges the case for Commission representatives to engage more actively in the debate;"
15	Calls on the Commission to invite representatives from a number of national, regional and local governments committed to using procurement and other public policy tools to advance CSR to form their own laboratory within the framework of the Alliance and to integrate its findings in the future work of the Alliance;
16	Backs efforts by the Commission to extend membership of the MSF to include investors, the education sector and public authorities, whilst insisting that there must remain the opportunity for a sustained dialogue to achieve agreed goals;
17	Calls on the Commission to encourage, in the monitoring of progress of CSR, greater female participation in the MSF and the exchange of information and good practices in the field of gender equality;
18	Supports calls for mandatory disclosure for corporate and other lobbyists and for balanced access between business groupings and other stakeholder groups towards EU policy-making itself;
19	"Welcomes the objective of the Commission communication on CSR to link CSR to the economic, social and environmental aims of the Lisbon strategy, precisely because it considers that a serious approach to CSR by companies may contribute both to increasing job numbers and improving working conditions and ensuring respect for workers"" rights and promoting research and development as regards technological innovations; supports the principle of 'responsible competitiveness' as an integral part of the Commission's Competitiveness and Innovation Programme (CIP); challenges European companies to include in their reporting how they are contributing to the Lisbon objectives;"
20	Recognises that effective competition rules, inside and outside Europe, are an essential element of ensuring responsible business practice, in particular by enabling the fair treatment of and access for locally-based SMEs;
21	Reiterates that the implementation, within CSR, of responsible and non-discriminatory recruitment practices that promote the employment of women and disadvantaged persons contribute to the achievement of the Lisbon objectives;
22	Notes a contradiction between competitive sourcing strategies by companies seeking continuous improvements in flexibility and cost on the one hand and voluntary CSR commitments seeking to avoid exploitative employment practices and promote long-term relationships with suppliers on the other; welcomes further dialogue on this point;
23	Suggests, in this connection, that the assessment and monitoring of European companies acknowledged as being responsible be extended to cover their activities and those of their subcontractors outside the European Union in order to ensure that CSR also benefits third countries and in particular developing countries, in accordance with the ILO conventions concerning, in particular, the freedom to form trade unions, the ban on child labour and that on forced labour, and more specifically those relating to women, migrants, indigenous peoples and minority groups;
24	"Recognises CSR as an important driver of business and calls for the integration of social policies such as the respect for workers"" rights, a fair wages policy, non-discrimination, and lifelong learning, and environmental issues focusing particularly on the dynamic promotion of sustainable development, both in support for new products and processes through EU innovation and trade policies, as well as in drawing up sector, sub-regional and city-based competitiveness strategies;"
25	Emphasises that undertakings demonstrating social responsibility make an important contribution towards redressing the inequalities that affect, in particular, women and disadvantaged persons, including disabled people, on the job market, not least as regards access to employment, welfare benefits, training, career development and a fair wages policy; emphasises that undertakings should conduct their recruitment policy in accordance with Council Directive 76/207/EEC of 9 February 1976 on the implementation of the principle of equal treatment for men and women as regards access to employment, vocational training and promotion, and working conditions(17);
26	Welcomes the trend in recent years for larger companies to publish voluntary social and environmental reports; notes that the number of such reports has been rising since 1993 but has now become fairly static and that only a minority of the reports use internationally accepted standards and principles, cover the company's full supply chain or involve independent monitoring and verification;
27	Reminds the Commission of Parliament's invitation to put forward a proposal to amend the Fourth Council Directive 78/660/EEC of 25 July 1978 based on Article 54(3)(g) of the Treaty on the annual accounts of certain types of companies (the Fourth Company Law Directive)(18) so that social and environmental reporting is included alongside financial reporting requirements; considers that it is important to raise awareness of the provisions concerning social and environmental reporting within the 2001 Commission Recommendation 2001/453/EC on environmental disclosure, Directive 2003/51/EC on accounts modernisation, and Directive 2003/71/EC(19) on prospectuses; supports the timely transposition of the Recommendation and Directives in all Member States, and calls for studies into their effective implementation in order to develop such awareness;
28	Recognises the current limitations of the CSR 'industry' in relation to corporate behaviour measurement, social audit and certification, especially in relation to cost, comparability and independence, and believes that it will be necessary to develop a professional framework including specific qualifications in this field;
29	Recommends that the Commission extends the responsibility of directors of companies with more than 1 000 employees to encompass the duty for the directors themselves to minimise any harmful social and environmental impact of companies' activities;
30	Reiterates its support for the EU's Eco-Management and Audit Scheme, in particular its requirement for external verification and the obligation on Member States to promote the scheme, and believes that there is scope for developing similar schemes concerning the protection of labour, social and human rights;
31	Supports the Code of Good Practice of the International Social and Environmental Accreditation and Labelling Alliance, as a leading example of promoting collaboration between existing labelling initiatives, in preference to the creation of new social labels at the national or European level;
32	Calls on the Commission to implement a mechanism by which victims, including third-country nationals, can seek redress against European companies in the national courts of the Member States;
