A	Whereas a considerable number of recommendations formulated in the Parliament's last three resolutions on the broad economic policy guidelines (BEPGs) have not been taken on board; whereas new and significant factors have arisen since the adoption of the Parliament's latest resolution; whereas many of the previously identified long-term challenges have acquired a new urgency; whereas the EU's economy continues to experience slower growth and seems less well prepared for globalisation than those of its main competitors,
B	Whereas globalisation is a revolutionary phenomenon that questions our conventional use of available resources, allows emerging economies to import capital, skills and technology and to compete in an increasingly interconnected world, increases migratory flows, changes the traditional patterns of international trade, and gives the financial economy an unprecedented importance over the real economy; whereas the importance of the financial economy makes 'confidence' a key factor and creates a new need for efficient supervision and closer cooperation in order to guarantee economic stability;
C	Whereas the following new significant factors have arisen since the Parliament's last resolution on the BEPGs was adopted in May 2005: difficulties concerning the ratification of Constitutional Treaty; the adoption by the European Council of the EU's 2007-2013 Financial Perspective without the agreement of the Parliament; the first two interest rate rises by the ECB in over 5 years; the reform of the Stability and Growth Pact with 12 Member States having budget deficits of over 3%; the adoption of the Member States' NRPs; a raised awareness of the world-wide energy shock and related geopolitical tensions; the negotiations concerning Estonia, Lithuania and Slovenia's applications to join the euro zone in 2007; and the need to boost the priorities of the Doha WTO round following the slowdown of negotiations in Hong Kong;
D	Whereas the relative decline of the European economy can be linked to: an inappropriate regulatory framework combined with a lack of structural reform, which renders our economy less flexible than those of our main competitors, stagnant domestic demand, a lack of business dynamism and weak labour markets as a result of slow demographic growth, low employment rates, and poor productivity growth; whereas poor growth is caused by lack of investment, insufficient innovation and a misalignment of labour supply and demand on account of the incapacity of our poorly financed educational and training systems to adapt our workers to an ever-shifting world;
E	Whereas, moreover, since the adoption of the Parliament's last resolution, the following challenges have gained greater recognition: the ever-increasing ageing of the population; migratory tensions at the EU's borders and internal problems because of insufficient assistance for the integration of second-generation immigrant populations; the exponential growth of third-country imports in some sectors as well as business delocalisation and outsourcing; an increasing demand for resources such as crude oil, natural gas, coal and iron by China and other emerging economies; increasing EU dependence on energy imports coming from unstable regions; and risks caused by global macroeconomic imbalances;
1	Calls on the Commission, the Council and the Member States to adopt those recommendations included in the Parliament's last three resolutions on the BEPGs but not yet taken on board, namely, the transposition of the internal market directives; the adoption of deficit-reducing measures by Member States with excessive deficits; a common communication policy on citizens' insecurity as regards globalisation; a structural reform action plan, comprising the obstacles to tackle, the actions to take, and a time line; the full implementation of the SME Charter, in particular as regards a more favourable tax regime and more investment in research and innovation for SMEs;
2	Welcomes the Key Issues paper for the ECOFIN Council and supports the Commission's choice in focusing on four fundamental areas (knowledge and innovation; business potential; globalisation and demographic change; and an efficient energy market), which should be implemented through the Integrated Guidelines; moreover, shares the view that higher and sustainable growth in our economies will only come about through the mutual reinforcement of stability and growth-oriented macro-economic policies and structural reforms, including more effective economic coordination; welcomes the Commission's intention to propose a roadmap outlining the steps required and key dates for the completion of these four actions by the end of 2007;
3	Believes that the ongoing period of reflection on the Constitutional Treaty should tackle: the current framework of macroeconomic governance, such as it was already discussed by the Convention's Economic Governance Group; the economic and social objectives of the EU; the extension of co-decision procedures to economic policy issues; the responsibility of the ECB, while respecting its independence; the co-ordination of economic policies and the role of the Eurogroup in this context; the procedure to handle excessive deficits; the competence of the EU in tax matters; the implementation of a call-back right for the Parliament in the context of the comitology procedure by 1 April 2008 at the latest; and the representation of the euro zone within international institutions;
4	Welcomes the merger in the Integrated Guidelines of the BEPGs and the employment guidelines but considers that the Commission's APR on the Lisbon process and other documents linked to the Open Method of Coordination should also be combined and debated together; believes that the BEPGs must be given the same legislative status as the employment guidelines and that the roles of the Parliament and the Commission in this respect need to be redefined;
5	Asks the Commission to investigate the feasibility of adopting EC legislation in order to achieve a uniform definition of tax residence - applicable to EU citizens resident within and outside the EU - linked to the concept of citizenship of the EU; an EU Convention on double taxation (mirroring Article 293 of the EC Treaty); and the inclusion in EC law of the principle of non-discrimination with regard to taxation as defined in the judgments of the Court of Justice of the European Communities;
6	"Welcomes the obligation that Member States now have to present annual NRPs structured around the 24 Integrated Guidelines; considers that economic performance in this regard could be further improved if the Commission identified and promoted best practices derived from NRPs and by establishing an annual league table showing the best and worst performing countries, as proposed in the Kok Report; calls for a deeper analysis of the structural reform policies of the last decade in order to clarify the reasons for ongoing slow growth and insufficient productivity;  calls for a ""smart-growth strategy"", bringing together the EU's fragmented economic policy approaches  into a coherent strategy, in order to strengthen the EU's potential with respect to a new generation of products and production methods, integrating information and communication technologies and resource-efficient technologies for sustainable development;"
