A	whereas the abovementioned Commission communication outlines, on the basis of a detailed screening of the competitiveness of 27 individual sectors, a work programme for industrial policy in manufacturing industries for the coming years,
B	whereas a dynamic and highly competitive industrial sector and high social and environmental standards are the ingredients of the European model of economic development,
C	whereas the EU manufacturing industry provides around 20% of EU output and employs some 34 million people more than half of which work in small and medium-sized enterprises (SMEs),
D	whereas the Council recognises the importance of the manufacturing industry as a generator of new and innovative products,
1	Welcomes the Commission communication, which sets out a policy framework and an enhanced work programme for the manufacturing industries for the coming years; considers this communication a major building-block for shaping a sound and balanced industrial policy by combining concrete sectoral actions with cross-sectoral policy initiatives;
2	Recognises the important role of the manufacturing industries in the EU; points out that manufacturing, services and trade are strongly and increasingly interlinked in the modern business environment; strongly supports, therefore, the development of a coherent industrial policy at European level to tackle the challenges of globalisation;
3	Recalls that the EU must aspire to remain a major industrial power, and not merely confine itself to developing its services sector;
4	Considers that the EU should take care to ensure the joint development of competitiveness strategies in the industrial and service sectors and promote good practice as regards the entrepreneurial environment and entrepreneurship, including corporate social responsibility and equal opportunities for men and women;
5	Recalls that the objectives of the Lisbon strategy are minimum objectives which the Member States should commit themselves to upholding; notes that, recently, several Member States adopted national policies to strengthen manufacturing industries; believes that isolated national policies could hamper the development of a European industrial policy and that better coordination between actions taken by the Member States and Community actions could strengthen both; therefore urges the Commission and the Member States to devise mechanisms to effectively coordinate actions in this field, involving governments, industry and stakeholders at European, national and regional level;
6	Notes that, without government action, it will be impossible to establish a framework for industry which is stable and attractive and affords legal certainty; points out that the work of a modern public sector is vital for dealing with infrastructure and fostering both education and innovation;
7	Considers that the Community policy of aid and support for national industrial policies must aim to develop European Flagships for Excellence, creating synergies between the skills of local labour markets and research centres, without neglecting a political and macroeconomic environment which is geared to development, and as a means of promoting greater investment and creating wealth and high-quality jobs with rights; welcomes the fact that the Commission communication gives a definition of a European industrial policy; stresses, however, that this approach must not be purely horizontal but that there is also a need to think in sector-specific terms;
8	Reminds the Commission of the need to mainstream energy -saving and efficiency measures in all policy areas; notes that energy costs are a major factor in many industries and calls, therefore, on the Commission to propose specific measures and programmes in this respect as part of  its industrial policy;
9	"Supports the initiatives set out in the Commission communication; welcomes the detailed analysis of the 27 sectors and the clear focus in the recommendations; sees, however, the concrete implementation of the initiatives as the current challenge; believes that, to guarantee coherent implementation in the long term, the initiatives proposed will need to be coordinated within one directorate-general, the Directorate-General for Enterprise and Industry, and one Council configuration, the ""Competitiveness"" configuration; in this respect, calls on the Commission to inform the European Parliament of the progress achieved in relation to the initiatives before the end of 2006; calls on the Commission also to consider the possibility of a systematic evaluation and regular assessment of the benefits and added value of initiatives such as high-level groups, innovation panels and working parties in those sectors in which they operate;"
10	Encourages the Commission to pay adequate attention to all sectors of the manufacturing industries and, where necessary, to fill in the gaps, both with regard to the analysis of certain sectors and to the actions to be taken, bearing in mind the high degree of regional concentration existing in some industries;
11	Recognises the need for increased competitiveness in manufacturing industries; welcomes the fact that the Commission stresses the social responsibility of business and the need for sustainable development; calls on the Commission to accord the same weight to the working environment and to the health and safety of workers as to ensuring the creation of more and better jobs;
12	"Recognises that, to pursue a European industrial policy in sectors of strategic interest to Member States"" economies, it is essential to strengthen existing industries, to keep the internal market open, to regulate as and where necessary, and to allow for factors related to competitiveness which could affect employment levels in many Member States, as well as supporting the modernisation of all European industry that is already competitive or could become competitive;"
13	Is convinced that the future of Europe's manufacturing industries lies in increased added value and better quality; is therefore concerned that overall EU trade is still concentrated in sectors with medium-high technologies and low to intermediate labour skills; believes that education and training at all levels are key issues, both in terms of improving labour force qualifications and facilitating structural change; regrets the fact that the Commission communication does not pay enough attention to education, lifelong learning and training; urges the Member States to increase their efforts to attract more young students into technical and scientific studies;
14	Welcomes the Commission's recognition of the fact that a well-trained and flexible labour force is the EU's most important resource and competitiveness factor; calls on the EU to concentrate on enhancing skills development for workers at all levels, particularly unskilled workers;
15	Takes a positive view, furthermore, of the Commission's proposals to address the shortage of special skills facing industry through policies to promote transparency and the transfer and recognition of qualifications and to identify current needs for skills per sector and where skills shortages lie;
