A	whereas the Commission has responded to the report of the CARS 21 High Level Group, a group which brought together all stakeholders in order to examine the main policy areas having an effect on the automotive industry in the European Union and to make recommendations for a future regulatory framework,
B	whereas the EU's automotive industry is one of its most important economic sectors, producing 19 million vehicles yearly and providing 2,3 million jobs directly and a further 10 million in ancillary sectors,
C	whereas the multi-brand market in vehicle spare parts, and the markets for servicing and repairing vehicles, play a vital role in providing affordable mobility, in improving the consumer choices of the EU's 270 million drivers in the after-sale care of their vehicles, in keeping the vehicles on Europe's roads safe and clean and, lastly, by employing 3,5 million people in small and medium-sized enterprises (SMEs), in maintaining a sound SME landscape in Europe,
D	"whereas the Commission is promoting an integrated strategy to ensure that companies in the EU continue to be competitive within a growing global environment, and whereas that strategy is laid out in its Communication entitled ""Global Europe: Competing in the World – A Contribution to the EU's Growth and Jobs Strategy"" (COM(2006)0567), in its working document entitled ""Global Europe: A stronger Partnership to deliver market access for European Exporters – Impact Assessment"" (SEC(2007)0452) and in its Communication entitled ""Global Europe: Europe's trade defence instruments in a changing global economy – A Green Paper for public consultation"" (COM(2006)0763),"
E	whereas the strategy set out in those documents is currently being implemented in negotiations relating to several bilateral and regional free trade agreements,
F	whereas the automotive industry differs significantly from one Member State to the next in terms of strategies, structures and global outreach, and whereas those differences must be taken fully into consideration in developing a new and more globally oriented trade strategy,
G	whereas in 2006 the automotive industry in the EU exported about 20% of the motor vehicles produced by it and in 2004 exports of motor vehicles and of parts and accessories for motor vehicles accounted for 8,7% and 2,8% respectively of the EU's industrial exports, an indication of how particularly sensitive to export conditions the automotive industry is, and whereas in 2004 the extra-EU trade surplus in respect of transport equipment was valued at EUR 60,2 billion; whereas the EU's global pre-eminence is due, in particular, to the fact that it is the world's largest producer of cars and the second largest producer of lorries, and also to the size and degree of consolidation of the internal market, the growing internationalisation of the motor vehicle sector, the reputation of European brands and the quality of European services, the strong export position which European manufacturers have managed to achieve and their substantial presence on markets with high growth potential,
1	Welcomes the final report of the CARS 21 High Level Group and the Commission's Communication outlining the direction of future automotive policy;
2	Hopes that the parliaments of the Member States and their regions will wish to be associated with the outcome of the CARS 21 process; suggests that an inter-parliamentary network for the purpose of considering automotive issues, coordinated by Parliament, would bring real benefits in terms of road safety, environmental protection, innovation and competitiveness;
3	Calls upon Member State authorities to work closely with the Commission in implementing the CARS 21 recommendations; notes, in particular, the need to ensure that new regulations affecting the automotive sector are introduced in a coordinated manner, avoiding distortions in the internal market;
4	Emphasises the need to perfect the EU system for type-approval, covering all motor vehicles;
5	Confirms its support for an effective type-approval process, as pointed out in its position adopted at second reading on 10 May 2007 with a view to the adoption of a directive of the European Parliament and of the Council establishing a framework for the approval of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles(1);
6	Calls on the Commission to report annually to Parliament on the operation of type-approval procedures and on its monitoring of the comitology process;
7	Calls on the Commission to ensure the proper implementation of its Regulation (EC) No 1400/2002 of 31 July 2002(2) (the Block Exemption Regulation) with regard to motor vehicle distribution throughout the EU; further believes that when that Regulation is reviewed, the Commission's Directorate-General for Competition should regard itself as being part of the integrated approach to legislation in the sector;
