A	whereas empirical evidence shows that the economic, financial and social crisis has brought the convergence process to a halt or has even reversed it, thus aggravating disparities between regions and bringing to an end a long period during which regional disparities in GDP per head, and unemployment within the EU, had been consistently decreasing, while at the same time affecting more severely the weaker regions in the Union;
B	whereas public resources both at Member State and EU level have become scarcer and subject to increasing pressure, while the crisis and the ensuing recession, as well as the sovereign debt crisis in several Member States, have pushed Member States to finally implement the needed important structural reforms to contribute to the restoration of economic growth and job creation, sometimes leading to cuts in the co-financing of the Structural Funds and the Cohesion Fund;
C	whereas the policies of fiscal consolidation have increased the role and importance of cohesion policy as a source of public investment, in particular at sub-national level, as this policy funding represents more than half of all public investment in a significant number of Member States and regions;
D	whereas the crisis is adversely affecting all European regions and cities, thus increasing the importance of cohesion policy funding also in transition regions and in more developed regions;
E	whereas the contribution to the aims of the Europe 2020 Strategy has a very strong regional dimension that should be taken into account in the preparation and implementation of the next generation of programmes under cohesion and other investment policies of the EU;
F	whereas the emphasis of cohesion policy has up until now rather been on absorption than on defining and monitoring – and evaluating the achievement of – objectives, while the monitoring and evaluation systems fail to fully achieve their purpose of improving the definition of differentiated targets according to the local, regional and interregional features, specificities and needs;
G	whereas the cohesion policy continues to be the main source of EU public funding in the context of the multiannual financial framework 2014-2020, and whereas within the new framework for the cohesion policy all the emphasis is placed on the need to concentrate investment at regional and local  level in important areas such as job creation, SMEs, employment (in particular youth employment), labour mobility, training and education, research and innovation, ICT, sustainable transport and the removal of bottlenecks, sustainable energy, the environment, promotion of the institutional capacity of public authorities and efficient public administration, urban development and cities;
H	whereas the need to achieve more with fewer resources has led to the inclusion of smart specialisation in the new cohesion policy framework (the Common Provisions Regulation(4)), in order for regions to take a strategic and less fragmented approach to economic development through targeted support for research and innovation;
I	whereas partnership and multi-level governance constitute horizontal general principles in view of delivering the Union strategy for smart, sustainable and inclusive growth, in the context of the next legislative framework of cohesion policy;
J	whereas the evaluations performed during the 2007-2013 programme did not look at the whole evaluation cycle including efficiency, effectiveness and impact;
K	whereas the fund absorption rate is around 50 % within the Member States and around 30 % for the last year of the period;
L	whereas SMEs are experiencing difficulty in accessing financing from the banking sector;
1	Welcomes the seventh and eighth progress reports, as well as the strategic report 2013, and calls on the Commission – which is now launching the 2007-2013 ex-post evaluation – and the Member States to ensure that the monitoring and evaluation are based on reliable data, to look at the efficiency, effectiveness and impact of operations, and to ensure that the ex-post evaluation is completed by the end of 2015 as stipulated in the former General Regulation, in order for clear lessons to be drawn with a view to the implementation of the new programming period;
2	Considers that policies of budgetary consolidation are in themselves insufficient to enhance growth and promote investments that generate good-quality, sustainable jobs, which require as well measures that support the economy and encourage the progress – still fragile and timid – made towards recovery;
3	Calls on the Commission and the Member States to increase investment in the areas of entrepreneurship, business start-ups and self-employment as a means of creating more jobs, in particular since SMEs and microenterprises provide over two thirds of the EU’s private sector jobs; takes the view that special emphasis should be placed on the regional and local levels; in addition, considers that investment in social business and social entrepreneurship provides a good additional option with a view to meeting social needs that are not satisfied by public goods and services;
4	Expresses its concern over the lack of sufficient public financial resources, in particular at sub-national level, to implement the Europe 2020 Strategy adequately, owing to the impact of the economic crisis, and over the fact that a significant number of less-developed Member States and regions depend to a great extent on cohesion policy funding; considers that before taking any decision related to potential macro-economic sanctions, the huge dependence of certain Member States’ development on cohesion funding should be carefully considered;
5	Believes that, although the resources allocated to cohesion policy in the current multiannual financial framework are relatively small as compared to the needs on the ground, ensuring greater efficiency as well as synergies between the EU budget and the national budgets may nevertheless constitute important levers for growth-enhancing policies;
6	Takes the view that in order to contribute to achieving the EU 2020 Strategy for smart, sustainable and inclusive growth in line with the objectives of economic, social and territorial cohesion, notwithstanding the need to focus on sectors with a long-term potential for job creation and innovation, it is important to take account of the significant needs of many less-developed regions regarding investment in infrastructure projects in basic sectors such as transport, telecommunication and sustainable energy;
7	Believes that – notwithstanding the evidence that local and regional authorities are being involved in the preparation of Partnership Agreements – further action must be taken to reinforce the territorial dimension of the governance system of cohesion policy, the Europe 2020 strategy and the European Semester, by ensuring real dialogue and complementarity among the different levels of governance, on the one hand, and consistency of the priorities established at those levels with the needs and specificities identified at national, regional and local levels, on the other; stresses in this regard the importance of ensuring that municipalities and regions are duly involved in establishing national strategies and defining their specific problems and challenges, while avoiding any increase in the administrative burden;
8	Considers that cohesion policy is best placed to give the Europe 2020 Strategy the territorial dimension needed to tackle the very relevant growth differentials within the Union and within Member States, to ensure that growth potential is also utilised in the Union's outermost and most sparsely populated areas, and to address the fact that differences in institutional capacity mean that the different regions cannot use the given targets as references in the same way;
9	Is particularly worried that, owing to the crisis, the percentage of the population at risk of poverty or social exclusion, suffering of material deprivation, environmental degradation and poor housing conditions, or having very low work intensity and threatened by exclusion and energy poverty has increased considerably, with greater prevalence in convergence regions and cities, and in particular in the regions around capital cities which, according to the indicators, are classified as developed, while also affecting more particularly women, single parent families, large families with four or more children, carers (especially carers of disabled family members), members of marginalised communities or older people close to retirement for whom access to equal opportunities is difficult;
10	Considers it urgent to tackle these issues – which severely undermine cohesion among regions and may put at risk the competitiveness of the Union in the medium and long term – by focusing on policies that ensure access to sustainable, good-quality employment and social inclusion, and in particular by young people, promoting the vital role of SMEs in this regard, reducing fragmentation and facilitating transition between jobs, focusing on professional retraining programmes for the long-term unemployed, drawing on the experience acquired by those at the end of their careers and promoting equal economic independence for women and men; considers it essential also to promote physical accessibility and access to information and communication media, the achievement of which must be assessed using reliable, objective and comparable indicators, and considering the demographic challenges;
