A	whereas Article 2(1) and (2) of Protocol No 36 will expire at the end of the 2009-2014 parliamentary term,
B	whereas the Republic of Croatia is expected to accede to the Union before the elections to the European Parliament that are due to be held in the spring of 2014, and whereas Article 19(1) of the Act concerning the conditions of accession of the Republic of Croatia and the adjustments to the Treaty on European Union, the Treaty on the Functioning of the European Union and the Treaty establishing the European Atomic Energy Community will expire at the end of the 2009-2014 parliamentary term,
C	whereas the demographic changes that have occurred since the last elections to the European Parliament should be taken into consideration,
D	whereas the establishment of a durable system for the apportionment of seats in the European Parliament should be considered in conjunction with a revision of the voting system in the Council as part of an overall reform of the Union institutions to be defined in a Convention, convened pursuant to Article 48(3) TEU, and whereas such reform should recognise that, according to the Treaties, the basis for Union democracy is the representation of both citizens and Member States,
E	whereas the apportionment of seats for the next parliamentary term should not be arbitrary but should instead be based on objective criteria to be applied in a pragmatic manner, and whereas such apportionment should compensate gains in the number of seats with losses in such a way that losses are limited to a maximum of one seat per Member State,
1	Submits to the European Council the annexed proposal for a decision of the European Council establishing the composition of the European Parliament for the 2014-2019 parliamentary term, on the basis of its right of initiative laid down in Article 14(2) TEU;
2	Underlines the urgent need to adopt that decision, which requires its consent, as soon as the Treaty concerning the accession of the Republic of Croatia to the European Union enters into force, so that the Member States can enact, in good time, the necessary domestic measures for organising the elections to the European Parliament for the 2014-2019 parliamentary term;
3	Commits itself to submit shortly a proposal aimed at improving the practical arrangements for the holding of the elections in 2014;
4	Undertakes to submit, before the end of 2015, a new proposal for a decision of the European Council with the aim of establishing, sufficiently far in advance of the beginning of the 2019-2024 parliamentary term, a durable and transparent system which, in future, before each fresh election to the European Parliament, will allow seats to be apportioned amongst the Member States in an objective manner, based on the principle of degressive proportionality as set forth in Article 1 of the annexed proposal for a decision, taking account of any change in their number and demographic trends in their population, as duly ascertained, and without excluding the possibility of reserving a number of seats to members elected on transnational lists;
5	Observes that the new system for apportioning seats in the European Parliament should be established in conjunction with a review of the voting system in the Council as part of the necessary revision of the Treaties; determines to make proposals to this end at the next Convention to be convened pursuant to Article 48(3) TEU;
6	Instructs its President to forward this resolution and the proposal for a decision of the European Council annexed hereto, together with the aforementioned report of its Committee on Constitutional Affairs, to the European Council and to the government and parliament of the Republic of Croatia, and, for information, to the Commission and to the governments and parliaments of the Member States.
