A	whereas migration is a global phenomenon which is growing and therefore also affects the European Union,
B	whereas the number of third-country nationals in an irregular situation in the EU appears to be, according to somewhat conflicting estimates, between 4.5 m and 8 million; whereas the statistical data available need to be improved in terms of quality and consistency,
C	whereas the extent of migratory movements is now such that Member States lack the capacity to manage them individually, and a global and coherent approach to immigration at European level is therefore required; whereas the lack of a suitable response to the arrival of irregular immigrants at the Union's borders points up both the low degree of solidarity among Member States and the failure to coordinate policy despite the existing declarations and commitments,
D	whereas a common EU immigration policy requires that Member States abide by the principles of solidarity, shared responsibility, mutual trust and transparency,
E	whereas immigration policy needs to be global and must take account of a whole range of aspects, especially: the fight against clandestine immigration and human trafficking , the need to improve and coordinate legal immigration channels, the causes of emigration from third countries (push factors such as under-development, poverty, wars, dictatorships, failing State institutions, the consequences of climate change and environmental disasters, etc), the factors of attraction to the Union (pull factors such as standard of living, democracy, peace, job opportunities including irregular employment, etc); the Member States' demographic and economic needs; the coherence of the measures taken at local, national and European level; issues of integration and cultural mixing; respect for fundamental rights, especially the right to asylum and non-refoulement; and the fight against racism and xenophobia,
F	whereas the fight against human trafficking constitutes a priority for the Union, in particular with a view to combating trafficking in the most vulnerable groups such  as women and children and to dismantling the gangs and mafias which benefit from it,
G	whereas many people in an irregular situation originally enter the European Union legally, but then cease to fulfil their entry conditions;
H	whereas illegal and legal immigration are closely interrelated and the fight against illegal immigration is vital for the establishment of a policy for legal immigration,
I	whereas extending opportunities for legal immigration would reduce the number of illegal entries;
J	whereas the reluctance of some governments to recognise the extent of the need of a migrant workforce can place employers in a difficult situation, when trying to fulfil business needs within legal requirements concerning documentation,
K	whereas the cooperation of the EU and its Member States with the third countries of origin and transit is vital, and an effective and practical policy of co-development must be put in place with a view to addressing at an early stage in third countries the root causes of immigration,
L	whereas both the causes of immigration and its positive aspects (notably its impact on the economy and demography and in the cultural enrichment of our societies) tend to be absent from the public debate, which focuses largely on its difficulties and problems,
M	whereas within a few decades immigration has become a central issue of public debate throughout the European Union, a politically highly sensitive issue which can easily be exploited for demagogic and populist purposes, and whereas politicians and media representatives should be aware of the importance of using a correct discourse on this issue;
1	Welcomes the Commission's approach, which will play a key role in stimulating more coherent and effective action by Member States;
2	Welcomes the above-mentioned initiative on 'Applying the Global Approach to Migration to the Eastern and South-Eastern Regions Neighbouring the European Union' ; calls on the Member States and the Commission to ensure that sufficient human and financial resources are allocated for the proper implementation of the comprehensive approach to migration;
3	Welcomes the institutional implications of the draft Reform Treaty, as set by the IGC mandate, in particular the extension of codecision and qualified majority voting to all immigration policies, the clarification of EU competence on visas and border controls, the extension of EU competence on asylum as well as the extension of EU competence in respect of legal and illegal immigration;
4	Believes it essential to collect and harmonise statistical data on migration; calls on the Member States and the Commission, together with Eurostat, to take steps to correct the existing lack of coherent and reliable data, in liaison with the European Migration Network (EMN) and with international organisations such as the OECD; welcomes the adoption of the above-mentioned Regulation (EC) n°862/2007; calls on all the Member States to produce statistics that are consistent with the harmonised definitions and to provide all the required information for the interpretation of the statistics produced;
5	Believes that immigration is a challenge at European level and global level and must be responded to on the same levels; considers that the Union as a whole must equip itself with the means of seizing the threefold opportunity - economic, demographic and social - which immigration could represent for our societies;
6	Considers it inappropriate to take hasty action to deal with migration flows, given that there has been a constant flow of immigrants for some years now, which therefore requires a medium- and long-term approach;
7	Believes that, as part of its immigration policy, the Union must carry out coherent actions both within and outside its borders (the double dimension, internal and external);
8	Emphasises that conflicts in the whole world with an international dimension trigger migrant influxes;
9	Expects the Commission to submit a study of the impact of climate change on migration, in liaison with the UN;
10	Stresses that the responsibility of transporters and the authorities of the countries of origin, as well as the strengthening of the criminal legal framework to fight trafficking rings, combating illegal employment and human trafficking, and exposing administrative corruption, form an essential part of the fight against illegal immigration, which needs also to based on an advanced level of police and judicial cooperation;
11	Stresses the importance of development cooperation as a means of acting on the root causes of migration, and as an instrument that is not an alternative to but complementary  to the Union's policies on integration and migration;
12	Recalls that the EU's Mediterranean neighbours and eastern neighbours in particular receive the majority of immigrants originally en route to Europe; considers it crucial to ensure that the fundamental human rights of those immigrants are respected, with special attention being paid to the rights of unaccompanied minors; stresses the need for the EU to strengthen its cooperation with all Mediterranean partner countries as regards the management of migration flows, and to provide them with support in combating illegal immigration; points out the importance of strengthening links between North- and Sub-Saharan African countries and with the Asian countries of origin;
13	Stresses that irregular migrants must not be treated like criminals; recalls that many of them risk their lives seeking freedom or the means of subsistence in Europe; considers that it is the politicians' responsibility to implement a coherent and effective policy to fight illegal immigration, whilst taking into account the safeguards and fundamental human rights, while at the same time reminding the public of the contribution made by legal immigration to economic growth and demographic patterns in Europe;
14	Stresses that all measures to fight clandestine immigration and step up external border controls must be consistent with the existing guarantees and fundamental human rights, in line with the Charter of Fundamental Rights of the European Union and the European Convention for the Protection of Human Rights and Fundamental Freedoms (ECHR), especially with regard to the right to asylum and the right of non-refoulement;
15	Emphasises that the temporary reception centres for irregular migrants both within and outside the Union must be run on a basis compatible with the protection of fundamental rights, for which best practices regarding in particular, accommodation, schooling and access to healthcare, financial means and rules of law must be exchanged between all levels and organisations involved such as local and national authorities, European institutions and NGOs;
16	Is shocked by the inhumane conditions prevailing in various detention centres for migrants and asylum seekers visited by its Committee on Civil Liberties, Justice and Home Affairs;
17	Reiterates its firm opposition to the idea of setting up reception or holding centres for illegal immigrants or asylum seekers outside the Union's borders and in immigrants' regions of origin;
