A	whereas the Lisbon Treaty, which enshrines territorial cohesion as among the fundamental objectives of the European Union alongside economic and social cohesion, has not yet been ratified by all Member States,
B	whereas the concept of territorial cohesion has been implicit in cohesion policy since its inception and at the core of its development; whereas the Lisbon Treaty and the Green Paper have made that concept more visible and explicit,
C	whereas the EU cohesion policy remains an essential pillar in the process of European integration and one of the most successful EU policies, by facilitating convergence between increasingly diverse regions and stimulating growth and employment; whereas the EU cohesion policy is the most visible, tangible and quantifiable expression of European solidarity and equity, and whereas territorial cohesion, as an integral part of the EU cohesion policy, is based on the same principles,
D	whereas, despite significant progress made in terms of convergence in the European Union, the most recent cohesion reports highlight a trend towards worsening territorial disparities between EU regions, for instance in terms of accessibility, in particular for the structurally disadvantaged EU regions, but also at an intra-regional level and within EU territories, which could lead to spatial segregation and widen the differences in the levels of prosperity of the EU regions,
E	whereas the EU cohesion policy has already been successful in creating some important synergies with other EU policies with the aim of increasing their impact on the ground and for the benefit of citizens of the Union and whereas, for example, synergies between cohesion policy and research and innovation or the Lisbon Strategy, and synergies at cross-border level, have delivered tangible positive results that must be confirmed and expanded,
1	Endorses the main conclusions of the public consultation on the future of EU cohesion policy, as presented in the Fifth Progress Report; is satisfied by the great interest that different stakeholders in the field of regional policy, in particular local and regional authorities, have already attached to that debate;
2	Welcomes the fact that those conclusions correspond to a very large extent to the view expressed in its resolution on the Fourth Progress Report; recalls that that resolution represented Parliament' first contribution to the public debate;
3	Observes that the views expressed in its resolution on the Fourth Progress Report include the following recommendations: first, that any attempt for re-nationalisation should be rejected and that there should be a commitment to a single, flexible EU policy, capable of adapting to the most appropriate scale of intervention, which should also be in a position to address common challenges such as globalisation, climate change, demographic change (including ageing, migration and depopulation), poverty, and energy supply; second, a strong belief that the EU cohesion policy should cover all EU regions, including those with special geographical characteristics, and should import added value for everyone; third, that there is a need to set priorities in the spending of EU structural policies and actions and the endorsement, with reservations, of an 'earmarking' exercise; and fourth, that there is a need for synergies  and an integrated approach between the different sectoral policies in order to achieve the optimal result for growth and development on the ground;
4	Believes that territorial cohesion is a central pillar for achieving the objectives pursued by the EU cohesion policy, by reinforcing both economic and social cohesion; stresses that territorial cohesion contributes effectively to closing the development gaps between but also within Member States and regions; considers, therefore, that the future reform of EU regional policy should incorporate the conclusions of the debate on the Green Paper;
5	Welcomes the Commission's adoption of the Green Paper, in response to Parliament's long-standing demand; fully endorses the decision to proceed with the analysis of 'territorial cohesion', which has long been at the forefront of any debate on regional policy, notwithstanding the fact that the Lisbon Treaty has not yet been ratified;
6	Considers, however, that the Green Paper lacks ambition to the extent that it fails to propose either a clear definition of or an objective for territorial cohesion and does not advance significantly the understanding of that new concept, so that it can effectively contribute to the alleviation of disparities between regions; regrets, moreover that the Green Paper does not explain how territorial cohesion will be integrated into the existing framework of cohesion policy or with what methodological tools or resources it will be transformed from a framework of principles into operational mechanisms to be applied on the ground during the next programming period;
7	Welcomes the analysis in the Green Paper which defines three key concepts that should be central to the development of territorial cohesion: concentration, connection and cooperation; considers that those concepts can contribute to  the solution on some basic obstacles that hinder the harmonious, balanced and sustainable development of the European Union, such as the negative effects associated with the concentration of economic activity, in particular in certain national and regional capitals, the inequalities in terms of access to markets and services that result from distance or concentration, lack of infrastructure, and the divisions that are imposed by boundaries between Member States but also regions;
8	Considers that the Green Paper does not take due account of the commitments made in the Territorial Agenda and the Leipzig Charter, which give territorial cohesion a strategic and operative vision, in particular as regards the polycentrism principle or the new urban-rural partnership; considers that those objectives need to be central to the debate on territorial cohesion;
