A	whereas Article 6 of the EU Treaty states that the European Union is based on a community of values and on respect for fundamental rights, as guaranteed by the ECHR and as they result from the constitutional traditions common to the Member States,
B	whereas Parliament, as the directly elected representative of the citizens of the Union and guarantor of their rights, believes that it has a clear responsibility to uphold these principles, in particular as the Treaties in their current form greatly restrict the individual's right to bring actions before the Community courts and the European Ombudsman,
C	whereas the introduction of a procedure for monitoring the compatibility of legislative proposals with the Charter is an inevitable consequence of its adoption on 7 December 2000, as the Commission acknowledged when adopting corresponding provisions in 2001 and as Parliament pointed out when adopting its resolution of 15 March 2007 on compliance with the Charter in the Commission's legislative proposals: methodology for systematic and rigorous monitoring
D	whereas the Lisbon Treaty, which is currently undergoing ratification, makes explicit reference to the Charter and confers on it the same legal value as the Treaties,
E	whereas, should the Charter be incorporated into Union primary law, the rights defined in it will acquire binding force by means of the secondary legislation implementing them,
F	whereas, irrespective of its legal status, the Charter has over the years become a source of inspiration in the case-law of the European courts, such as the Court of First Instance (CFI) and the ECJ, the ECtHR and many constitutional courts,
G	"whereas the establishment of a genuine ""culture of fundamental rights"" in the Union calls for the development of a comprehensive system for monitoring the application of those rights, encompassing the Council and decisions taken as part of intergovernmental cooperation, in that the protection of fundamental rights does not consist solely of formal compliance with rules, but above all of their active promotion and of intervention in cases where Member States violate fundamental rights or enforce them unsatisfactorily,"
1	Considers that the effective protection and the promotion of fundamental rights form the basis of democracy in Europe and are prerequisites for the consolidation of the European area of freedom, security and justice;
2	Points out that the protection of fundamental rights involves measures at different levels (international, European, national, regional and local) and emphasises the role which local and regional authorities can play in the practical implementation and promotion of such rights;
3	Deplores the fact that the Member States continue to refuse EU scrutiny of their own human rights policies and practices and endeavour to keep protection of those rights on a purely national basis, thereby undermining the active role played by the European Union in the world as a defender of human rights and damaging the credibility of the EU's external policy in the area of the protection of fundamental rights;
4	Points out that, pursuant to Article 6(2) of the EU Treaty, the role of the ECJ is to enforce fundamental rights as they result from the constitutional traditions common to the Member States, the ECHR and other instruments of international law;
5	Stresses that Article 7 of the EU Treaty provides for an EU procedure to make sure that systematic and serious violations of human rights and of fundamental freedoms do not take place in the EU, but that such a procedure has never been used notwithstanding the fact that violations do take place in the Member States, as proven by the judgments of the ECtHR; asks the EU institutions to establish a monitoring mechanism and a set of objective criteria for the implementation of Article 7 of the EU Treaty;
6	Emphasises that although the constitutional traditions common to the Member States can be drawn on by the ECJ as a source of inspiration in the framing of its judicial doctrine on fundamental rights, the Charter constitutes a common basis of minimum rights, and the Member States cannot use the argument that the Charter would provide a lower level of protection of certain rights than the safeguards offered under their own constitutions as a pretext for watering down those safeguards;
7	Welcomes Article 53 of the Charter, which will enable the ECJ to develop its case-law on fundamental rights, thereby giving them a basis in law which is vitally important in the context of the development of EU law;
8	Stresses that the judiciary in the Member States have a vital role to play in the enforcement of human rights; urges the Member States to introduce a system of continuous training for national judges on systems for the protection of fundamental rights;
9	Takes the view that the practical application of fundamental rights must be an objective of all European policies; takes the view that, to that end, the European Union institutions should actively promote and safeguard fundamental rights and take full account of them when drafting and adopting legislation;
10	Welcomes the setting-up of the Agency, which represents a first step towards meeting Parliament's calls for the establishment of an integrated regulatory and institutional framework designed to put the Charter into effect and guarantee consistency with the system established by the ECHR; points out, however, that the annual reports on human rights drawn up by the European Network of Independent Experts in Fundamental Rights, published until 2005, scrutinised the application of all the rights recognised by the Charter in each Member State, and is concerned, therefore, at the fact that the Agency's limited remit and the dissolution of the Network may exclude from systematic scrutiny a series of important areas of human rights policy in Europe;
11	Emphasises, as regards the Agency's limited remit, that human rights issues cannot be artificially divided into areas under the first, second or third pillars, as the Member States choose to define the scope of the European Union's powers, because fundamental rights are indivisible and interdependent; regards it as essential, therefore, that the Commission and the Council, working with the Agency, should first of all seek to gain an overview of concerns in the area of human rights in the Member States beyond the strict framework of European rules, without confining themselves to topical issues in the European Union or to specific legal and political instruments, but identifying recurring and current human rights problems in the Member States and considering all existing mechanisms at international and European level;
12	Calls on the Commission and the Council to use the information available as a result of the monitoring carried out within the European Union by the Agency, the Council of Europe, United Nations monitoring bodies, national human rights institutions and NGOs and to translate that information into corrective measures or a preventive legal framework;
13	Reserves the right to follow up the Agency's work in the European Union and to address human rights issues which fall outside the Agency's remit, and calls on the Commission to do the same, in keeping with its role as guardian of the Treaties;
14	Draws attention to the fact that an active rights policy cannot be confined to those cases that receive the greatest public exposure and that serious rights violations are not subject to critical public scrutiny in closed institutions for juveniles, the elderly and the sick or in prisons; stresses that the Member States and the European Union should ensure expert monitoring of living conditions in such closed institutions, in terms of both regulations and practices;
15	Calls on the Council to incorporate in its future annual reports on human rights in the world an analysis of the situation both in the world and in each Member State; takes the view that a twin-track analysis of this kind would highlight the Union's equal commitment to protecting human rights both inside and outside its borders, so as to ward off any accusations of double standards;
16	"Calls on the Member States to take measures to endow the national human rights institutions set up under the United Nations"" ""Paris Principles"" with independent status vis-à-vis the executive and sufficient financial resources, taking account, in particular, of the fact that one of these bodies"" tasks is to review human rights policies with the aim of preventing failings and suggesting improvements, on the understanding that effectiveness is measured primarily by the way in which problems are prevented rather than simply resolved; urges those Member States which have not yet done so to set up the above-mentioned national human rights institutions;"
17	Urges the Council to transform its
18	Points out that it regards it as essential in political terms to incorporate the idea of promoting fundamental rights among the aims to be pursued when simplifying or restructuring the
19	"Welcomes the prospect of the Union acceding to the ECHR, even if that accession does not bring about fundamental changes, given that ""when questions relating to the rights and freedoms enshrined in the ECHR are raised before the Court of Justice of the European Communities, the latter treats the ECHR as forming a genuine part of the EU's legal system"
20	Draws attention to the major role played by the Council of Europe's institutions and monitoring mechanisms and its various conventions in the area of human rights; urges the Member States, the EU institutions and the Agency to draw on that experience, to take account of those mechanisms by incorporating them into networking procedures and to use the standards developed by the Council of Europe and the other tangible results of its work; calls for the potential offered by the Memorandum of Understanding between the Council of Europe and the European Union to be exploited to the full;
21	Calls for closer cooperation between the various institutions and organisations responsible for protecting fundamental rights, both at European and international levels;
22	Emphasises once again how important it is for the European Union's credibility in the world that it should not apply double standards in external and internal policy;
