A	whereas the founding Treaties commit the Union to having its external actions guided by the principles of democracy, the rule of law, the universality and indivisibility of human rights and fundamental freedoms, respect for human dignity and the rights of minorities, the principles of equality and solidarity, and respect for the principles of the United Nations Charter and international law;
B	whereas justice and the rule of law are pillars of sustainable peace, guaranteeing human rights and fundamental freedoms; whereas the Rome Statute of the ICC makes a decisive contribution to the upholding of human rights, to international law and to the fight against impunity;
C	whereas democracy, the rule of law, justice and accountability are the best safeguards of human rights, fundamental freedoms, tolerance and equality;
D	whereas freedom of thought, conscience and religion is at the core of the European Union, and this should be reflected relentlessly in its external action;
E	whereas there is a link between human rights and development; whereas human rights are essential to achieving and sustaining the MDGs;
F	whereas freedom of conscience, religion, opinion and expression without the risk of state punishment are core universal rights;
G	whereas human rights defenders are crucial actors when it comes to the protection and promotion of human rights and the consolidation of democracy;
H	whereas non-governmental organisations are essential to the development and success of democratic societies and the promotion of mutual understanding and tolerance;
I	whereas freedom of religion or belief continues to be under growing threat in many parts of the world from governmental and societal restrictions alike, resulting in discrimination, intolerance and violence against individuals and religious communities, including religious minority representatives;
J	whereas lessons must be learned from the European Union's past failures in re-shaping its external action while enshrining human rights and democracy at the heart of its policies and promoting transition in countries with authoritarian regimes and de facto support for those regimes, in particular where stability and security concerns have compromised a principled policy of promoting democracy and human rights; whereas these failures have shown the need to redefine current EU instruments on the matter and establish new tools, such as the European Endowment for Democracy – an expert, proactive, lightly structured and thus cost-, decision- and response-effective tool at arm's length from the EU, capable of utilising in-depth knowledge and insights on the local situation in the countries of impact, through direct cooperation with local partners and twinnings between European and local partners, and also utilising, directly or through re-granting, resources from the EU, Member States and other sources to support civil society capacity for democratic opposition and political actors striving for democratic change in non-democratic countries and countries in transition, in a mutually safe and, where necessary, deniable manner;
K	whereas free and fair elections only represent the first step towards democracy, which is a long-term process based on respect for human rights, the rule of law and good governance;
L	whereas the enforcement of human rights clauses and human rights conditionality in partnership agreements between the EU and third countries entailing EU development aid remains unsatisfactory;
M	whereas 2010 marked the tenth anniversary of UN Security Council resolution 1325 (2000) on women, peace and security; whereas, however, additional efforts are needed for its implementation in the EU and around the world;
N	whereas different Member States have unique experiences to offer in terms of overcoming authoritarian regimes in their own past, and whereas this transition experience should be better utilised in the Union's relations with partner countries in strengthening democracy and human rights;
O	whereas the EU Annual Report on Human Rights and Democracy in the World in 2010 provides a general overview of EU policy on the matter;
P	whereas this resolution sets out to examine, evaluate and, where appropriate, offer constructive criticism of the human rights activities of the Commission, the Council, the High Representative and the European External Action Service and the overall activities of the Parliament, with a view to scrutinising EU action and to delivering an input to the review of the Union's policy on the matter;
1	Stresses that, for the European Union (EU) to be a credible actor in external relations, it must act consistently, in accordance with Treaty and acquis obligations and avoid double standards between its human rights policy and other external policies, between internal and external policies, and in the conduct of its relations with third countries, combining this approach with the challenge of developing the human rights Country Strategy Papers and implementing action plans, which must also cover democratisation, reflecting the specificity of each country as regards impact, and making full use of the EU's relevant instruments;
2	Stresses that appropriate measures must be taken to ensure that civil rights and fundamental freedoms are not compromised or diminished in times of economic crisis;
