A	whereas the promotion of and respect for democracy, human rights, the rule of law and fundamental freedoms are core principles and priorities of the European Union and are an essential basis for the development of the Mediterranean region,
B	taking into consideration the content of the Euro-Mediterranean association agreements, especially Article 2, which stipulates that respect for democratic principles and fundamental rights inspire the domestic and external policies of the parties and, moreover, constitute an essential element of the agreements,
C	whereas in its resolution of 23 February 2005 on the Euro-Mediterranean partnership(3) Parliament calls on the Council and the Commission to make a renewed effort to enhance democracy and to contribute to and promote the necessary political, economic and social reforms in the Mediterranean countries,
D	whereas Mediterranean policy constitutes one of the main priorities of EU foreign policy; whereas the Barcelona Process can only gain in efficiency through a consistent common foreign and security policy of the European Union, which would thus also enhance its credibility,
E	whereas an enlarged Europe has a keen interest in the establishment of a coherent system of relations with the neighbouring countries in the Mediterranean region and the Middle East based on the abovementioned principles and values, and on dialogue between cultures and religions, and aims at a comprehensive partnership which includes political and economic liberalisation, sustainable economic growth and shared prosperity,
F	whereas the democratic and prosperous development of the Euro-Mediterranean Partnership depends substantially on the will of the partner countries and their peoples to share the common values of democracy and respect for human rights, in a true spirit of symmetrical cooperation, equality, joint participation and ownership as well as co-responsibility,
G	whereas the European Neighbourhood Policy is aimed at enhancing such partnership, providing a further opportunity to deepen relations, strengthen the political dialogue and integrate partner countries in EU policies,
H	whereas the Barcelona Declaration of 28 November 1995 marked a turning-point in relations between the European Union and its Mediterranean neighbours,
I	whereas the Euro-Mediterranean Partnership, which combines bilateral and multilateral consultation mechanisms and decision-making channels, is unique in its scope and philosophy and thus needs to be preserved, reactivated, re-evaluated in the light of the results achieved and further implemented in order to work towards the ambitious objectives originally assigned to it,
J	whereas, however, little progress has been made with the regional dimension of the partnership, which should be seriously developed and accorded increased financial resources, as was planned at the beginning of the process,
K	whereas the Israeli withdrawal from Gaza is to be regarded as just one step on the Road Map, albeit an important one, towards a comprehensive settlement of the Middle East conflict and if followed by further steps on both sides could give new impetus to the Barcelona process,
L	whereas the result of the review after ten years of Partnership is a mixed one, with many positive achievements on the one hand and much still to be done on the other, in order to realise the full potential of the Barcelona Declaration,
M	whereas bilateral relations have prevailed over the multilateral framework due also to the weakness of partner countries and the difficulties in developing and strengthening south-south relations,
N	whereas at the Barcelona Summit on 27 and 28 November 2005 clear and manageable priorities should be set for the near future, taking into account lessons of past failures and deadlocks, and aiming at achieving concrete results in the short and medium-term,
O	whereas aid for educational reform, joint management of movement of people and migration, as well as the intensification of dialogue - also between the different religions - and assistance on concerted counter-terrorism strategies appear to be potential areas for increased cooperation between Euro-Mediterranean partners,
P	whereas the successful first meeting of the Euro-Mediterranean Parliamentary Assembly in March 2005, as well as other institutional developments of the Euro-Mediterranean Partnership, will make it possible to strengthen its multilateral political dimension,
Q	whereas it is important also to strengthen that dimension through greater participation of civil society and non-governmental actors in the process,
R	"whereas the celebration of 2005 as the Year of the Mediterranean should increase the visibility of the Barcelona Process and increase citizens"" awareness of its activities,"
1	Welcomes the recent communication by the European Commission reviewing ten years of Partnership and singling out specific areas of cooperation – human rights and democracy, sustainable economic growth and economic reforms, and education – to be further developed over the next five years;
2	Shares the conviction that even if the Partnership has not as yet produce the expected benefits and has not contributed to the lowering of tensions in the area to its full potential, there is room for improvement and thus the Barcelona Process continues to be the appropriate framework for Mediterranean policy, in which changes are needed to obtain better results;
3	Points out that, to be effective, Euro-Mediterranean policy must be allocated a budget commensurate with its ambitions;
4	Regrets that the Euro-Mediterranean Partnership has not to date had any direct effect on the major unresolved conflicts in the Mediterranean region, although dialogue has been initiated on concrete endeavours within the framework of working groups;
5	Points out that developing democracy is one of the aims of the Barcelona Process and must be achieved by promoting political reform with the support of civil society and of all political groups and movements that reject the use of violence;
6	Considers that one of the main issues to be addressed is greater participation by all Mediterranean partner countries in the decision-making process of the Partnership, in order to encourage joint initiatives and to strengthen co-responsibility;
