A	whereas the effectiveness of EU policies is largely determined by their implementation at national, regional and local levels; whereas compliance with Community legislation by the Member States must be rigorously controlled and monitored in order to ensure that it has the desired positive effects on the daily lives of citizens,
B	whereas the number of complaints relating to infringements of Community law shows that citizens of the Union play a vital role in its application, and that the ability of the EU Institutions properly to address citizens' concerns is important for the credibility of the European Union,
C	whereas the Commission may adapt the means it uses to carry out its mission effectively and make innovations designed to improve the application of Community law,
1	Notes that the total number of infringement proceedings initiated by the Commission has tended to increase in recent years and reached 2 709 detected infringements in 2003 (for EU 15); further notes that the number of detected infringements dramatically decreased in 2004 (by 563) and increased again in 2005, albeit to a level which is lower than in 2003: 2 653 registered infringements (for EU 25);
2	Notes accordingly that the accession of 10 new Member States seems not to have had any impact on the number of registered infringements, and calls on the Commission to give Parliamenta clear explanation and reassurance that this is not due to a lack of registration of complaints or to a lack of internal resources dealing with infringements within the Commission or to a political decision to be more indulgent towards those Member States;
3	Welcomes the willingness of most of the relevant Directorates-General to provide information on the resources allocated to infringements in their respective areas as well as on the state of infringement proceedings; notes that each Directorate-General has its own way of dealing with the application of Community law and with the allocation of resources and that there is no precise overview and public general evaluation of the way these different approaches work;
4	Commits itself to supporting the Commission via increased budget appropriations for an increase of resources, as requested by most of the Directorates-General concerned;
5	Welcomes the fact that some Directorates-General have developed specific mechanisms to supplement the use of infringement proceedings with a view to achieving an effective monitoring and consolidation of the application of Community law; notes that, in the 2002 regulatory framework for electronic communications, the notification procedures in respect of draft national legislative measures were established, permitting collaboration among the national regulatory authorities of the Member States and the Commission within a short time frame; calls on the Commission to consider the systematic application of this preventive mechanism to other sectors;
6	Considers that the sharing of best practices between the Member States, for example in the form of package meetings and transposition workshops organised by the Commission to facilitate the application of Community law, should be encouraged; calls on the Commission to consider means of involving Parliament in such processes;
7	Welcomes the efforts made by some Directorates-General of the Commission – and notably DG Environment – to improve the conformity checks on the relevant directives, but is not satisfied with the Commission's answer concerning the confidentiality of the conformity studies; calls once more on the Commission to publish on its website the studies requested by the various Directorates-General on the evaluation of the conformity of national implementation measures with Community legislation;
8	Welcomes the inclusion in the Annual Report and its related annexes for the first time of particulars of the specific and detailed treatment of infringements relating to petitions;
9	"Encourages the practice of sending fact-finding missions to various Member States to investigate issues raised by petitioners; regards this as a pragmatic way of solving problems directly with Member States in the interests of the citizen; believes that such missions are all the more necessary in the light of the Commission's lack of ""inspection"" powers for verifying the practical implementation of EC law, for example in the area of the environment;"
10	Welcomes the Commission's commitment as a rule to include citizens' or peoples' summaries in future legislative proposals and requests concrete examples of such summaries as well as clarification that they form an integral part of the legal act concerned, as called for in paragraph 19 of Parliament's resolution of 16 May 2006 on the Commission's 21st and 22nd Annual reports on monitoring the application of Community law (2003 and 2004)(1);
11	Believes that the Commission should be more proactive in monitoring national events which may disclose a breach of Community law; calls on the Commission, therefore, to make more intensive use of its Representation Offices to prevent or remedy infringements;
12	Calls on the Member States to go beyond a purely formal transposition of Community legislation and to avoid, as far as possible, the fragmentary transposition of directives, with a view to making legislation simpler and more transparent;
13	"Welcomes the fact that, in its above-mentioned Communication entitled ""A Europe of results – Applying Community law"", the Commission addresses some of the main policy issues raised in Parliament's above-mentioned resolution of 16 May 2006; notes, however, that some important issues are still pending and were not fully answered, notably those concerning the resources allocated to deal with infringement cases, the length of the infringement procedure and the very limited use of Article 228 of the EC Treaty, and the evaluation of the application of the priority criteria; asks the Commission to provide an answer with regard to these important issues by May 2008;"
14	Welcomes the fact that, in its above-mentioned Communication, the Commission attaches value to, and takes duly into account, the issue of the application of Community law;
