A	whereas the EU remains by far the largest importer of agricultural goods in the world, with imports having almost doubled in value over the past decade and now accounting for nearly 20% of world imports,
B	whereas the EU's share of global agricultural exports is declining as a result of the faster growth of other key agricultural trading partners; whereas final products accounted for 68% of the value of EU exports in 2007-2009, while intermediate products and commodities represented 23% and 9% respectively; whereas, furthermore, world market prices are a factor in the difficulties the EU is experiencing in exporting its products, given that, in general, prices are low and the Union has higher production costs,
C	whereas the EU agricultural trade deficit reached a record high of EUR 7 billion in 2008; whereas the EU's trade deficit with Mercosur, for example, has more than doubled since 2000 and EU imports of agricultural products from Mercosur are now worth EUR 19 billion worth, as against EUR 1 billion worth of exports,
D	whereas the EU is the world's largest importer of agricultural goods from developing countries, importing more than the US, Japan, Canada, Australia and New Zealand combined; whereas around 71% of the EU's total agricultural imports originate from developing countries, as a result of the Everything but Arms (EBA) initiative for least developed countries (LDCs), the generalised system of preferences (GSP), and the Economic Partnership Agreements (EPAs),
E	whereas the 2008 WTO draft modalities on agriculture would require even greater concessions from the EU than those set out in the already substantial offer made by the EU in October 2005,
F	whereas the application of  policy coherence for development (PCD) to agriculture and trade will also impact on the fulfilment of Millennium Development Goals 1 (eradication of extreme poverty and hunger) and 8 (global partnership for development), including through provisions for fairer trade rules and market access,
G	whereas the EU has already drastically reduced its trade-distorting domestic support, unlike key trading partners, in particular the US, which maintained and in some cases strengthened its instruments under the 2008 Farm Bill,
H	whereas the EU has unilaterally made a substantial reduction in its export refunds, with their share of the CAP budget falling from 29.5 % in 1993 to only 1.2 % in 2009, and with the proportion of the value of agricultural exports for which export refunds are paid falling from 25% in 1992 to only 0.9% in 2009; whereas some key trading partners are continuing to make considerable use of other forms of export incentives,
I	whereas, in the framework of the ‘beef hormones’ dispute, the US is continuing to impose sanctions on the EU and had even announced that they will be rotated to cover other EU agricultural products, in order to increase their impact (‘carousel’ legislation); whereas under the Memorandum of Understanding (MoU) the EU grants a zero-duty import tariff quota of 20 000 tons of beef,
J	whereas the US has challenged, within the WTO, the EU rules governing the hygiene and marketing of poultry,
K	whereas a mutually agreed solution was reached with Canada and Argentina on the ‘GMOs dispute’; whereas the US has made a general retaliation request,
L	whereas the ruling of the WTO panel on sugar was one of the main drivers of the 2006 EU sugar reform and is still having a major impact on trade in sugar; whereas the common market organisation for sugar respects all EU trade commitments; whereas in the space of three years the EU has changed from being the second largest exporter of sugar to the second largest net importer, mainly for the benefit of developing countries (LDCs and ACP countries),
M	whereas the 2006 sugar reform has achieved the objectives of increasing competitiveness, reducing sugar prices and decreasing the sugar production quota by about 30%; whereas, however, it has led to the closure of 83 factories out of a total of 189 in the EU-27, the loss of over 16 500 direct jobs in rural areas, and the end of sugar beet cultivation for around 140 000 farmers,
N	whereas the world sugar market is one of the most volatile agricultural commodity markets and is dominated by one country (Brazil); whereas EU sugar production provides a reliable supply to the world market and ensures a regular internal supply of high quality and sustainable products for European users,
O	whereas the EU is promoting sustainable production of renewable energy, through requirements to be applied by the end of 2010; whereas the EU already imports more than 25% of its fuel bioethanol consumption, not including bioethanol imported in the form of mixtures with the aim of circumventing import duties; whereas the Commission needs to ensure that there is a balance between internal bioethanol production and imports, in accordance with Article 23(5)(a) of the Renewable Energy Directive (Directive 2009/28/EC(5)),
P	whereas the 4th Session of the Conference of the Parties to the WHO's Framework Convention on Tobacco Control will be held in November 2010; whereas a public consultation has been launched on the possible revision of the Tobacco Products Directive (Directive 2001/37/EC(6)); whereas several WTO members have raised the issue of the conformity with the TBT Agreement of Canadian Bill C-32, which effectively involves the banning of all traditional blended tobacco products except those using solely Virginia tobacco, the only variety produced in Canada and used in the manufacturing of Canadian tobacco products,
Q	whereas the EU must strike a balance in international trade agreements between market liberalisation and protection for economic sectors and the rights of workers and consumers,
R	whereas EU trade agreements with third countries must safeguard EU sectors that are experiencing difficulties – in particular the fruit and vegetables, livestock and cereals sectors, in which incomes have fallen substantially – and, at the same time, offer them genuine export opportunities,
S	whereas local small farmers, who make a significant contribution to food security in their regions, must not be adversely affected by the EU's conclusion of international trade agreements,
T	whereas the EU must aim to secure better monitoring of human rights and social and environmental standards when concluding international trade agreements,
U	whereas Parliament's consent is required for the conclusion of trade agreements negotiated by the Commission,
