A	whereas agriculture is the major sector of occupation for the majority of African countries and the main source of revenue depends on agricultural production and related activities,
B	"whereas the main purpose of the Commission Communication on ""Advancing African Agriculture"" is to propose principles and key areas for EU-AU (African Union) cooperation in agricultural development in Africa, focusing on regional and continental levels,"
C	whereas both the European Consensus and the EU Strategy for Africa reiterate that agriculture and rural development are crucial for poverty reduction,
D	whereas in Sub-Saharan Africa alone more than 200 million people are undernourished, an increase of 30 million from a decade ago and whereas the majority of these people live in rural areas and depend on agriculture for their income and food security,
E	whereas it is the right of everyone to have access to healthy, safe and nutritious food and the fundamental right of everyone to be free from hunger,
F	whereas the eradication of extreme poverty and hunger is the first of the United Nations MDGs,
G	whereas, at the Second EU-Africa Summit, to be held in Lisbon in December 2007, the Heads of State and Government are to approve a Joint EU-Africa Strategy,
H	"H,whereas the Declaration of the ""World Food Summit: Five Years Later"" restates the commitments to achieving food security for all and to an ongoing effort to eradicate hunger in all countries, with an immediate target of reducing the number of undernourished people by half no later than 2015,"
I	whereas in Africa up to 80% of the population live in rural areas and 73% of the rural population in Africa consists of smallholder subsistence farmers, dependent for a large part of their livelihood on food production through farming or livestock keeping,
J	whereas agriculture provides employment and livelihoods for more than 60% of the labour force in developing countries, and, as a consequence, rural development policies are essential in order to tackle poverty and hunger effectively,
K	whereas rural communities face particularly high risks from conflict, natural disasters and other catastrophes,
L	whereas 70 % of the 1.3 billion people living in extreme poverty are women and, throughout the world, women are denied the necessary opportunities to improve their economic and social conditions, such as property or inheritance rights, or access to education or jobs,
M	whereas traditional financial institutions tend not to provide credit in rural areas due to the high costs and risks involved, as well as due to the lack of formal land registries,
N	whereas, according to the Second UN World Water Development Report (2006), 75% of the population of Africa live in arid or semi-arid regions and around 20% in areas where there are wide annual climate fluctuations,
O	whereas remote rural areas (RRAs) suffer disproportionately from lack of physical infrastructure for energy supply, transport and telecommunications and often have inadequate or unreliable water resources,
P	whereas poverty-related diseases, especially HIV/AIDS, tuberculosis (TB) and malaria, are a major cause as well as a consequence of serious poverty in many African countries,
Q	"whereas European NGOs have established partnership relations with rural peoples"" organisations in Africa over the years and in the process have facilitated dialogue and mutual understanding with European civil society and have accumulated significant experience in promoting smallholder farming,"
R	whereas in its resolution of 6 July 2006 on Fair Trade and Development(10) Parliament recognised the role of Fair Trade in improving the livelihoods of small farmers and producers in the developing world, providing as it does a sustainable model of production with guaranteed returns for the producer,
S	whereas the current EPA negotiating process presents both opportunities and challenges for ACP countries, and in particular for the agricultural sector in many African countries,
T	whereas parliaments, as primary actors in the development process, have to be actively involved in strategies and action plans affecting the populations they represent,
1	"Welcomes the above-mentioned Communication on ""Advancing African Agriculture"" and especially the statement that ""agriculture and rural development are crucial in terms of reducing poverty and stimulating growth""; agrees that ""for growth to have a poverty reducing effect, it needs to be broad-based, smallholder oriented and result in enhanced labour opportunities"" but regrets that this statement appears only in the annexed Staff Working Document and not in the text of the Communication itself;"
2	Welcomes the recognition of differences between African countries, as it is essential to take into account the variations and disparities which exist not only at the regional level in Africa, but also within African countries as well;
