1	Welcomes the general objective of the abovementioned Commission communication on a simplified business environment for companies in the areas of company law, accounting and auditing (the Communication) of reducing the administrative burden for businesses in Europe and enabling them to compete more effectively and achieve greater success in a highly competitive global environment; recalls that the Commission, in its legislative proposals, should base itself on an impact assessment in particular targeting medium, small and micro entity, while ensuring legal certainty and maintaining the Community acquis throughout the internal market and ensuring consistency with the harmonisation processes now in place with regard to financial reporting and auditing; further recalls that the interests of all stakeholders, including investors, owners, creditors and employees, as well as the principles of subsidiarity and proportionality, must be duly taken into account;
2	"Rejects, as a generality, the first option referred to in the Communication, namely to address the question whether the Community acquis in the area of company law should be reduced to those legislative acts specifically dealing with cross-border situations; is, however, not totally averse to repealing individual provisions which, from the stakeholders"" point of view, are no longer necessary or of benefit to business, provided that such repeal is not contrary to the public interest;"
3	Notes, in connection with the first option, that the company law directives at issue, namely, the Second(2), Third(3), Sixth(4) and Twelfth(5) Company Law Directives, have created comparability between companies which is important for the cross-border activities of investors and creditors, and should not therefore be repealed;
4	Notes, in connection with the first option, that in a comprehensive impact assessment the savings expected to result from the repeal of directives must be balanced against the cost of an internal market with 27 different systems of company law;
5	"Notes that the main bureaucratic obstacles, such as multiple data requests or reporting requirements, particularly in the fiscal and social fields, tend to be generated by the Member States"" administrations and fall outside the scope of the Community's competence;"
6	"Stresses that the Member States often fail to make use of optional measures by which to reduce bureaucracy, thus not passing on to companies the opportunities for simplification offered by Community law, and that, on the contrary, Member States often impose stricter national rules in addition to the existing EU requirements; asks the Commission, however, to review whether the implementation of directives such as the Transparency Directive(6) has led to ""gold-plating"" by Member States; stresses that the Commission should encourage an exchange of good practices between Member States, while highlighting the effective impact of the various initiatives in the field of simplification;"
7	"Proposes that coordination be introduced between the Member States"" tax authorities, in order to harmonise the information requests made to businesses with the aim of simplification;"
8	Prefers, in principle, the second option referred to in the Communication, namely that the legislator should focus on concrete, individual simplification measures; notes that any specific simplification measures may include an assessment of whether certain individual requirements in directives should be repealed;
9	Stresses that time will be needed in order to evaluate the effects of the changes made to the directives and points out that the Third and Sixth Company Law Directives have recently been amended by Directive 2007/63/EC(7) and that the transposition deadline for Directive 2007/63/EC is 31 December 2008; notes that further amendments of those directives could lead to the harmonised conversion rules being deprived of substance, but considers that more updating is necessary;
10	Notes that the Second Company Law Directive has recently been amended by Directive 2006/68/EC(8) and that the transposition deadline for that Directive was 15 April 2008; highlights, in this connection, the results of the KPMG feasibility study on an alternative to the capital maintenance regime;
