A	whereas seven countries in the Western Balkans – Albania, Bosnia and Herzegovina, Croatia, Kosovo, former Yugoslav Republic of Macedonia (FYROM), Montenegro and Serbia – are at different stages of the process to become Member States of the European Union; whereas these countries need to adopt and implement the acquis communautaire and other EU obligations in the area of gender equality during this process;
B	whereas the implementation of women's rights and gender equality measures requires an increase in public awareness of these rights, judicial and non-judicial ways to invoke these rights, and governmental and independent institutions to initiate, carry out and monitor the implementation process;
C	whereas women play an essential role in peace, stabilisation and reconciliation efforts, and whereas their contributions should be recognised and encouraged, in line with UNSCR 1325 and subsequent resolutions;
1	Notes that the accession countries in the Western Balkans have adopted much of the legislation required in the EU accession process, but that this legislation is in many cases not being effectively implemented;
2	Stresses the need for women in the Western Balkans to take a prominent role in society through active participation and representation in political, economic and social life at all levels; points out that advancing towards women's equal participation in decision-making at all levels of government (from local to national, from executive to legislative powers) is of high importance;
3	Notes with concern that the population in most countries is not fully aware of the existing legislation and policies to promote gender equality and women's rights and that such awareness rarely reaches the vulnerable or marginalised members of society, especially Roma women; calls on the Commission and the governments of accession countries to foster awareness through the media, public campaigns and education programmes in order to eliminate gender stereotypes and  promote female role models and women's active participation in all paths of life including decision making; calls, above all, for the personal commitment of government members and officials;
4	Underlines the importance of awareness-raising campaigns in the fight against stereotypes, discrimination (gender-based, cultural, religion-based) and domestic violence, and for gender equality in general; notes that these campaigns should be complemented with the promotion of a positive picture of female role models in the media and advertising, educational materials and the internet; stresses the importance of improving the situation of women in rural areas, especially vis-à-vis discriminatory customs and stereotypes;
5	Notes with concern that women remain under-represented in the labour market as well as in economic and political decision making; welcomes quotas and calls on those countries which have not already done so to promote female representation and, where necessary, to apply quotas effectively in political parties and national assemblies, and encourages those countries which have already done so to continue this process in order to enable women to participate in political life and overcome their under-representation; notes that,  where gender  quotas in political decision making have been introduced, they should be properly implemented and supplemented with effective legal sanctions; welcomes, in this connection, the recent international women's summit on ‘Partnership for Change’ held in Pristina in October 2012 under the auspices of the region's only female head of state, Atifete Jahjaga;
6	Notes with concern that women's employment rates in the Western Balkan countries remain very low; points out that supporting equal opportunities policies is important for the economic and social development of the Balkan accession countries; calls on the governments to introduce measures in order to reduce the gender pay gap and, consequently, the gender pension gap and to tackle high unemployment rates, focusing in particular on women, especially those in rural areas; invites the governments of the countries in the Balkans to establish a legal framework for equal pay for equal work for both sexes, to assist women in reconciling private and professional life, to secure better working conditions, lifelong learning, flexible work schedules and in addition to create an environment which stimulates female entrepreneurship;
7	Notes with concern that, in some states in this region, women entrepreneurs are frequently discriminated against when trying to secure loans or credit for their businesses, and still often face barriers based on gender stereotypes; calls on states in the region to consider the creation of mentoring schemes and support programmes that can harness the advice and experience of entrepreneurial professionals; calls on the Western Balkan countries to develop active labour market schemes designed to curb unemployment among women; urges them to develop loan schemes and make funding available for starting businesses;
8	Stresses the importance of combating all forms of discrimination in the workplace, including gender discrimination in respect of recruitment, promotion and benefits;
9	Emphasises that, in the process of building properly functioning democratic institutions, securing the active participation of women – who comprise over half of the population in the Balkan countries – is crucial for democratic governance; notes with concern the lack of financial and human resources allocated to the functioning of governmental and independent institutions tasked with the initiation and implementation of gender equality measures and especially gender mainstreaming policies in most countries; calls on the authorities  to accompany measures and action plans with adequate resources for their implementation, including appropriate women personnel; stresses that the Instrument for Pre-Accession Assistance (IPA) may and should be used for projects related to the promotion of women's rights and gender equality and that authorities in the countries bear full responsibility for well-functioning implementation mechanisms for women's rights and gender equality; calls on the Commission to exercise due diligence with respect to the effectiveness of spending;
10	Notes with concern the lack of statistical information on gender equality, on violence against women, on access to and availability of contraceptives, and on unmet need for contraception necessary for monitoring implementation that is standardised and may be compared over time, between accession countries and between EU Member States and accession countries; calls on the governments of the Balkan accession countries to establish a common methodology for gathering statistical information together with Eurostat, EIGE and other relevant institutes; stresses that specific strategies need to be developed and existing strategies implemented to improve the position of women faced with multiple discrimination, such as Roma women, lesbian, bisexual or transgender women, women with disabilities, women of ethnic minorities and older women;
11	Considers that women play an essential role in stabilisation and conflict resolution, which is crucial to reconciliation in the region as a whole; underlines the importance of access to justice for women victims of wartime crimes, in particular rape; reiterates the responsibility of all states to put an end to impunity and to prosecute those responsible for genocide, crimes against humanity and war crimes, including crimes involving sexual violence against women and girls, and to recognise and condemn these crimes as crimes against humanity and war crimes; stresses the need to exclude these crimes from amnesty provisions; welcomes the efforts of networks such as the Regional Women's Lobby to support women in peace-building and to promote access to justice for women in post-conflict countries; stresses the ongoing need to deal with the past and to secure systematically justice and rehabilitation for victims of conflict-related sexual violence; urges the adoption and implementation of adequate state programmes for witness protection and the prosecution of these crimes;
12	Condemns all forms of violence against women and notes with concern that gender-based violence and verbal abuse remain present in the Balkan countries; invites the governments of the Balkan countries to strengthen law enforcement bodies in order successfully to address issues such as gender-based violence, domestic violence, forced prostitution and trafficking in women, to create shelters for victims who have experienced or are currently experiencing domestic violence and to ensure that law enforcement institutions, legal authorities and public servants are more sensitive to this phenomenon; encourages national authorities in the region to set up awareness-raising programmes on domestic violence;
13	Notes with deep concern that 30 % of the victims of cross-border trafficking in human beings in the EU are nationals of Balkan countries, whereas women and girls comprise the bulk of the victims detected; stresses that gender equality, awareness-raising campaigns, and measures to combat corruption and organised crime are essential in order to prevent trafficking and protect potential victims; calls on national authorities in the region to work together in creating a common front;
14	Calls on the authorities in the Balkan accession countries to provide sustained funding to combat trafficking, to further strengthen their capacity to identify proactively and protect victims among the vulnerable population, to ensure by law that identified trafficking victims are not punished for committing crimes as a direct result of being trafficked, to sustain victim protection efforts, to train law enforcement officials, and to further develop reception-centre and shelter capacity; calls also on the respective governments to improve the implementation of the existing legislation in order to create a dissuasive environment for traffickers, where cases of trafficking are properly investigated and perpetrators are prosecuted and convicted; calls on the Commission to urge Balkan accession countries to improve their records on prosecution and punishment and support local initiatives to address the root causes of trafficking, such as domestic violence and limited economic opportunities for women;
15	Considers that genuine gender equality also rests on equality and non-discrimination as regards sexual orientation and gender identity; encourages the governments of the accession countries to address lingering homophobia and transphobia in law, policy and practice, including by legislating on hate crimes, police training and anti-discrimination legislation, and asks the national authorities in the region to denounce hatred and violence on grounds of sexual orientation, gender identity or gender expression;
16	Welcomes the increase in cross-border regional initiatives in the area of women's rights and gender equality; calls on governments and the Commission to support these initiatives and to encourage the exchange and promotion of good practices arising from them, inter alia by employing the pre-accession funds and by making sufficient grants available to these initiatives, including from a gender budgeting perspective;
17	Invites the Government of Montenegro, and the Serbian, FYROM and Albanian Governments, once they start accession negotiations, to agree on a framework agreement with their parliaments, political parties and civil society on the involvement of civil society organisations, inter alia in the area of women's rights and gender equality, in the accession negotiations and in drafting the action plans for reform resulting from these negotiations, and ensuring their access to relevant documents pertaining to the accession process;
18	Calls on the governments of the Balkan accession countries to recognise and support the role that civil society and women's organisations play in specific areas, such as promoting LGBT rights, combating violence against women, increasing women's political participation and representation and promoting peace-building efforts; strongly supports activities aimed at empowering women and strengthening their position in the societies concerned;
