A	whereas Turkey is set to open negotiations concerning accession to the European Union as of 3 October 2005, in accordance with the decisions of the European Council of December 2004,
B	whereas the Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW)(2) forms a part of international law and takes precedence over Turkish national law, as recognised by Article 90 of the Turkish Constitution; and whereas Turkey has been a party since 1985 to CEDAW, and the Optional Protocol thereof, since 2002,
C	whereas adoption of the Community acquis is obligatory for candidates wishing to join the European Union,
D	whereas women's rights and gender equality are part of the Community acquis,
E	whereas the recent legal reforms in Turkey in the area of women's rights go a long way in implementing the acquis, though translating those reforms and changes into practice and achieving practical results remains a major problem,
F	whereas the new Penal Code entered into force on 1 June 2005 and whereas this example of legislative progress now needs to be implemented in practice,
G	whereas the abovementioned regular report identifies, as regards the situation of women, the following main areas of concern, among others: violence against women, particularly domestic violence and crimes of honour and tradition, a high illiteracy rate, a low level of participation by women in parliament as well as in local representative bodies, and the low level of participation by women and the prevailing discrimination in the labour market,
H	whereas economic and social underdevelopment in some urban and rural areas in general and in disadvantaged regions of Turkey, migration and its related problems such as poverty, and inner-city deprivation, aggravate the problems of women in those regions and undermine their position, which is also hampered by prevailing patriarchal social structures,
I	whereas in some regions in Turkey newborn children are not registered immediately, and whereas, by means of the practice of later registration, the age of young women can be arbitrarily fixed and under-age girls can be declared to have reached majority, thereby providing 'de facto' legitimation for forced marriages,
J	whereas hundreds of cases of torture were referred to Turkish government bodies and human rights organisations during 2003 and 2004 and whereas more than 2,000 applications for asylum from Turkish citizens (among them many women) were accepted by Member States in 2003,
K	whereas, owing to the lack of an integrated strategy for the development of their economic, social and cultural needs, Kurdish women are suffering a long-standing accumulation of problems (illiteracy, poor health, poverty, exclusion, etc.),
L	whereas negative discrimination against women can sometimes best be remedied by temporary measures of positive discrimination as provided for in, among others, CEDAW, and there is an absolute need for women role models in positions of power and decision-making, including at the highest level,
M	whereas the Turkish government has not yet concluded negotiations with the Commission concerning participation in the Daphne II programme(3) on combating violence against women, and seems unwilling to make any financial contributions of its own,
N	whereas UNICEF estimates that each year between 600 000 and 800 000 girls who have attained the mandatory age for going to school are either prevented by their families from doing so or do not have the infrastructure available to enable them to attend the available rural schools,
O	whereas there is a serious lack of accurate data on the situation of women in Turkey, especially concerning violence against women, and existing data does not yet cover all problems relating to women's rights,
P	whereas fewer and fewer women are participating in the Turkish labour market,
Q	whereas political participation by women in Turkey's decision-making bodies is disconcertingly low, with women constituting only 4.4% of the parliament and around 1% of representatives in local assemblies, with few women taking part in economic and political centres of decision making,
R	whereas the economic independence of women is crucial to their ability to assert their rights,
S	whereas the 14 shelters for women who have been victims of violence that exist in Turkey do not meet the needs of a population of approximately 70 million, while even the modest possibilities offered by the law in force, i.e	a shelter in all municipalities with over 50 000 inhabitants, are not being sufficiently realised,
T	whereas on 6 March 2005 the police violently disrupted a demonstration in Istanbul linked to International Women's Day and arrested the women demonstrators,
1	Emphasises that respecting human rights, including women's rights, is a sine qua non for membership of the European Union and calls on the Commission to make the issue of human rights, including women's rights, central to the agenda for the negotiations with Turkey;
2	Emphasises that the Turkish government should carefully maintain and establish where needed its country-wide legal registration of marriages and births to guarantee every man and woman a full entitlement to citizenship and the possibility fully to enjoy their human rights, e.g	access to education and to health care;
3	Calls on the Commission, in the accession negotiations with Turkey, to press for steps to be taken to ensure that newborn children are registered immediately, thereby putting a stop to any illegal practices, in particular that of applying to Turkish family courts to have girls' ages increased so that they can officially be declared to have reached majority, with a view to avoiding prosecution for forcing girls into marriage;
4	Commends the Turkish government and parliament on the recent legislative reforms, inter alia in the fields of the Constitution, the Civil and the Penal Code and the Labour Code, relating to the situation of women; expresses its concern over the lack of sufficient progress regarding application and implementation of legislation in the field of women's rights, and therefore expects concrete gender-sensitive measures, programmes and projects for implementation, and continuous monitoring of the implementation of the legislation, e.g	by carrying out gender-impact assessments on a regular basis;
