A	"whereas according to the latest provisional and incomplete figures, women across the European Union earn on average 16,4 % less than men in the EU and the gender pay gap varies between 4,4 % and 27,6 % in the Member States, and whereas – despite the significant body of legislation in force for almost 40 years and the actions taken and resources spent on trying to reduce the gap(4)
 – progress is extremely slow (the disparity at EU level was 17,7 % in 2006, 17,6 % in 2007, 17,4 % in 2008, 16,9 % in 2009 and 16,4 % in 2010), and in some Member States the gap has even widened; while the gender pay gap could be higher than indicated as three Member States' data are still missing;"
B	whereas the causes of the persistent high gender pay gap are complex, multiple and often interrelated, and go far beyond the single issue of equal pay for equal work or work of equal value; whereas these causes include direct and indirect discrimination, as well as social and economic factors such as occupational and highly horizontally and vertically segregated labour markets, undervaluing of women's work, inequality in the balancing of work and private life, and traditions and stereotyping, including in the choice of educational paths, in educational guidance, in access to trades and professions and consequently in professional careers, particularly for girls and women, leading them towards typically female professions which are less well paid; whereas, according to expert analysis, discrimination, direct and indirect, is responsible for approximately half the difference;
C	whereas all too often the pay gap is linked to cultural legacies and legal and economic factors present in modern-day society;
D	whereas on average women needed to work until 2 March 2012 in order to earn as much as men had earned on average in the year up to 31 December 2011;
E	whereas implementation of the principle of equal pay for the same work and for work of equal value is crucial to achieving gender equality; whereas the Commission and the Member States should be called upon to compile and regularly issue statistics showing not only average hourly wages, but also the amounts of pay that men and women receive for equal work or work of equal value;
F	whereas the Directive 2006/54/EC has contributed to the improvement of women's situation in the labour market but has not profoundly changed the legislation on closing the gender pay gap; whereas preliminary studies by experts show that little or no change has been made in Member States' legislation and no sanctions have been taken against employers; whereas the complexity of the issue requires not only improvement of the legislation but also a Europe-wide strategy to address the gender pay gap, which, in turn, requires strong EU leadership in coordinating policies, promoting good practices and involving various actors;
G	whereas trends show that salaries are more frequently individually negotiated, resulting in a lack of information and transparency on the individualised pay system which leads to increased pay disparities among employees at similar levels, and can result in widening the gender pay gap; whereas a more decentralised and individualised system of wage setting should therefore be assessed as a rather worrying development, while data protection cannot be taken as a legitimate excuse for not publishing statistical information on salaries;
H	whereas, in all Member States, female students achieve a higher pass rate at school than their male counterparts and represent as many as 59 % of all university graduates; whereas, however, due to traditions and stereotypes in education they are a minority among university graduates in fields like mathematics and computer engineering;
I	whereas women's skills and competences are often undervalued, as are the professions and jobs in which women predominate, without this necessarily being justified by any objective criteria; whereas broadening women's career prospects and changing education patterns could have a positive influence on addressing the gender pay gap, for example by increasing the numbers of female scientists and engineers;
J	whereas women are more often employed in part-time work, and whereas the gender pay gap is almost twice as wide among part-time workers as among full-time workers;
