A	whereas poverty reduction and eradication is the EU's primary development policy objective, as defined by the Lisbon Treaty,
B	whereas the European Consensus on Development reaffirms the EU's commitment to poverty eradication and the pursuit of the MDGs, and to principles such as ownership and partnership, aid effectiveness and policy coherence for development, which continue to be crucial and should guide efforts to enhance the impact of EU development aid,
C	whereas poverty has multiple dimensions, not only economic, but also human, socio-cultural, political, protective, gender and environmental, which need to be tackled by EU development policy,
D	whereas gender equality, women's political and economic empowerment and women's enjoyment of human rights are essential for poverty reduction and sustainable development,
1	Welcomes efforts to develop European Country Strategy documents in order to achieve better coordination between the Commission and the Member States; emphasises that the programming process must ensure that the aid effectiveness agenda is implemented, and that Parliament's right to exercise democratic scrutiny, as defined by the Lisbon Treaty in Article 290, is respected;
2	Reiterates its call for incorporation of the EDF into the EU budget as an important step towards better coordination between the various EU aid instruments; insists that this must not lead to a reduction in the financing of either the future development cooperation instrument or the EDF (as compared to their present levels);
3	Stresses that great dividends in increasing the impact of EU aid could already be achieved through the full implementation of principles already guiding development action such as the poverty focus of EU aid, PCD, and the Paris and Accra aid effectiveness commitments; therefore calls on the Commission to take a leadership role on these issues, especially in the High Level Forum on Aid Effectiveness in Busan, and to ensure that this decisive process adheres to the previously outlined objectives with regard to the aid effectiveness framework towards 2015;
4	Considers that projects and policies funded by the European Union should be routinely assessed to determine which development actions are the most effective; calls on the Commission accordingly to formulate a comprehensive assessment policy based on clear-cut criteria and indicators; reiterates, however, that the quest for a policy with a strong impact should not lead to favouring a purely quantitative and short-term assessment of the results;
5	Believes that the MDG contracts provide a positive model for predictable and results-based aid, which should be further developed by the Commission and Member States;
6	Recalls through the Consensus on Development that accountable participatory governance is a key enabler of development; urges the Commission and Member States to monitor and report on governance practices in developing countries, which includes fighting corruption, improving public financial management, enhancing transparency and upholding human rights; supports the Commission proposals to enhance the promotion of good governance and the fight against corruption in beneficiary countries; stresses, however, that mechanisms using aid as an incentive for political reforms must be transparent, put particular emphasis on democracy and human rights and engage national development stakeholders;
7	Emphasises that in keeping with the concept of democratic ownership, parliaments, local and regional authorities, civil society and other stakeholders should be supported in their efforts to play their proper role in defining development strategies, holding governments to account, and monitoring and assessing past performance and development results; further insists on the fact that the territorial approach of development allows a better ownership by the beneficiaries;
8	Calls on the EU to meet its Accra commitments by providing funding and appropriate support to partner governments in order to enable meaningful participation for citizens in Civil Society Organisations;
9	Highlights the role played by local and regional authorities and their networks in increasing the impact of the European development policy; points out that national parliaments of recipient countries are best placed to play their proper role in identifying priority sectors, preparing and adopting Country Strategy Papers and multiannual budgets, as well as monitoring budget allocations, in consultation with civil society, prior to policy dialogue with donors in order to empower parliamentarians' role in decision making;
10	Emphasises the close connection between a high-impact development policy and capacity development; points out that capacity development should be seen as an integrated process to improve the capability of citizens, organisations, governments and societies to design sustainable development strategies; stresses that capacity development is a process that requires ownership by, and policy space for, the partner countries;
11	Points out, that support for capacity development, not only through the instrument of budget support but also by means of technical cooperation, is essential to high-impact development assistance; acknowledges that ownership of, and identification with, transformation processes by partner countries can increase over time when nourished by those instruments;
12	Stresses that the aim of increasing the impact of aid and obtaining more results/value for money should not lead to a risk-averse development policy that only focuses on ‘easy countries’; insists that poverty eradication and needs must remain the crucial criteria for the allocation of EU development aid and that aid effectiveness must be improved by focusing on tangible results; calls on the Commission and the Member States to review the scope of financing instruments and to focus the disbursement of Official Development Assistance (ODA) on the poorest and most vulnerable countries and on reaching the poorest layers of society particularly those facing the greatest risks of social exclusion, such as women, children, elderly people and people with disabilities while taking into consideration the results achieved and the impact of aid; calls for programming of a phasing-out period of ODA allocations for emerging countries;
13	Stresses the need to distinguish between the development needs of the Least Developed Countries (LDCs) and those of the Middle Income Countries (MICs), especially the emerging donors; recalls that 72% of the world's poor live in MICs, and that cooperation and dialogue should therefore continue in order to address persisting poverty and inequality; reiterates that non-ODA cooperation with MICs and strategic partners must not be financed from the already scarce development budget;
14	Takes the view that the EU's development policy should aim at eliminating obstacles to development, such as dumping of agricultural products, illegitimate debt burden, capital flight and unfair trade, and at creating an international environment conducive to fighting poverty, guaranteeing decent incomes and livelihoods and to the fulfilment of basic human rights, including social and economic rights;
15	Reiterates the principle of the universality of human rights and non-discrimination as the basis upon which to enhance the impact of EU development policy;
16	Underlines that tackling inequality – including gender inequality – reinforces the human–rights-based approach championed in the European Consensus on Development and can lead to faster poverty reduction;
17	Recognises the development setbacks resulting from conflicts and disasters, as well as the importance and cost-effectiveness of investing in prevention;
18	Invites the Commission, together with interested Member States, to give new innovative aid approaches, such as cash on delivery, output-based aid and results-based financing, a chance;
19	Stresses that Policy Coherence for Development (PCD) is crucial to the implementation of a high-impact development policy and to the achievement of the MDGs; calls on the Commission to define clearly responsibilities and leadership at the the highest level with regard to enforcement of the Treaty obligation of PCD and calls for sufficient resources to be set aside for this purpose in the Commission, the European External Action Service (EEAS) and the EU delegations;
20	Believes that in order to guarantee high impact the EU development policy should have an incentive-based approach based on greater differentiation by rewarding those countries that are performing well and supporting those that are most off track;
21	Insists that targeted innovative financing mechanisms focused on wealth creation, property rights and the reduction of capital flight be duly taken into account in devising localised development directions, in accordance with the specific priorities of the recipients;
22	Reiterates its position according to which the collective target of devoting 0.7 % of the Union's Gross National Income (GNI) to ODA by 2015 must be met; urges the Commission and Member States to find new sources of development funding such as a financial transaction tax at global level, private-sector finance and market-orientated solutions; opposes any alteration or broadening of the definition of ODA, as set by the OECD Development Assistance Committee;
23	Urges the Member States to deliver on their outstanding financial commitments, including those made on maternal and child health as part of the G8 Muskoka Initiative;
24	Underlines that aid should be provided in a predictable manner that is aligned with national plans and priorities and provides incentives for greater transparency and accountability from donor governments, NGOs, and partner states;
25	Takes the view that the added value of the Commission's development aid and the approaching MDGs deadline justifies a significant increase in real terms in the annual figures for ODA in the next MFF (Multiannual Financial Framework) period; stresses that the share of overall European aid channelled through the EU budget should not be reduced and should retain a poverty focus;
26	Recalls that aid under the future EU instruments for development cooperation must continue to be linked to the ODA criteria established by the OECD Development Assistance Committee;
27	Calls for increased efforts in the areas of development education and awareness-raising in Europe; emphasises that this should be seen as a means not only of increasing public support for development spending, but also of enabling every person in Europe to understand global development concerns; stresses that improving public awareness and reducing indifference to the plight of developing countries would help enhance EU development policy;
28	Notes that in order to increase public awareness and reduce indifference efforts must be made to improve the transparency of aid spending, enhance the dissemination of independent evaluation studies and apply stricter sanctions to those actors who have been found to be misappropriating development aid;
29	Acknowledges that economic growth is a crucial driver of development; stresses, however, that growth is only one instrument among many, and that maximising growth is not equivalent to maximising development; notes in particular that the impact of growth on poverty eradication could be much higher if inequality were reduced and human rights respected; insists, therefore, that EU development assistance must be geared towards pro-poor growth through the adoption of measures which specifically focus on the poor and the marginalized in order to foster an increase in their share of national wealth and allow them to become a driving force for genuinely inclusive growth, such as micro-credit and micro-finance, as well as other market-derived solutions;
30	Observes that a policy based solely on economic growth has shown its limited ability to eradicate poverty and promote social cohesion, as demonstrated by the recent financial, climate, energy and food crises; advocates sustainable development based on fair trade and social justice which benefits current generations without endangering resource availability to future generations;
31	Stresses that economic growth policies cannot succeed without promotion of social and environmental standards and the implementation of social protection mechanisms;
32	Stresses that EU policies should facilitate growth in areas of the economy where the poor earn their livelihoods, such as agriculture, and pay more attention to the informal sector; calls on the Commission and the Member States to favour measures which provide security of land tenure and facilitate poor people's access to land, markets, credits and other financial services and skills development, without aggravating existing inequalities and without consolidating asymmetrical dependence structures;
33	Supports efforts to promote industrial development and the development of infrastructure that contributes to sustainable economic growth with full respect for social and environmental standards; notes that the most effective way to increase growth and lift people out of poverty is to enhance industrial and market development;
34	Points out that industrial development has tremendous transformative potential for national economies and, unlike agricultural exports or natural resources extraction, which expose economies to shocks, is likely to offer enhanced scope for long-term productivity growth; calls on developing countries, therefore, to address this issue by designing and implementing industrialisation policies with a specific focus on manufacturing specialisation and trade-capacity building;
35	Stresses the need for industrial growth to be energy-efficient, so that growth in GDP is decoupled from oil dependency and greenhouse gas emissions; urges the EU and its Member States to make every effort to facilitate the transfer to developing countries of energy efficiency technology and best practice;
36	Considers that funding for large-scale export or infrastructure projects, while attractive in terms of delivering visible results, is not necessarily the best strategy to deliver benefits to the wider population and poor marginalized communities;
37	Urges that the EU and its Member States support more systematically the ILO's decent work agenda in developing countries, in order to stimulate the creation of high-quality jobs and the protection of core labour standards;
38	Emphasises that diversifying the economies of developing countries and reducing their dependence on imports need to be priority objectives for policies supporting growth;
39	Stresses that investment projects supported by EU mechanisms for blending grants and loans must be subject to monitoring of their implementation and impact studies of internationally agreed social and environmental standards; insists that the decision-making process on the selection of projects must be transparent and ensure coherence with EU strategy papers, the principle of country ownership and the EU's commitment to untie its aid;
40	Insists that blending should generate new funds, rather than leading to grants under the EU's ODA being replaced by loans;
41	Stresses that development policy cannot become truly effective without the promotion of adequate legal frameworks, especially in the areas of property rights and contract law;
42	Underlines that promoting gender equality will help to unlock the productivity of women and thus contribute to sustainable and pro-poor growth;
43	Stresses that poverty is not only measured in monetary terms and that in its wider sense it means being denied fundamental rights such as food, education, health or freedom of expression;
