A	whereas the Millennium Development Goals (MDGs) have raised awareness that ending global poverty is an urgent challenge and a priority for global action thanks to their limited set of concrete and time-bound targets; whereas, two years from the 2015 target date for the MDGs, there has been significant progress: the target of reducing extreme poverty by half has been reached, as has the target of halving the proportion of people who lack dependable access to improved sources of drinking water, conditions for over 200 million people living in slums have been improved, primary school enrolment of girls now equals that of boys and accelerating progress in reducing child and maternal mortality can be seen; whereas, however, the current MDGs do not sufficiently address the root causes of poverty such as inequalities within and among countries, social exclusion, biodiversity and governance;
B	whereas the European Consensus for Development, signed by the Commission, the Council and Parliament is an acquis communautaire; recalling the importance and scope of this document, which enshrines the European Roadmap for development, as well as the acquis and the guidelines arising from it;
C	whereas the MDGs have helped to define poverty as a multidimensional deprivation in people's lives, covering education, health, the environment, food, employment, housing and gender equality;
D	whereas global challenges remain and are expected to increase – poverty, hunger and malnutrition, lack of access to quality health care for all, restricted access to medication, lack of proper, safe sanitation and hygiene, insufficient levels of quality, primary and secondary education, high unemployment – particularly youth unemployment, lack of social protection and respect for human rights, inequalities, including gender, as well as environmental degradation and climate change - prompting the need to find new development pathways that could lead to inclusive and sustainable development for all;
E	whereas nearly one billion people in the world are undernourished and more than 200 million are unemployed; whereas only 28 % of the global population is covered by comprehensive social protection systems, reflecting high degrees of informal employment and whereas an estimated 1.4 billion people lack access to sufficient energy services, hampering their ability to overcome poverty;
F	whereas the problem of malnutrition in developing countries kills an estimated 2,6 million children every year and owing to the effects of climate change the number of undernourished is expected to increase;
G	whereas an estimated 140 million girls will become child brides by 2020 if current rates of early marriage continue;
H	whereas three-quarters of the world's poor people live in middle income countries and, according to the World Development Indicators 2008 of the World Bank, income and wealth inequalities within countries have increased since the early 1980s, including in high-income countries; whereas insecurity about incomes and jobs has also increased owing to patterns of globalisation based on outsourcing and weaker labour protection;
I	whereas it is projected that in 2015 more than 600 million people will still be using unimproved water sources which pose a risk to health and that one billion people, of which 70 % are women, will be living on less than USD 1,25 per day, especially in a number of African countries, but also in emerging countries, and, if present trends continue, the MDG target to halve the proportion of people living without basic sanitation services will not be met until 2049; whereas currently almost 200 million people are unemployed, about 74 million of those are between the ages of 15 and 24, and only 20 % of the world's population has adequate social security coverage, while more than half lack any coverage at all; whereas declaring 2015 the European Year for Development will thus help raise public awareness in Europe of the importance of the new MDGs;
J	whereas the global food, energy and financial crisis of 2007-2010, coupled with the global economic decline and climate change, highlighted the fragility of global food supply systems and exposed failures of financial and commodity markets  and of global governance mechanisms;
K	whereas sustainability concerns, including the urgent need to reduce global greenhouse gas emissions and to achieve more equitable and sustainable management and governance of natural resources, represent the key challenge for a transformative agenda;
L	whereas the 1986 Declaration on the Right to Development affirms development as a fundamental human right; whereas the Declaration commits to a ‘human rights based’ approach, characterized by the realisation of all human rights (economic, social, cultural, civil and political) and whereas the Declaration also commits to strengthening international cooperation;
M	whereas the achievement of the MDGs before the deadline will depend largely on the fulfilment of the Global Partnership for Development, and whereas the EU and its Member States should stick to their commitments and not allow the current economic and financial crisis to halt the progress that has been made;
N	whereas Article 208 TFEU establishes that the reduction and, in the long term, eradication of poverty is the primary objective of EU development policy;
O	whereas 50 years of donor-driven development policy have created excessive addiction and dependency(5);
P	whereas the UN is working closely with all stakeholders, in an inclusive manner, to build on the momentum generated by the MDGs and to carry on with an ambitious post-2015 development agenda, which should be based on better quality aid, improved coordination, and respect for the principles of policy coherence;
Q	whereas the EU's commitment to ensure policy coherence for development (PCD), in accordance with the conclusions of the European Council in 2005, was reaffirmed in its conclusions of 14 May 2012(6);
