A	whereas a fair and realistic migration policy in the European Union, entailing the establishment of a Common European Asylum System (CEAS), must comprise an effective, sound and sustainable resettlement programme, providing a durable solution for refugees who cannot return to their country of origin and whose protection or livelihood cannot be assured in first countries of asylum,
B	whereas resettlement serves not only a humanitarian purpose towards persons resettled, but also to relieve third countries of the burden associated with hosting large numbers of refugees and is a very useful instrument for apportioning responsibility,
C	whereas currently only 10 Member States resettle refugees on a yearly basis, with little coordination among themselves on the resettlement priorities, causing a lack of strategic use of resettlement as an EU external policy instrument,
D	whereas strategic use of the resettlement programme could have direct and indirect benefits not only for refugees being resettled but also for other refugees remaining in the first country of asylum, for the host country and for other countries and also with regard to all international arrangements for their protection,
E	whereas the resettlement programme may help to make illegal immigration less attractive to refugees seeking to enter the European Union,
F	whereas the need to show solidarity to third countries sheltering large numbers of refugees in need of international protection is a major factor and reflects the need to show solidarity within the EU also,
G	whereas the EU share of the global resettlement of refugees remains quite modest; whereas this impacts negatively on the ambition of the EU to play a prominent role in global humanitarian affairs and in the international scene,
H	whereas effective solidarity must be at the centre of common immigration and asylum policies among Member States, which should allow a fair share of responsibility for compliance with international obligations concerning the protection of refugees, as well as towards third countries which are heavily burdened with hosting large numbers of refugees,
I	whereas in its 7 May 2009 Resolution, the European Parliament also called for mandatory solidarity in the resettlement of refugees within the EU in cases where, inter alia, the reception capacities of one Member State are insufficient, in order to facilitate the resettlement of beneficiaries of international protection in other Member States, providing that those concerned consent and that their fundamental rights are respected,
J	whereas cooperation with third countries which have already carried out several programmes of resettlement should be fostered, in order to benefit, through exchange of best practices, from their experience of reception and integration measures and the general quality of resettlement initiatives,
K	whereas both local and international, governmental and nongovernmental organisations, especially the UNHCR, should be involved in all stages of the EU Resettlement Programme, contributing with their specific information, technical expertise, logistic forecasting and experience,
L	whereas the European Resettlement Programme must not make the process of resettlement more complicated,
M	whereas the European Asylum Support Office (EASO) is expected to become operational in 2010; whereas it will be able to offer support to the Member States in carrying out resettlement initiatives, while ensuring coordination of policies within the EU; whereas the European Asylum Support Office must actively participate in deliberations between the Member States, the Commission and the UNHCR,
N	whereas attention should be drawn not only to the need to involve more Member States in resettling refugees but also to the quality, sustainability and effectiveness of the resettlement, focusing on integration measures,
O	whereas refugees should be promptly granted access to language and cultural courses and, where necessary, to medical and psychological care,
P	whereas access to job opportunities for adults and immediate integration of minors in schools constitute an essential step with a view to the success of an effective resettlement initiative and that they should for this reason have access to educational and professional guidance services,
Q	whereas there are several entities, in public administration (such as municipalities) as well as in civil society, varying from NGOs to charities and from schools to social services, that have the experience and expertise necessary to carry out follow-up measures,
R	whereas cooperation with the above-mentioned entities – especially the municipalities – has been of great value in the reception and integration of refugees in countries with a consolidated practice of resettlement,
S	whereas the priority-setting should become as flexible as possible, without ever disregarding the effective priority which must be given to the categories of most vulnerable people as indicated by the UNHCR,
T	whereas resettlement is to be implemented as a complement to and without disregard for the other durable solutions provided for people seeking international protection in the EU, and whereas the efforts in refugee resettlement should not lessen the endeavour to guarantee fair and effective access to asylum inside the EU,
U	whereas internal relocation programmes also play an important role and should be supported in addition to the resettlement activities dealt with by this report,
