A	whereas the Member States have committed themselves to clear deadlines for the completion of the internal energy market by 2014 and for doing away with the EU's ‘energy islands’ by 2015;
B	whereas a completed internal energy market is indispensable for the Union's overall energy security and sustainability, and is of essential value for the Union's global competitiveness, economic growth and the creation of new jobs, as recognised in the Single Market Act II and the Europe 2020 strategy;
C	Whereas the Commission's Energy 2020 strategy builds on estimates for necessary investment needs in the energy sector amounting to EUR 1 trillion by 2020, of which EUR 540 billion are for power generation and EUR 210 billion for electricity and gas networks of European importance;
D	whereas the Energy Roadmap 2050 underlines that full integration of the European energy networks and the opening up of markets are critical for maintaining the balance between energy security, competitiveness, cost efficiency, a sustainable economy and consumer interests; whereas the Energy Roadmap 2050 states that energy efficiency, renewable energies and energy infrastructures are the no-regrets options;
E	whereas the share in Europe's energy mix accounted for by renewable energy sources (RES) is growing in the short, medium and long term; whereas large-scale integration of RES presupposes an adaptation of the grid and improved flexibility;
F	whereas a single energy market will empower the Union to speak with one voice vis-à-vis external partners and ensure a level playing field for all EU and non-EU companies, while also guaranteeing social and environmental standards and working towards reciprocity in third countries;
G	whereas a system needs to be established that will allow the Member States to exchange information on energy-supply agreements with third countries;
H	whereas an internal European energy market and its respective national energy markets must be competitive and deliver real choice and transparent information to all consumers, who play a central role in the energy market; whereas the completion of the internal energy market is essential to bring down energy costs and prices to affordable and competitive levels in the short, medium and long-term; whereas reduced prices on energy markets are often not passed on to the consumers;
I	whereas a European Energy Community, applying the Community method, must be based on a strong common energy market, the coordination of energy purchasing outside of the EU, and common European funding of new sustainable energy technologies, notably in the areas of research and innovation;
J	whereas certain progress has been achieved towards enhanced cross-border cooperation, partial elimination of energy islands and prevention of supply shortages;
1	Welcomes, broadly, the Communication and the accompanying Action Plan, which summarise the progress achieved so far and the challenges ahead for the completion of the internal energy market;
2	Acknowledges that the trend of rising energy prices is likely to continue given that these prices are currently linked – in the case of gas – to per-barrel oil price, and – in the case of electricity – to volatile fuel prices, and are further affected by Europe´s dependency on oil and gas imports, by the impact of the intervening measures, by the insufficient actions to promote energy efficiency, and by the lack of investments needed to maintain and modernise energy systems (including reverse flows and interconnectors) with a view to guaranteeing high levels of security of supply and facilitating the integration of RES; advocates, therefore, the decoupling of the gas pricing mechanism from the oil indexation to more flexible alternatives, while respecting the freedom of commercial exchange;
4	Recognises the European added value of better energy policy coordination and cooperation among the Member States, in a spirit of solidarity, and of creating efficient and secure trans-border energy systems, thereby creating synergies through improved management of the supply and demand of energy,  facilitated through smart technologies at distribution system level;
5	Points to the importance of regional markets, and of cooperation between Member States, when it comes to removing barriers, speeding up the integration process and improving network efficiency;
6	Recalls its support for the creation of a European Energy Community between the Member States, and asks the Commission and the European Council to report on the progress towards its creation;
7	Stresses that end energy-consumers – individuals, SME's and industry alike – are at the very core of the user-friendly and transparent internal energy market; notes that, as such, they must be duly protected, and accurately informed with easy access to information, so that they are able to exercise their rights fully, while encouraged to play a more active role in stimulating market competition, moving from passive service recipients to active informed consumers and prosumers;
8	Emphasises the importance of ensuring a competitive, easily managed and transparent energy market that offers real choice and competing prices to consumers as well as provides all present and future EU energy consumers with safe, sustainable, affordable and reliable ways of generating energy that takes into account the interests of coming generations;
9	Takes the view that greater participation on the part of consumers will be facilitated by local cooperatives for renewable energy, collective switching initiatives and aggregators, or other enablers such as decentralised storage and smart appliances; believes that such enablers will help consumers better understand and manage their energy consumption, and thereby become more flexible and responsive (from both a demand and a supply perspective), and that they can strengthen access to renewables and generate the necessary financial investments;
10	Draws attention to the advantage of applying variable network-use charges in order to encourage customers to consume energy outside peak periods, in the interest of promoting a sustainable energy use;
11	Believes that smart technologies must deliver accurate, understandable and user-friendly information to consumers, and must empower them to manage their energy consumption and production; believes, therefore, that smart technologies must be completed with dynamic, online transmission and distribution grid management, incorporating such services as grid support services, voluntary demand-side response, energy efficiency services, micro-generation and storage solutions, and local or home brokers; points out, however, that the levels of energy consumption required for smart meters to provide economic advantages must be duly scrutinised, and that consumers of energy volumes below such levels shall not be obliged to invest in them;
12	Expresses concern about developments encouraging telecommunication companies to manage distribution grid data, as such a responsibility on their part raises serious questions about the protection of data as well as the risk that operators would have to buy the technical data they need to fulfil their functions as distribution system operators;
13	Recognises that energy poverty presents considerable challenges in Member States; points out that the one-size-fits all approach does not take into account the diversity of national realities; considers, therefore, that vulnerable consumers require special and effective protection, and that, to that end, appropriate mechanisms must be put in place, while market distortions are avoided; highlights that specific measures already exist as required by the Third Energy Package;
14	Notes that the shale gas revolution in the US has reduced CO
15	Stresses that the internal energy market is not completed yet, and that national energy markets fall short of satisfying the needs and expectations of consumers, as in some Member States they continue to face: high prices; a limited choice of suppliers, producers and tariffs; overall low quality of services; often too weak consumer protection; and difficulties in switching supplier; stresses, therefore, the need to build a more user-friendly market where consumers can play an active role and become prosumers in an EU-wide market in which they are informed about the terms offered by individual providers in such a way as to facilitate comparison; notes, in this regard, the role of collective switching in empowering consumers and providing lower energy bills;
16	Believes that the lack of full implementation of internal energy market legislation remains one of the main obstacles for the completion of this market; believes that the necessary consolidation of the internal market includes extending our infrastructure whilst implementing internal market law and enforcing competition rules;
17	Stresses that modernising the existing energy infrastructure, and building new, intelligent and flexible generation, transmission (especially transborder gas and electricity interconnectors), distribution and storage infrastructures is essential for a stable, well-integrated and well-connected energy market, where any negative effects, such as unplanned power flows, are avoided, where supply at affordable and competitive prices is secured, where the full potential of all sustainable energy sources, and of micro-generation, cogeneration and efficiency, demand-side management and storage, is fully exploited, and where no Member State remains isolated from the European gas and electricity networks by 2015, to be achieved, i.a., through the synchronous integration of isolated power systems into the European continental networks; emphasises that large-scale investments should be made in parallel with investments in regional or even local networks, as energy generation increasingly takes place at regional/local level;
18	Notes, in this regard, that a decentralised renewable energy supply reduces the need to build new transmission lines, and hence the associated costs, as decentralised technologies –which can be directly integrated in homes, cities and remote areas – are much closer to the end-consumers;
20	Recalls than the Member States' target to reach a level of electricity and gas interconnections equivalent to at least 10 % of their installed production capacity, as agreed on at the European Council summits in 2002 and 2007, has not yet been achieved;
21	Welcomes the Commission's emphasis that Europe's future energy systems will be characterised by flexibility; notes that, in all timeframes, well-functioning cross-border wholesale markets are easily accessible sources of flexibility; calls for further efforts to stimulate the future uptake of energy storage technologies and demand-side responsiveness, all of which offer additional sources of flexibility;
22	Believes that energy efficiency is one of the most sustainable and cost-effective ways of reducing energy bills, enhancing security of supply, reducing fossil fuel import needs and avoiding carbon emissions; recognises that any measure which promotes energy efficiency must be appropriate to the needs of consumers, cost-effective and supported by the right incentives;
23	Underlines that according to International Energy Agency findings, bolder action on energy efficiency can reduce EU gas imports by one-third in 2035, corresponding to 100 bcm of gas;
24	Recalls that synergies between telecommunication and energy infrastructure development, deployment and maintenance will play a key role in the efforts to fulfil the European Union energy efficiency objectives;
25	Highlights the need to continue to unbundle European energy markets in order to secure competition and ensure the supply of electricity at the lowest possible price;
26	Believes that investment in infrastructure needs to be encouraged through a stable, innovation-friendly and predictable regulatory frameworks that does not impede the functioning of the internal market, and that pension funds and institutional investors should be allowed to invest in transmission, recognising that this cannot be achieved unless market-driven; recognises at the same time, however, that, in certain specific cases, infrastructural transformations can hardly be achieved unless public funding is provided to supports key infrastructure projects that may not be commercially viable; stresses, in this connection, the importance of the Connecting Europe Facility, and regrets that this mechanism's share of the energy budget is less than the amount proposed by the Commission;
27	Calls for studies exploring the possibility of establishing a European fund for investment in energy networks;
28	Underlines that streamlining authorisation procedures within the Member States will contribute to the development of infrastructure networks and to the unlocking of investments; stresses that local and regional authorities should play an important role in this respect by simplifying planning procedures and integrating energy infrastructure in their local and regional planning schemes;
29	Notes that the lack of open and non-discriminatory access to transmission infrastructure continues in some cases to hinder new entrants from joining the network or, indeed, from competing on the market on fair terms against incumbent companies; underlines the need to tackle structural market distortions that lead to the high level of concentration existing in several Member States;
30	Stresses, in this regard, that the rules of the third energy package should be applied fully to both European and foreign companies; believes that any exemptions from these rules granted by the Commission should be limited in their scope and length of application, and be subject to review by Parliament and the Council;
31	Stresses that the lack of transparency and the existence of anticompetitive practices in wholesale energy markets undermine consumer trust; believes there is an urgent need to understand cost formation in wholesale markets as well as the impact on consumers' bills;
32	Fully supports measures taken to introduce a level playing field by creating more decentralised and competitive market models, given that they create more opportunities for local energy producers and for new industrial players;
33	Recalls that in order to prevent dominant incumbent suppliers from foreclosing the opening of the market, it is important to enable the development of new business models, such as the ability to contract simultaneously with several suppliers;
34	Notes that a stable regulatory framework – for producers, regulators, network operators, energy suppliers, demand-related service providers and, most importantly, end consumers and prosumers – is essential for a well-functioning internal market and for attracting long-term investment in infrastructure development; underlines that development of network codes encompassing sound, non-discriminatory and well-balanced rules should lead to harmonisation of grid management, market design and interoperability; emphasises that it is crucial that agreements on unbundling of transmission networks, production and delivery are respected across the EU, including agreements on the independent position of energy regulators and on requirements for consumer protection; stresses, therefore, the need to support and further develop the role of the EU Agency for the Cooperation of Energy Regulators (ACER), particularly its capacity to scrutinise national regulatory decisions and settle disputes;
35	Notes that concerns exist that some Member States have already implemented or plan to implement national capacity-remuneration mechanisms (CRMs) in order to secure the supply of electricity without duly exploring all potential alternative solutions, in particular in terms of cross-border solutions and flexibility resources; recognises that although these mechanisms are necessary in some circumstances, they could interfere with and distort wholesale market design and, if badly designed, potentially create lock-in effects; calls on the Commission to ensure a more coordinated approach at EU level to guarantee that any such CRMs are needed, efficient, transparent, technologically neutral and non-discriminatory;
36	Regrets that, to date, the cooperation mechanisms introduced by Directive 2009/28/EC on the promotion of the use of energy from renewable sources have not yet been utilised; points to the Commission's findings indicating that better use of the existing scope for cooperation could bring considerable benefits, such as boosting trade; calls on the Member States, therefore, to make better use of the cooperation mechanisms where it is appropriate and to increase communication among themselves;
38	Notes that some Member States, being energy islands, are still totally isolated from the European gas and electricity networks and continue to pay higher price for energy resources, which alters their competitiveness; points out that without substantial infrastructure investment, those Member States will not be able to achieve the commitment reiterated by the European Council that no Member State should remain isolated from the EU networks by 2015; believes that the Commission should, at the request of those Member States, take part in negotiations with non-EU energy suppliers on the subject of energy prices, for instance where the purchase of gas is concerned;
39	Stresses that the solidarity between Member States called for by the EU Treaty should apply to both the daily working and the crisis management of the internal and external energy policy; calls on the Commission to provide a clear definition of ‘energy solidarity’ in order to ensure that it is respected by all Member States;
40	Emphasises the need to tackle the anticipated growth of gas and electricity imports from third countries to the EU in the short- and medium-term, with view of ensuring security of energy supply, burden-sharing and a fair functioning of the internal market; reiterates that, for some Member States, this challenge is closely linked to a dependency on gas and oil imports from a single third country and that meeting it requires actions oriented at diversifying the portfolio of energy suppliers, routes and sources; acknowledges that strategic objectives in this regard is the realisation of Southern Gas Corridor, including the Nabucco pipeline and its potential lineage to countries of Central and Eastern Europe, and the achievement of supply routes to the EU capable of providing roughly 10-20 % of the EU's gas demand by 2020, with a view to securing each European region physical access to at least two different sources of gas;
41	Believes that an open and transparent internal market, where all EU and third country companies respect the acquis communautaire in the field of energy, can help strengthen the negotiating position of EU energy suppliers vis-à-vis external competitors, which is particularly important for the potential of further coordinating external energy purchasing at the EU level; calls on the EU to consider the establishment of a joint gas purchase agency, and the mechanisms needed for this, in order to counterbalance the monopolistic position of dominant external suppliers; notes that the reciprocity principle must be used to guide relations with EU and third-country energy suppliers; stresses the need for the Commission, in its relations with third country energy suppliers, to take into account, and be transparent about, the impact of its decisions on consumer prices;
42	Is convinced that the Commission should be granted mandates to conduct negotiations on infrastructure projects of strategic importance that affect the security of supply to the EU as a whole, and that such mandates should also be considered in the instances of other intergovernmental agreements considered to have a significant impact on the EU's long-term energy policy objectives, in particular its energy independence; welcomes, in this regard, the progress made in the Commission-led negotiations on the treaty between EU, Azerbaijan and Turkmenistan to build the Trans-Caspian Pipeline System;
