A	whereas restructuring is not a new phenomenon but a practice which happens more frequently due to economic challenges and whereas, in recent years, it has become more prevalent as well as taking many different forms, intensifying in some sectors and spreading to others, with unforeseeable consequences for the economic and social fabric of the Member States;
B	whereas the global economic crisis triggered in 2008 requires companies and their employees to make necessary changes to safeguard competitiveness and jobs, and whereas that crisis has been significantly worsened by financial speculation in the financial sector, speeding up the rate of change sharply, thereby increasing, to an alarming extent, the pressure on workers, territories and all levels of government for structural adjustments;
C	whereas, as a result of radical changes in economic strategies, the last 30 years have seen a massive shift in wealth from the real to the financial economy; and whereas the situation of those who create all the goods and provide all the services, but who bear the full brunt of the economic crisis, needs to be improved;
D	whereas restructuring becomes an issue for stakeholders only at a late stage, most often when redundancies are being considered;
E	whereas, when restructuring, it is the immediate and easily perceptible impact on employment that attracts most attention, while the adverse effect on working conditions and worker's health is not properly recognised and tackled;
F	whereas the multiple and diverse stakeholders involved in restructuring are isolated and rarely cooperate over the long-term;
G	whereas, as consistently highlighted in recent policy papers from the Commission, especially the Europe 2020 Strategy and the Industrial Policy Communication of 28 October 2010, ‘Better anticipating and managing restructuring would help employees and companies to adapt to transitions imposed by excess capacities and by modernisation and structural adjustment’	[…] ‘Management and employees’ representatives are the key players to agree on restructuring strategies at company level	Policy interventions should accompany such restructuring to avoid social hardship and promote new skills and jobs, thus minimising mass redundancies and the decline of entire regions or the relocation of entire industries, by facilitating economic conversion and professional transition‘;
H	whereas the crisis has led to a new economic governance at Union level, through the annual growth survey and semester and whereas that new economic governance may itself lead to restructurings and thus requires the involvement of social partners;
I	whereas there is a need to prepare workers in a timely manner for a shift towards a resource efficient, climate-friendly economy, and whereas that development has huge employment potential, but will give rise to the restructuring of unsustainable sectors and companies;
J	whereas the number of jobs lost was almost double the number of jobs created in the third quarter 2011, this trend is likely to increase in view of the announcement of major restructurings in strategic fields;
K	whereas more than 6,4 million jobs were lost in the construction and manufacturing sectors between 2008 and 2011;
L	whereas all the Member States in which relatively few workers have been made redundant since the start of the crisis have very well developed industrial relations systems which accord workers and their representatives a relatively great many rights in the areas of consultation, information and codetermination, arrangements which have led to joint agreements being concluded at works' level on the basis of laws and collective agreements;
M	whereas, as stated in the Annual Growth Survey: advancing the Union's comprehensive response to the crisis, ‘the positive export performance of some Member States shows that success in global markets relies on wider factors such as sector specialisation, innovation, and skills levels that enhance real competitiveness’; whereas, against the specific background of the crisis, undertakings in some Member States have taken a long-term approach and have made every effort to retain their well-trained and highly experienced workers;
N	whereas Union undertakings may find it difficult to be successful on world markets merely by undercutting their competitors' prices, rather than by developing good products, processes and services;
O	whereas employees in unsustainable sectors should be provided with assistance and training to make the transition to green jobs;
P	whereas there is a danger that the good practices identified in the wake of the crisis, in particular by the ILO, will be largely disregarded and not used to address future crises; whereas, therefore, Union institutions should investigate and document such good practices, so that they can also be used when restructuring is carried out;
