A	whereas one of the Europe 2020 headline targets is to reduce the share of early school-leavers to less than 10 % and to increase the share of the younger generation with a third-level education degree or proper professional training to at least 40 %;
B	whereas the Education and Training Strategic Framework 2020 (ET 2020) includes benchmarks for at least 95 % of children between the age of four and the age for starting compulsory primary education participating in early childhood education; for the share of 15 year olds with insufficient abilities in reading, mathematics and science being less than 15 %; for an average of at least 15 % of adults (aged between 25 and 64 years) participating in lifelong learning;
C	whereas one of the EU’s main priorities is to promote mobility, and whereas a target of ensuring that 20 % of EU graduates have spent part of their time at university abroad has been set for 2020; whereas student, teacher and worker mobility plays a key role in European integration;
D	whereas youth mobility programmes for the 2014-2020 period should provide genuine opportunities to gain knowledge and new skills, thereby helping to increase youth employment rates;
E	whereas in its Annual Growth Survey 2013, the Commission calls for promoting growth and competitiveness and tackling unemployment and the social consequences of the crisis through sound investment in education and training;
F	whereas in March 2013, the unemployment rate among young people up to the age of 25 in the EU was 23.5 %, while at the same time more than two million vacancies could not be filled; whereas in several Member States, the number of unemployed and the duration of unemployment is increasing, and matching on the labour market is becoming less efficient;
G	whereas the persisting economic crisis and austerity measures aimed at fiscal consolidation in several Member States place the lives of EU citizens under heavy pressure due to unemployment, social exclusion and poverty; whereas the impact of the crisis, particularly on young people, is leading in extreme cases to instances of malnutrition or mental health problems; whereas especially in those Member States with more fragile economies, budget cuts in education have made access more difficult and undermined teaching standards;
H	whereas the crisis and austerity policies are having a direct adverse impact on young peoples’ prospects for gaining access to and remaining in education and employment; whereas education spending is an investment in the future and should therefore be shielded from austerity measures;
I	whereas young people face increasing difficulties in their transition from education to work, and the lack of formal interaction between education institutions and the labour market increases the risk of high unemployment; whereas high-quality vocational training is dependent on close cooperation between the public and private sectors, with a high degree of involvement by social partners;
J	whereas accessible, flexible and high-quality education and training have a crucial impact on the personal development and fulfilment of young learners, also promoting their active citizenship and wellbeing, and enhancing their ability to adjust and contribute to society and the world of work; whereas economic and social problems are increasing euroscepticism among citizens;
K	whereas school bullying undermines young people’s well-being and leads to under-achievement and early school leaving;
L	whereas open educational resources (OER) improve the quality, accessibility and equity of education and facilitate an interactive, creative, flexible and personalised learning process through the use of ICT and new technologies; whereas open education enhances sustained employability by supporting lifelong learning;
M	whereas, despite high overall levels of youth unemployment, certain sectors such as information and communications technology (ICT) and health care have increasing difficulty in filling vacancies with qualified personnel; whereas an increasing gap between the qualifications of graduates and the skills requirements of the labour market can be observed in some Member States;
N	whereas labour market needs are changing fast; whereas it is necessary to aspire to a quality education and individual development, and to examine closely future trends in labour market needs in order to adapt and modernise educational and training curricula so as to meet the need to provide a core of basic knowledge and lifelong learning strategies, and to offer the right skills for the right jobs, such as the use of new technologies and social networks, without detracting from the academic goal of passing on knowledge; whereas, as education models change, the teaching profession needs to adapt accordingly, in terms of skills and qualifications, and status and careers, for example;
O	whereas skills, technology and jobs are changing rapidly and everyone will be obliged to adapt several times to new technologies throughout the course of their working lives, and must therefore have a core of basic knowledge that is sufficiently robust to enable them to do so;
P	whereas the stimulation of economic growth, productivity and comprehensiveness at national level has proven to have an immense impact on the jobs market, with an increase in  the number and quality of jobs being created, along with better integration of young people into the labour market;
1	Welcomes the Commission communication, in particular its strong focus on combating youth unemployment through investing in skills, calling for the modernisation of higher education systems, as well as promoting world-class vocational education and training (VET), flexible learning pathways, including through the promotion of OER, work-based learning and the involvement of social partners in their design; welcomes, furthermore, actions to address the shortages of well-qualified teachers and trainers, such as more effective teacher recruitment and retention, and professional support;
2	Considers the role of education to be much broader than just fulfilling the economic targets of European and national strategies; reaffirms, in this connection, the primary mission of education as being the preparation of individuals for life as well as for being active citizens in increasingly complex societies;
3	Notes that as a result of the economic and financial crisis, many families can no longer afford to pay for higher education, a fact which has led to an increase in drop-out rates at this level; considers that Member States should uphold the right of all persons, whatever their economic circumstances, to free and universal education of high quality;
