A	whereas the financial and economic crisis which broke out in autumn 2008 has not yet been overcome; whereas financial turmoil and recessionary fears have become once again acute over the last months;
B	whereas the Commission responded to the eruption of the crisis in a prompt and reasonable manner by adopting special State aid rules and using competition policy as a crisis management tool; whereas this was, and still is, meant to be a temporary regime although its timeframe has exceeded what was originally expected;
C	whereas between 1 October 2008 and 1 October 2010 the Commission took more than 200 decisions on State aid for the financial sector; whereas in 2009 the nominal amount of aid to the financial sector used by Member States constituted EUR 1 107 billion (9.3% of EU GDP); whereas the maximum volume of Commission-approved measures since the beginning of the crisis until 1 October 2010 (including both schemes and ad hoc interventions) amounts to EUR 4 588.90 billion;
D	whereas the Commission introduced a requirement applicable from 1 January 2011 onwards to submit a restructuring plan for every beneficiary of a recapitalisation or an impaired assets measure, irrespective of whether the bank is considered to be fundamentally sound or distressed;
E	whereas sizable amounts of State aid given during the crisis in the form of, for example, guarantee schemes, recapitalisation schemes and complementary forms of liquidity support on bank funding have contributed to severe imbalances in public finances; whereas it is still unknown how far-reaching the impact this State aid, in particular of the guarantees provided to banks, may be in the future if some of those guarantees are actually called in;
F	whereas protectionism and non-enforcement of competition rules would only deepen and prolong the crisis; whereas competition policy is an essential tool to enable the EU to have a dynamic, efficient and innovative internal market and to be competitive on the global stage;
G	whereas, notwithstanding all the efforts to cope with the economic crisis, cartels remain the most serious threat to competition, consumer welfare and the proper functioning of markets, and consequently cannot be accepted even during an economic crisis;
1	Welcomes the Commission Report on Competition Policy 2010; highlights, on the occasion of the 40th anniversary of this report, that EU competition policy has brought numerous benefits in terms of consumer welfare and has been an essential tool to eliminate obstacles to the free movement of goods, services, persons and capital; points out that competition policy continues to be an essential tool for preserving the single market and protecting the consumer interest; stresses that some rules need to be updated to deal with new challenges;
2	Notes that the combined effect of robust principles and flexible procedures has enabled competition policy to be a constructive and stabilising factor in the EU's financial system and in the real economy in general;
3	Believes that improved price transparency is essential in stimulating competition in the single market and offering real choice to consumers
4	Welcomes the existing exchange between the Commission and consumer associations in the field of European competition law and encourages the Commission to further promote these exchanges, including other stakeholders if appropriate;
5	Welcomes the Commission Staff Working Paper drafted to evaluate the effects of temporary State aid rules adopted in the context of the financial and economic crisis; takes note of the Commission's assessment that globally State aid ‘has been effective in reducing financial instability, improving the functioning of financial markets and cushioning the effects of the crisis on the real economy’; wonders, however, whether such an optimistic analysis can be sustained;
6	Stresses that the temporary regime applicable to State aid has been positive as an initial reaction to the crisis, but that it cannot be prolonged unduly; emphasises the need to discontinue temporary measures and exemptions as soon as possible and as soon as the economic situation allows it;
7	Notes that a new permanent regulatory system for the application of State aid rules is necessary in order to tackle the flaws found in the pre-crisis legal system, in particular as regards the financial sector, as well as to remedy distortions created during the financial and economic crisis;
8	Notes the announcement of specific rescue and restructuring guidelines for the banking sector; suggests to the Commission that it takes into account the impact, in terms of distortion of competition, of the liquidity support provided by central banks during the rescue stage, and provides for the orderly restructuring of banks, with shareholder and bondholder involvement, prior to the injection of public capital;
9	Urges the Commission to link the extension of the temporary State aid to the banking sector beyond 2011 with enhanced and more stringent conditions related to the reduction of the balance sheet composition and size, including a proper focus on retail lending as well as stronger restrictions on bonuses, distribution of dividends and other crucial factors; deems that these conditions should be explicit and should be assessed and summarised on an ex post basis by the Commission;
